hm,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass,equity_final
45,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
50,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
60,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
75,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
90,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
120,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
180,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
5,Legacy3,3,4.71,1.1532,31.32,24,45.83,true,1.047059
8,Legacy3,3,48.11,2.9300,28.68,20,65.00,true,1.481074
10,Legacy3,3,-9.04,1.2994,48.74,20,45.00,false,0.909596
12,Legacy3,3,16.39,2.0017,28.68,19,52.63,true,1.163866
15,Legacy3,3,55.93,3.4794,28.68,18,55.56,true,1.559283
18,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
20,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
22,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
25,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
30,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
35,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
40,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
45,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
50,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
60,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
75,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
90,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
120,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
180,Legacy3,3,32.79,2.5801,28.68,18,55.56,true,1.327936
5,Legacy3,4,-50.39,-3.8490,53.99,23,34.78,false,0.496118
8,Legacy3,4,-55.06,-3.9540,60.61,21,28.57,false,0.449410
10,Legacy3,4,-48.78,-2.9384,52.81,20,35.00,false,0.512190
12,Legacy3,4,-50.04,-3.2723,56.01,20,30.00,false,0.499591
15,Legacy3,4,-40.15,-1.9151,49.95,18,27.78,false,0.598534
18,Legacy3,4,-50.21,-3.0647,58.14,19,26.32,false,0.497897
20,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
22,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
25,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
30,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
35,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
40,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
45,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
50,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
60,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
75,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
90,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
120,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
180,Legacy3,4,-46.89,-2.8359,53.32,18,27.78,false,0.531086
5,Legacy3,5,-33.65,-3.1948,42.80,20,25.00,false,0.663473
8,Legacy3,5,-34.48,-3.5626,41.13,19,31.58,false,0.655187
10,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
12,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
15,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
18,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
20,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
22,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
25,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
30,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
35,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
40,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
45,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
50,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
60,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
75,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
90,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
120,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
180,Legacy3,5,-22.93,-2.4121,32.21,18,33.33,false,0.770712
5,LowVolume5,0,26.32,2.0958,41.10,29,51.72,true,1.263244
8,LowVolume5,0,6.62,1.3041,31.42,29,48.28,true,1.066206
10,LowVolume5,0,-2.74,0.8321,35.01,28,46.43,false,0.972581
12,LowVolume5,0,48.47,3.0236,33.55,27,48.15,true,1.484653
15,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
18,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
20,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
22,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
25,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
30,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
35,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
40,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
45,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
50,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
60,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
75,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
90,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
120,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
180,LowVolume5,0,13.47,1.5067,33.55,27,48.15,true,1.134747
5,LowVolume5,1,22.09,1.9521,23.51,27,37.04,true,1.220877
8,LowVolume5,1,59.03,3.8749,23.74,22,50.00,true,1.590281
10,LowVolume5,1,18.09,1.5015,27.39,20,60.00,true,1.180939
12,LowVolume5,1,31.01,2.3682,17.41,20,55.00,true,1.310135
15,LowVolume5,1,63.04,4.4065,11.66,17,58.82,true,1.630444
18,LowVolume5,1,72.40,4.9572,10.98,16,62.50,true,1.723963
20,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
22,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
25,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
30,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
35,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
40,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
45,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
50,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
60,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
75,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
90,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
120,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
180,LowVolume5,1,63.66,4.5039,10.98,16,62.50,true,1.636601
5,LowVolume5,2,74.15,2.8520,38.09,29,41.38,true,1.741543
8,LowVolume5,2,74.10,3.7703,34.05,25,40.00,true,1.741041
10,LowVolume5,2,71.91,3.6215,44.03,25,32.00,true,1.719058
12,LowVolume5,2,185.33,5.6118,28.16,24,41.67,true,2.853345
15,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
18,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
20,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
22,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
25,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
30,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
35,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
40,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
45,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
50,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
60,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
75,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
90,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
120,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
180,LowVolume5,2,87.92,4.0636,34.54,23,34.78,true,1.879214
5,LowVolume5,3,485.55,8.3829,33.88,28,60.71,true,5.855528
8,LowVolume5,3,352.53,7.3063,22.12,24,58.33,true,4.525348
10,LowVolume5,3,661.82,10.1288,33.75,22,59.09,true,7.618178
12,LowVolume5,3,620.78,12.2278,33.75,21,57.14,true,7.207843
15,LowVolume5,3,1017.53,16.4242,18.97,19,68.42,true,11.175347
18,LowVolume5,3,992.66,14.6670,18.97,18,66.67,true,10.926578
20,LowVolume5,3,724.77,13.1645,18.97,18,66.67,true,8.247665
22,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
25,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
30,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
35,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
40,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
45,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
50,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
60,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
75,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
90,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
120,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
180,LowVolume5,3,723.24,15.7832,18.97,17,70.59,true,8.232438
5,LowVolume5,4,-53.38,-3.2738,59.22,27,29.63,false,0.466242
8,LowVolume5,4,-58.30,-3.5639,62.20,24,37.50,false,0.416999
10,LowVolume5,4,-66.73,-4.5441,69.93,24,29.17,false,0.332673
12,LowVolume5,4,-66.65,-4.4533,71.58,24,25.00,false,0.333457
15,LowVolume5,4,-63.30,-3.7296,71.78,24,25.00,false,0.367026
18,LowVolume5,4,-61.00,-3.5477,69.93,23,26.09,false,0.390040
20,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
22,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
25,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
30,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
35,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
40,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
45,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
50,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
60,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
75,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
90,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
120,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
180,LowVolume5,4,-63.04,-3.8701,69.93,23,26.09,false,0.369609
5,LowVolume5,5,-46.07,-1.4587,48.32,30,23.33,false,0.539347
8,LowVolume5,5,-24.45,-0.4065,41.31,27,33.33,false,0.755512
10,LowVolume5,5,-28.33,-0.5788,45.24,27,29.63,false,0.716746
12,LowVolume5,5,-37.27,-0.9903,49.12,27,25.93,false,0.627345
15,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
18,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
20,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
22,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
25,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
30,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
35,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
40,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
45,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
50,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
60,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
75,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
90,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
120,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
180,LowVolume5,5,-39.61,-1.1125,50.49,27,22.22,false,0.603863
5,OldGuard4,0,29.25,2.3065,34.43,29,48.28,true,1.292481
8,OldGuard4,0,42.60,2.8092,28.64,26,50.00,true,1.426030
10,OldGuard4,0,38.05,2.5833,28.64,26,50.00,true,1.380524
12,OldGuard4,0,91.61,4.5379,30.77,25,52.00,true,1.916080
15,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
18,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
20,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
22,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
25,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
30,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
35,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
40,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
45,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
50,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
60,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
75,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
90,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
120,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
180,OldGuard4,0,54.18,3.4154,28.64,24,54.17,true,1.541814
5,OldGuard4,1,-16.69,-0.6273,36.19,25,44.00,false,0.833060
8,OldGuard4,1,-7.96,0.0128,30.08,21,47.62,false,0.920402
10,OldGuard4,1,-27.14,-1.3827,42.23,21,42.86,false,0.728592
12,OldGuard4,1,-9.21,-0.2434,31.88,20,45.00,false,0.907924
15,OldGuard4,1,-8.90,-0.0646,37.27,19,42.11,false,0.910992
18,OldGuard4,1,-1.06,0.5168,36.31,18,44.44,false,0.989431
20,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
22,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
25,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
30,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
35,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
40,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
45,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
50,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
60,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
75,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
90,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
120,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
180,OldGuard4,1,-6.07,0.0723,36.31,18,44.44,false,0.939291
5,OldGuard4,2,22.69,2.2251,28.81,22,36.36,true,1.226885
8,OldGuard4,2,8.99,1.4786,30.62,20,35.00,true,1.089929
10,OldGuard4,2,35.95,3.2600,32.75,20,30.00,true,1.359521
12,OldGuard4,2,29.64,3.0810,32.08,19,31.58,true,1.296377
15,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
18,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
20,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
22,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
25,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
30,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
35,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
40,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
45,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
50,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
60,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
75,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
90,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
120,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
180,OldGuard4,2,10.53,1.8912,40.24,19,26.32,true,1.105332
5,OldGuard4,3,4.71,1.1532,31.32,24,45.83,true,1.047059
8,OldGuard4,3,48.11,2.9300,28.68,20,65.00,true,1.481074
10,OldGuard4,3,-9.04,1.2994,48.74,20,45.00,false,0.909596
12,OldGuard4,3,16.39,2.0017,28.68,19,52.63,true,1.163866
15,OldGuard4,3,55.93,3.4794,28.68,18,55.56,true,1.559283
18,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
20,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
22,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
25,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
30,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
35,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
40,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
45,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
50,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
60,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
75,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
90,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
120,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
180,OldGuard4,3,32.79,2.5801,28.68,18,55.56,true,1.327936
5,OldGuard4,4,-54.23,-3.1689,62.61,28,32.14,false,0.457722
8,OldGuard4,4,-57.43,-4.8817,62.69,23,26.09,false,0.425679
10,OldGuard4,4,-59.96,-3.9947,63.12,23,30.43,false,0.400362
12,OldGuard4,4,-53.65,-3.0453,61.37,24,29.17,false,0.463455
15,OldGuard4,4,-53.21,-2.9982,60.88,21,23.81,false,0.467854
18,OldGuard4,4,-50.80,-2.7046,61.07,22,27.27,false,0.491988
20,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
22,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
25,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
30,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
35,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
40,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
45,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
50,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
60,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
75,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
90,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
120,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
180,OldGuard4,4,-50.73,-2.6691,61.07,22,27.27,false,0.492672
5,OldGuard4,5,11.51,1.1601,35.36,24,33.33,true,1.115075
8,OldGuard4,5,31.81,1.7863,39.14,22,40.91,true,1.318077
10,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
12,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
15,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
18,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
20,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
22,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
25,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
30,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
35,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
40,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
45,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
50,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
60,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
75,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
90,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
120,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
180,OldGuard4,5,43.84,2.0487,29.92,21,42.86,true,1.438385
