atr_period,lookback,threshold,pass,total,pass_pct,sharpe,ret_pct,dd_pct,trades,win_rate,config_key
0,0,0,pass,total,pass_pct,sha,r,d,trades,win,AP000_LB000_T000
46,42,5,30,45,66.7,1.0,9,2,11,0.5,AP046_LB042_T005
46,42,10,29,45,64.4,0.9,8,2,10,0.5,AP046_LB042_T010
46,42,15,27,45,60.0,0.7,8,2,10,0.5,AP046_LB042_T015
46,42,20,22,45,48.9,0.4,7,3,9,0.5,AP046_LB042_T020
46,42,25,21,45,46.7,0.2,5,3,8,0.5,AP046_LB042_T025
46,42,30,23,45,51.1,0.4,6,3,8,0.5,AP046_LB042_T030
46,42,40,22,45,48.9,0.3,4,2,7,0.5,AP046_LB042_T040
46,63,0,29,45,64.4,0.8,1,3,14,0.5,AP046_LB063_T000
46,63,5,30,45,66.7,1.0,1,2,11,0.5,AP046_LB063_T005
46,63,10,28,45,62.2,0.7,8,2,10,0.5,AP046_LB063_T010
46,63,15,25,45,55.6,0.6,8,3,9,0.5,AP046_LB063_T015
46,63,20,27,45,60.0,0.6,9,3,9,0.5,AP046_LB063_T020
46,63,25,23,45,51.1,0.4,8,2,8,0.5,AP046_LB063_T025
46,63,30,23,45,51.1,0.2,3,2,7,0.4,AP046_LB063_T030
46,63,40,20,45,44.4,-0.,2,3,7,0.4,AP046_LB063_T040
46,126,0,29,45,64.4,0.8,1,3,14,0.5,AP046_LB126_T000
46,126,5,26,45,57.8,0.5,1,3,12,0.5,AP046_LB126_T005
46,126,10,25,45,55.6,0.5,1,3,11,0.5,AP046_LB126_T010
46,126,15,26,45,57.8,0.6,1,3,10,0.5,AP046_LB126_T015
46,126,20,26,45,57.8,0.3,1,3,9,0.5,AP046_LB126_T020
46,126,25,27,45,60.0,0.4,8,3,9,0.4,AP046_LB126_T025
46,126,30,25,45,55.6,0.4,6,2,8,0.4,AP046_LB126_T030
46,126,40,26,45,57.8,0.3,5,2,7,0.4,AP046_LB126_T040
46,252,0,29,45,64.4,0.8,1,3,14,0.5,AP046_LB252_T000
46,252,5,28,45,62.2,0.7,1,3,13,0.5,AP046_LB252_T005
46,252,10,32,45,71.1,0.5,1,3,11,0.5,AP046_LB252_T010
46,252,15,29,45,64.4,0.5,1,3,10,0.5,AP046_LB252_T015
46,252,20,26,45,57.8,0.5,1,2,9,0.5,AP046_LB252_T020
46,252,25,26,45,57.8,0.5,9,2,8,0.5,AP046_LB252_T025
46,252,30,30,45,66.7,0.7,1,2,8,0.5,AP046_LB252_T030
46,252,40,24,45,53.3,0.3,6,2,7,0.4,AP046_LB252_T040
46,504,0,29,45,64.4,0.8,1,3,14,0.5,AP046_LB504_T000
46,504,5,29,45,64.4,0.8,1,3,13,0.5,AP046_LB504_T005
46,504,10,29,45,64.4,0.8,1,3,13,0.5,AP046_LB504_T010
46,504,15,27,45,60.0,0.6,1,3,12,0.5,AP046_LB504_T015
46,504,20,29,45,64.4,0.7,8,3,12,0.5,AP046_LB504_T020
46,504,25,30,45,66.7,0.8,7,3,12,0.5,AP046_LB504_T025
46,504,30,30,45,66.7,0.6,6,3,11,0.5,AP046_LB504_T030
46,504,40,28,45,62.2,0.9,8,3,10,0.5,AP046_LB504_T040
47,21,0,29,45,64.4,0.8,1,3,14,0.5,AP047_LB021_T000
47,21,5,33,45,73.3,1.1,8,2,10,0.5,AP047_LB021_T005
47,21,10,33,45,73.3,1.1,8,2,10,0.5,AP047_LB021_T010
47,21,15,29,45,64.4,0.7,6,3,9,0.5,AP047_LB021_T015
47,21,20,29,45,64.4,0.9,7,2,9,0.5,AP047_LB021_T020
47,21,25,31,45,68.9,0.7,6,2,8,0.5,AP047_LB021_T025
47,21,30,29,45,64.4,0.7,5,2,8,0.5,AP047_LB021_T030
47,21,40,23,45,51.1,0.3,3,2,7,0.5,AP047_LB021_T040
47,42,0,29,45,64.4,0.8,1,3,14,0.5,AP047_LB042_T000
47,42,5,31,45,68.9,1.1,9,2,10,0.5,AP047_LB042_T005
47,42,10,30,45,66.7,0.8,8,2,10,0.5,AP047_LB042_T010
47,42,15,29,45,64.4,0.7,7,2,10,0.5,AP047_LB042_T015
47,42,20,20,45,44.4,0.2,7,3,9,0.5,AP047_LB042_T020
47,42,25,28,45,62.2,0.3,7,3,8,0.5,AP047_LB042_T025
47,42,30,28,45,62.2,0.4,5,2,8,0.5,AP047_LB042_T030
47,42,40,19,45,42.2,0.1,2,2,7,0.5,AP047_LB042_T040
47,63,0,29,45,64.4,0.8,1,3,14,0.5,AP047_LB063_T000
47,63,5,31,45,68.9,1.0,9,2,11,0.5,AP047_LB063_T005
47,63,10,29,45,64.4,0.8,8,2,10,0.5,AP047_LB063_T010
47,63,15,28,45,62.2,0.5,9,3,9,0.5,AP047_LB063_T015
47,63,20,28,45,62.2,0.6,8,2,9,0.5,AP047_LB063_T020
47,63,25,29,45,64.4,0.4,5,2,8,0.5,AP047_LB063_T025
47,63,30,23,45,51.1,0.2,3,2,7,0.5,AP047_LB063_T030
47,63,40,19,45,42.2,0.0,3,2,6,0.4,AP047_LB063_T040
47,126,0,29,45,64.4,0.8,1,3,14,0.5,AP047_LB126_T000
47,126,5,26,45,57.8,0.6,1,3,12,0.5,AP047_LB126_T005
47,126,10,25,45,55.6,0.5,1,3,11,0.5,AP047_LB126_T010
47,126,15,27,45,60.0,0.5,1,3,11,0.5,AP047_LB126_T015
47,126,20,24,45,53.3,0.3,9,3,9,0.5,AP047_LB126_T020
47,126,25,25,45,55.6,0.4,7,3,9,0.5,AP047_LB126_T025
47,126,30,20,45,44.4,0.4,6,2,8,0.5,AP047_LB126_T030
47,126,40,26,45,57.8,0.3,5,2,7,0.4,AP047_LB126_T040
47,252,0,29,45,64.4,0.8,1,3,14,0.5,AP047_LB252_T000
47,252,5,27,45,60.0,0.8,1,3,13,0.5,AP047_LB252_T005
47,252,10,28,45,62.2,0.7,1,3,11,0.5,AP047_LB252_T010
47,252,15,25,45,55.6,0.5,1,3,10,0.5,AP047_LB252_T015
47,252,20,25,45,55.6,0.4,8,2,9,0.5,AP047_LB252_T020
47,252,25,26,45,57.8,0.4,8,2,8,0.5,AP047_LB252_T025
47,252,30,30,45,66.7,0.7,1,2,8,0.5,AP047_LB252_T030
47,252,40,28,45,62.2,0.4,6,2,7,0.5,AP047_LB252_T040
47,504,0,29,45,64.4,0.8,1,3,14,0.5,AP047_LB504_T000
47,504,5,29,45,64.4,0.8,1,3,13,0.5,AP047_LB504_T005
47,504,10,29,45,64.4,0.7,1,3,13,0.5,AP047_LB504_T010
47,504,15,29,45,64.4,0.8,1,3,12,0.5,AP047_LB504_T015
47,504,20,29,45,64.4,0.7,8,3,12,0.5,AP047_LB504_T020
47,504,25,32,45,71.1,0.8,8,3,12,0.5,AP047_LB504_T025
47,504,30,30,45,66.7,0.6,6,3,11,0.5,AP047_LB504_T030
47,504,40,31,45,68.9,0.9,7,2,10,0.5,AP047_LB504_T040
48,21,0,29,45,64.4,0.8,1,3,14,0.5,AP048_LB021_T000
48,21,5,33,45,73.3,0.9,9,3,10,0.5,AP048_LB021_T005
48,21,10,29,45,64.4,0.9,8,3,10,0.5,AP048_LB021_T010
48,21,15,29,45,64.4,0.8,8,3,9,0.5,AP048_LB021_T015
48,21,20,28,45,62.2,0.6,5,2,8,0.5,AP048_LB021_T020
48,21,25,29,45,64.4,0.7,5,2,8,0.5,AP048_LB021_T025
48,21,30,22,45,48.9,0.4,3,2,7,0.5,AP048_LB021_T030
48,21,40,24,45,53.3,0.4,4,2,7,0.5,AP048_LB021_T040
48,42,0,29,45,64.4,0.8,1,3,14,0.5,AP048_LB042_T000
48,42,5,30,45,66.7,0.9,8,2,10,0.5,AP048_LB042_T005
48,42,10,25,45,55.6,0.5,6,3,10,0.5,AP048_LB042_T010
48,42,15,19,45,42.2,0.2,6,3,9,0.4,AP048_LB042_T015
48,42,20,23,45,51.1,0.2,7,3,9,0.5,AP048_LB042_T020
48,42,25,29,45,64.4,0.5,7,2,8,0.5,AP048_LB042_T025
48,42,30,29,45,64.4,0.5,6,2,8,0.5,AP048_LB042_T030
48,42,40,19,45,42.2,-0.,3,3,7,0.4,AP048_LB042_T040
48,63,0,29,45,64.4,0.8,1,3,14,0.5,AP048_LB063_T000
48,63,5,31,45,68.9,0.9,8,3,11,0.5,AP048_LB063_T005
48,63,10,24,45,53.3,0.4,7,3,10,0.5,AP048_LB063_T010
48,63,15,28,45,62.2,0.5,9,3,9,0.5,AP048_LB063_T015
48,63,20,30,45,66.7,0.7,8,2,9,0.5,AP048_LB063_T020
48,63,25,27,45,60.0,0.3,7,2,8,0.5,AP048_LB063_T025
48,63,30,22,45,48.9,0.1,3,2,7,0.4,AP048_LB063_T030
48,63,40,20,45,44.4,0.0,3,2,6,0.4,AP048_LB063_T040
48,126,0,29,45,64.4,0.8,1,3,14,0.5,AP048_LB126_T000
48,126,5,26,45,57.8,0.5,1,3,12,0.5,AP048_LB126_T005
48,126,10,26,45,57.8,0.7,1,3,11,0.5,AP048_LB126_T010
48,126,15,24,45,53.3,0.3,1,3,10,0.4,AP048_LB126_T015
48,126,20,24,45,53.3,0.3,1,3,10,0.5,AP048_LB126_T020
48,126,25,21,45,46.7,0.3,7,3,9,0.4,AP048_LB126_T025
48,126,30,23,45,51.1,0.5,6,2,8,0.5,AP048_LB126_T030
48,126,40,24,45,53.3,0.1,3,2,7,0.4,AP048_LB126_T040
48,252,0,29,45,64.4,0.8,1,3,14,0.5,AP048_LB252_T000
48,252,5,30,45,66.7,0.9,1,3,13,0.5,AP048_LB252_T005
48,252,10,27,45,60.0,0.5,1,3,11,0.5,AP048_LB252_T010
48,252,15,29,45,64.4,0.6,1,2,10,0.5,AP048_LB252_T015
48,252,20,26,45,57.8,0.5,9,2,9,0.5,AP048_LB252_T020
48,252,25,26,45,57.8,0.5,8,2,8,0.5,AP048_LB252_T025
48,252,30,32,45,71.1,0.8,1,2,8,0.5,AP048_LB252_T030
48,252,40,23,45,51.1,0.1,5,2,7,0.5,AP048_LB252_T040
48,504,0,29,45,64.4,0.8,1,3,14,0.5,AP048_LB504_T000
48,504,5,29,45,64.4,0.8,1,3,13,0.5,AP048_LB504_T005
48,504,10,29,45,64.4,0.7,1,3,13,0.5,AP048_LB504_T010
48,504,15,29,45,64.4,0.8,1,3,12,0.5,AP048_LB504_T015
48,504,20,29,45,64.4,0.7,8,3,12,0.5,AP048_LB504_T020
48,504,25,32,45,71.1,0.8,8,3,12,0.5,AP048_LB504_T025
48,504,30,30,45,66.7,0.5,6,3,11,0.5,AP048_LB504_T030
48,504,40,31,45,68.9,0.8,7,2,10,0.5,AP048_LB504_T040
49,21,0,29,45,64.4,0.8,1,3,14,0.5,AP049_LB021_T000
49,21,5,32,45,71.1,0.9,9,2,10,0.5,AP049_LB021_T005
49,21,10,32,45,71.1,1.0,8,2,10,0.5,AP049_LB021_T010
49,21,15,28,45,62.2,0.8,7,3,9,0.5,AP049_LB021_T015
49,21,20,27,45,60.0,0.6,5,2,8,0.5,AP049_LB021_T020
49,21,25,29,45,64.4,0.7,5,2,8,0.5,AP049_LB021_T025
49,21,30,25,45,55.6,0.5,3,3,7,0.5,AP049_LB021_T030
49,21,40,23,45,51.1,0.3,3,3,7,0.5,AP049_LB021_T040
49,42,0,29,45,64.4,0.8,1,3,14,0.5,AP049_LB042_T000
49,42,5,30,45,66.7,0.9,7,2,10,0.5,AP049_LB042_T005
49,42,10,29,45,64.4,0.6,7,2,10,0.5,AP049_LB042_T010
49,42,15,22,45,48.9,0.2,6,3,9,0.4,AP049_LB042_T015
49,42,20,25,45,55.6,0.2,7,3,9,0.5,AP049_LB042_T020
49,42,25,25,45,55.6,0.2,7,3,8,0.5,AP049_LB042_T025
49,42,30,24,45,53.3,0.3,5,2,8,0.5,AP049_LB042_T030
49,42,40,18,45,40.0,-0.,2,3,7,0.4,AP049_LB042_T040
49,63,0,29,45,64.4,0.8,1,3,14,0.5,AP049_LB063_T000
49,63,5,32,45,71.1,0.9,8,2,11,0.5,AP049_LB063_T005
49,63,10,26,45,57.8,0.4,7,3,10,0.5,AP049_LB063_T010
49,63,15,26,45,57.8,0.5,8,3,9,0.5,AP049_LB063_T015
49,63,20,25,45,55.6,0.5,8,2,9,0.5,AP049_LB063_T020
49,63,25,24,45,53.3,0.2,4,2,8,0.5,AP049_LB063_T025
49,63,30,24,45,53.3,0.2,3,2,7,0.4,AP049_LB063_T030
49,63,40,22,45,48.9,0.0,3,2,6,0.4,AP049_LB063_T040
49,126,0,29,45,64.4,0.8,1,3,14,0.5,AP049_LB126_T000
49,126,5,28,45,62.2,0.6,1,3,11,0.5,AP049_LB126_T005
49,126,10,26,45,57.8,0.6,1,3,11,0.5,AP049_LB126_T010
49,126,15,27,45,60.0,0.6,1,3,10,0.5,AP049_LB126_T015
49,126,20,23,45,51.1,0.3,8,3,10,0.5,AP049_LB126_T020
49,126,25,20,45,44.4,0.2,7,3,9,0.4,AP049_LB126_T025
49,126,30,22,45,48.9,0.4,4,2,8,0.5,AP049_LB126_T030
49,126,40,24,45,53.3,0.1,3,2,7,0.4,AP049_LB126_T040
49,252,0,29,45,64.4,0.8,1,3,14,0.5,AP049_LB252_T000
49,252,5,27,45,60.0,0.6,1,3,13,0.5,AP049_LB252_T005
49,252,10,27,45,60.0,0.5,1,3,11,0.5,AP049_LB252_T010
49,252,15,33,45,73.3,0.6,1,3,10,0.5,AP049_LB252_T015
49,252,20,26,45,57.8,0.5,9,2,9,0.5,AP049_LB252_T020
49,252,25,26,45,57.8,0.5,8,2,8,0.5,AP049_LB252_T025
49,252,30,30,45,66.7,0.6,7,2,8,0.5,AP049_LB252_T030
49,252,40,26,45,57.8,0.0,3,2,7,0.5,AP049_LB252_T040
49,504,0,29,45,64.4,0.8,1,3,14,0.5,AP049_LB504_T000
49,504,5,29,45,64.4,0.8,1,3,13,0.5,AP049_LB504_T005
49,504,10,29,45,64.4,0.7,1,3,13,0.5,AP049_LB504_T010
49,504,15,29,45,64.4,0.8,1,3,12,0.5,AP049_LB504_T015
49,504,20,29,45,64.4,0.7,8,3,12,0.5,AP049_LB504_T020
49,504,25,30,45,66.7,0.6,6,3,12,0.5,AP049_LB504_T025
49,504,30,30,45,66.7,0.5,6,3,11,0.5,AP049_LB504_T030
49,504,40,28,45,62.2,0.7,6,3,10,0.5,AP049_LB504_T040
50,21,0,29,45,64.4,0.8,1,3,14,0.5,AP050_LB021_T000
50,21,5,34,45,75.6,1.0,7,2,10,0.5,AP050_LB021_T005
50,21,10,30,45,66.7,0.7,5,2,10,0.5,AP050_LB021_T010
50,21,15,26,45,57.8,0.4,4,3,9,0.4,AP050_LB021_T015
50,21,20,28,45,62.2,0.6,5,2,8,0.5,AP050_LB021_T020
50,21,25,29,45,64.4,0.7,6,2,8,0.5,AP050_LB021_T025
50,21,30,29,45,64.4,0.7,5,2,8,0.5,AP050_LB021_T030
50,21,40,28,45,62.2,0.5,5,3,7,0.5,AP050_LB021_T040
50,42,0,29,45,64.4,0.8,1,3,14,0.5,AP050_LB042_T000
50,42,5,31,45,68.9,0.7,7,2,10,0.5,AP050_LB042_T005
50,42,10,29,45,64.4,0.8,7,2,9,0.5,AP050_LB042_T010
50,42,15,29,45,64.4,0.5,8,3,9,0.5,AP050_LB042_T015
50,42,20,28,45,62.2,0.3,7,3,8,0.5,AP050_LB042_T020
50,42,25,24,45,53.3,0.1,6,3,8,0.5,AP050_LB042_T025
50,42,30,18,45,40.0,-0.,4,3,8,0.4,AP050_LB042_T030
50,42,40,18,45,40.0,-0.,1,3,6,0.4,AP050_LB042_T040
50,63,0,29,45,64.4,0.8,1,3,14,0.5,AP050_LB063_T000
50,63,5,31,45,68.9,0.7,7,3,11,0.5,AP050_LB063_T005
50,63,10,30,45,66.7,0.6,9,3,10,0.5,AP050_LB063_T010
50,63,15,24,45,53.3,0.4,8,3,9,0.5,AP050_LB063_T015
50,63,20,23,45,51.1,0.3,7,3,8,0.5,AP050_LB063_T020
50,63,25,24,45,53.3,0.2,4,2,8,0.5,AP050_LB063_T025
50,63,30,23,45,51.1,0.1,3,2,7,0.4,AP050_LB063_T030
50,63,40,22,45,48.9,-0.,3,2,6,0.4,AP050_LB063_T040
50,126,0,29,45,64.4,0.8,1,3,14,0.5,AP050_LB126_T000
50,126,5,28,45,62.2,0.6,1,3,11,0.5,AP050_LB126_T005
50,126,10,25,45,55.6,0.4,1,3,11,0.5,AP050_LB126_T010
50,126,15,27,45,60.0,0.5,1,3,10,0.5,AP050_LB126_T015
50,126,20,23,45,51.1,0.4,9,3,10,0.5,AP050_LB126_T020
50,126,25,23,45,51.1,0.3,7,3,9,0.4,AP050_LB126_T025
50,126,30,22,45,48.9,0.3,4,2,8,0.4,AP050_LB126_T030
50,126,40,24,45,53.3,0.1,3,2,7,0.4,AP050_LB126_T040
50,252,0,29,45,64.4,0.8,1,3,14,0.5,AP050_LB252_T000
50,252,5,28,45,62.2,0.5,1,3,12,0.5,AP050_LB252_T005
50,252,10,29,45,64.4,0.7,1,3,11,0.5,AP050_LB252_T010
50,252,15,32,45,71.1,0.7,1,2,10,0.5,AP050_LB252_T015
50,252,20,26,45,57.8,0.4,8,2,9,0.5,AP050_LB252_T020
50,252,25,28,45,62.2,0.6,1,2,9,0.5,AP050_LB252_T025
50,252,30,30,45,66.7,0.6,7,2,8,0.5,AP050_LB252_T030
50,252,40,26,45,57.8,0.0,3,2,7,0.5,AP050_LB252_T040
50,504,0,29,45,64.4,0.8,1,3,14,0.5,AP050_LB504_T000
50,504,5,29,45,64.4,0.8,1,3,13,0.5,AP050_LB504_T005
50,504,10,28,45,62.2,0.7,1,3,13,0.5,AP050_LB504_T010
50,504,15,29,45,64.4,0.8,1,3,12,0.5,AP050_LB504_T015
50,504,20,31,45,68.9,0.8,8,3,12,0.5,AP050_LB504_T020
50,504,25,30,45,66.7,0.6,6,3,12,0.5,AP050_LB504_T025
50,504,30,30,45,66.7,0.5,6,3,11,0.5,AP050_LB504_T030
50,504,40,28,45,62.2,0.7,6,3,10,0.5,AP050_LB504_T040
51,21,0,29,45,64.4,0.8,1,3,14,0.5,AP051_LB021_T000
51,21,5,31,45,68.9,0.6,6,3,11,0.5,AP051_LB021_T005
51,21,10,27,45,60.0,0.5,6,3,10,0.5,AP051_LB021_T010
51,21,15,31,45,68.9,0.6,5,2,9,0.5,AP051_LB021_T015
51,21,20,29,45,64.4,0.6,7,2,8,0.5,AP051_LB021_T020
51,21,25,32,45,71.1,0.8,7,2,8,0.5,AP051_LB021_T025
51,21,30,31,45,68.9,0.8,6,2,7,0.5,AP051_LB021_T030
51,21,40,28,45,62.2,0.7,5,2,7,0.5,AP051_LB021_T040
51,42,0,29,45,64.4,0.8,1,3,14,0.5,AP051_LB042_T000
51,42,5,32,45,71.1,0.7,7,2,10,0.5,AP051_LB042_T005
51,42,10,31,45,68.9,0.6,9,2,9,0.5,AP051_LB042_T010
51,42,15,28,45,62.2,0.5,9,3,9,0.5,AP051_LB042_T015
51,42,20,24,45,53.3,0.3,7,3,8,0.5,AP051_LB042_T020
51,42,25,24,45,53.3,0.2,6,2,8,0.5,AP051_LB042_T025
51,42,30,25,45,55.6,0.2,5,2,8,0.5,AP051_LB042_T030
51,42,40,24,45,53.3,0.2,3,3,7,0.4,AP051_LB042_T040
51,63,0,29,45,64.4,0.8,1,3,14,0.5,AP051_LB063_T000
51,63,5,32,45,71.1,0.8,8,3,11,0.5,AP051_LB063_T005
51,63,10,28,45,62.2,0.6,1,3,9,0.5,AP051_LB063_T010
51,63,15,26,45,57.8,0.5,8,3,9,0.5,AP051_LB063_T015
51,63,20,27,45,60.0,0.4,8,2,9,0.5,AP051_LB063_T020
51,63,25,27,45,60.0,0.4,4,2,8,0.5,AP051_LB063_T025
51,63,30,24,45,53.3,0.3,3,2,7,0.4,AP051_LB063_T030
51,63,40,22,45,48.9,0.0,3,2,6,0.4,AP051_LB063_T040
51,126,0,29,45,64.4,0.8,1,3,14,0.5,AP051_LB126_T000
51,126,5,28,45,62.2,0.6,1,3,11,0.5,AP051_LB126_T005
51,126,10,25,45,55.6,0.6,1,3,11,0.5,AP051_LB126_T010
51,126,15,27,45,60.0,0.6,1,3,10,0.5,AP051_LB126_T015
51,126,20,23,45,51.1,0.4,9,3,10,0.5,AP051_LB126_T020
51,126,25,19,45,42.2,0.2,7,3,9,0.4,AP051_LB126_T025
51,126,30,24,45,53.3,0.5,5,2,8,0.5,AP051_LB126_T030
51,126,40,24,45,53.3,0.1,3,2,7,0.4,AP051_LB126_T040
51,252,0,29,45,64.4,0.8,1,3,14,0.5,AP051_LB252_T000
51,252,5,27,45,60.0,0.7,1,3,12,0.5,AP051_LB252_T005
51,252,10,27,45,60.0,0.5,1,3,11,0.5,AP051_LB252_T010
51,252,15,30,45,66.7,0.6,1,2,10,0.5,AP051_LB252_T015
51,252,20,26,45,57.8,0.5,8,2,9,0.5,AP051_LB252_T020
51,252,25,30,45,66.7,0.7,9,2,8,0.5,AP051_LB252_T025
51,252,30,30,45,66.7,0.6,8,2,8,0.5,AP051_LB252_T030
51,252,40,26,45,57.8,0.1,4,2,7,0.5,AP051_LB252_T040
51,504,0,29,45,64.4,0.8,1,3,14,0.5,AP051_LB504_T000
51,504,5,29,45,64.4,0.8,1,3,13,0.5,AP051_LB504_T005
51,504,10,28,45,62.2,0.7,1,3,13,0.5,AP051_LB504_T010
51,504,15,29,45,64.4,0.8,1,3,12,0.5,AP051_LB504_T015
51,504,20,31,45,68.9,0.8,8,3,12,0.5,AP051_LB504_T020
51,504,25,30,45,66.7,0.6,6,3,12,0.5,AP051_LB504_T025
51,504,30,30,45,66.7,0.5,6,3,11,0.5,AP051_LB504_T030
51,504,40,28,45,62.2,0.8,6,2,10,0.5,AP051_LB504_T040
52,21,0,29,45,64.4,0.8,1,3,14,0.5,AP052_LB021_T000
52,21,5,30,45,66.7,0.7,7,3,10,0.5,AP052_LB021_T005
52,21,10,32,45,71.1,0.8,8,2,9,0.5,AP052_LB021_T010
52,21,15,30,45,66.7,0.6,8,2,9,0.5,AP052_LB021_T015
52,21,20,30,45,66.7,0.8,7,2,8,0.5,AP052_LB021_T020
52,21,25,33,45,73.3,0.9,7,2,8,0.5,AP052_LB021_T025
52,21,30,30,45,66.7,0.9,6,2,7,0.5,AP052_LB021_T030
52,21,40,24,45,53.3,0.3,3,2,6,0.5,AP052_LB021_T040
52,42,0,29,45,64.4,0.8,1,3,14,0.5,AP052_LB042_T000
52,42,5,33,45,73.3,0.8,9,2,10,0.5,AP052_LB042_T005
52,42,10,33,45,73.3,0.8,1,2,9,0.5,AP052_LB042_T010
52,42,15,28,45,62.2,0.5,9,2,9,0.5,AP052_LB042_T015
52,42,20,26,45,57.8,0.2,6,3,8,0.5,AP052_LB042_T020
52,42,25,25,45,55.6,0.2,7,2,8,0.5,AP052_LB042_T025
52,42,30,19,45,42.2,0.1,5,2,7,0.4,AP052_LB042_T030
52,42,40,28,45,62.2,0.5,4,3,7,0.5,AP052_LB042_T040
52,63,0,29,45,64.4,0.8,1,3,14,0.5,AP052_LB063_T000
52,63,5,34,45,75.6,0.9,1,2,11,0.5,AP052_LB063_T005
52,63,10,29,45,64.4,0.7,1,3,9,0.5,AP052_LB063_T010
52,63,15,26,45,57.8,0.4,7,3,9,0.5,AP052_LB063_T015
52,63,20,25,45,55.6,0.3,7,2,8,0.5,AP052_LB063_T020
52,63,25,24,45,53.3,0.4,5,2,8,0.5,AP052_LB063_T025
52,63,30,24,45,53.3,0.2,3,2,7,0.5,AP052_LB063_T030
52,63,40,23,45,51.1,0.0,3,2,6,0.4,AP052_LB063_T040
52,126,0,29,45,64.4,0.8,1,3,14,0.5,AP052_LB126_T000
52,126,5,28,45,62.2,0.6,1,3,12,0.5,AP052_LB126_T005
52,126,10,25,45,55.6,0.5,1,3,11,0.5,AP052_LB126_T010
52,126,15,27,45,60.0,0.6,1,3,10,0.5,AP052_LB126_T015
52,126,20,26,45,57.8,0.5,8,3,10,0.5,AP052_LB126_T020
52,126,25,19,45,42.2,0.2,7,3,9,0.4,AP052_LB126_T025
52,126,30,24,45,53.3,0.5,5,2,8,0.4,AP052_LB126_T030
52,126,40,24,45,53.3,0.1,3,2,7,0.4,AP052_LB126_T040
52,252,0,29,45,64.4,0.8,1,3,14,0.5,AP052_LB252_T000
52,252,5,28,45,62.2,0.5,1,3,12,0.5,AP052_LB252_T005
52,252,10,32,45,71.1,0.8,1,3,11,0.5,AP052_LB252_T010
52,252,15,28,45,62.2,0.7,1,2,10,0.5,AP052_LB252_T015
52,252,20,26,45,57.8,0.5,8,2,9,0.5,AP052_LB252_T020
52,252,25,30,45,66.7,0.7,9,2,8,0.5,AP052_LB252_T025
52,252,30,29,45,64.4,0.4,6,2,8,0.5,AP052_LB252_T030
52,252,40,20,45,44.4,0.0,3,2,7,0.4,AP052_LB252_T040
52,504,0,29,45,64.4,0.8,1,3,14,0.5,AP052_LB504_T000
52,504,5,29,45,64.4,0.9,1,3,14,0.5,AP052_LB504_T005
52,504,10,28,45,62.2,0.7,1,3,13,0.5,AP052_LB504_T010
52,504,15,29,45,64.4,0.8,1,3,12,0.5,AP052_LB504_T015
52,504,20,29,45,64.4,0.6,7,3,12,0.5,AP052_LB504_T020
52,504,25,30,45,66.7,0.6,6,3,12,0.5,AP052_LB504_T025
52,504,30,29,45,64.4,0.5,6,3,11,0.5,AP052_LB504_T030
52,504,40,31,45,68.9,0.9,6,2,9,0.5,AP052_LB504_T040
53,21,0,29,45,64.4,0.8,1,3,14,0.5,AP053_LB021_T000
53,21,5,33,45,73.3,1.0,9,3,10,0.5,AP053_LB021_T005
53,21,10,34,45,75.6,0.9,7,2,10,0.5,AP053_LB021_T010
53,21,15,30,45,66.7,0.7,8,2,9,0.5,AP053_LB021_T015
53,21,20,36,45,80.0,1.3,1,2,8,0.6,AP053_LB021_T020
53,21,25,34,45,75.6,1.1,1,2,8,0.6,AP053_LB021_T025
53,21,30,35,45,77.8,1.0,6,2,7,0.5,AP053_LB021_T030
53,21,40,25,45,55.6,0.4,3,2,6,0.5,AP053_LB021_T040
53,42,0,29,45,64.4,0.8,1,3,14,0.5,AP053_LB042_T000
53,42,5,31,45,68.9,0.9,9,2,10,0.5,AP053_LB042_T005
53,42,10,32,45,71.1,0.8,1,2,9,0.5,AP053_LB042_T010
53,42,15,28,45,62.2,0.6,9,2,9,0.5,AP053_LB042_T015
53,42,20,26,45,57.8,0.3,6,2,8,0.5,AP053_LB042_T020
53,42,25,24,45,53.3,0.2,5,3,8,0.5,AP053_LB042_T025
53,42,30,22,45,48.9,0.1,3,3,7,0.5,AP053_LB042_T030
53,42,40,28,45,62.2,0.4,4,3,7,0.5,AP053_LB042_T040
53,63,0,29,45,64.4,0.8,1,3,14,0.5,AP053_LB063_T000
53,63,5,29,45,64.4,0.9,1,2,10,0.5,AP053_LB063_T005
53,63,10,29,45,64.4,0.8,1,2,9,0.5,AP053_LB063_T010
53,63,15,28,45,62.2,0.5,8,2,9,0.5,AP053_LB063_T015
53,63,20,26,45,57.8,0.3,5,2,8,0.5,AP053_LB063_T020
53,63,25,25,45,55.6,0.4,5,2,8,0.5,AP053_LB063_T025
53,63,30,27,45,60.0,0.3,4,3,7,0.5,AP053_LB063_T030
53,63,40,24,45,53.3,0.1,4,2,6,0.4,AP053_LB063_T040
53,126,0,29,45,64.4,0.8,1,3,14,0.5,AP053_LB126_T000
53,126,5,31,45,68.9,0.7,1,3,11,0.5,AP053_LB126_T005
53,126,10,23,45,51.1,0.5,1,3,11,0.5,AP053_LB126_T010
53,126,15,23,45,51.1,0.6,1,3,10,0.5,AP053_LB126_T015
53,126,20,26,45,57.8,0.5,1,3,9,0.5,AP053_LB126_T020
