step,vb_1,vb_2,vb_3,vb_5,vb_7,vb_10,vb_14,vb_21
78,15144.710069,4305890317.160779,4305890317.160779,4305890317.160779,138830341177.277832,138830341177.277832,51254181071.219322,138830341177.277832
79,30204.770893,18434865582.480381,18434865582.480381,18434865582.480381,724498388733.366821,724498388733.366821,227503170124.187164,724498388733.366821
80,60240.716428,72034004248.691742,72034004248.691742,72034004248.691742,3790241151215.974609,3790241151215.974609,1009823810171.425415,3790241151215.974609
81,120144.725769,281471961099.180542,281471961099.180542,281471961099.180542,18097426878122.175781,18097426878122.175781,5519133284493.964844,18097426878122.175781
82,239617.919341,1099848130217.715576,1099848130217.715576,1099848130217.715576,86410559788235.609375,86410559788235.609375,30164501871705.894531,86410559788235.609375
83,477896.527722,4297642666855.767578,4297642666855.767578,4297642666855.767578,412588203461276.250000,412588203461276.250000,165271443061410.843750,412588203461276.250000
84,953121.919416,16792984398967.027344,16792984398967.027344,16792984398967.027344,1970002578997056.250000,1970002578997056.250000,826456595479674.875000,1970002578997056.250000
85,1885593.467264,65618374277326.648438,65618374277326.648438,65618374277326.648438,9406255750158156.000000,9406255750158156.000000,4132779938020251.000000,9406255750158156.000000
86,3730333.603037,254336138610732.812500,254336138610732.812500,254336138610732.812500,44912452491523152.000000,44912452491523152.000000,20666384792040436.000000,44912452491523152.000000
87,8794848.153577,985804237240442.875000,985804237240442.875000,985804237240442.875000,212716796590584640.000000,212716796590584640.000000,103344350964226784.000000,212716796590584640.000000
88,19576272.844621,4553594493855649.000000,4553594493855649.000000,4553594493855649.000000,1007480844211311360.000000,1007480844211311360.000000,516783897313798976.000000,1007480844211311360.000000
89,43574425.822369,19858160504900288.000000,19858160504900288.000000,19858160504900288.000000,5686602561760259072.000000,5686602561760259072.000000,2584230236399523840.000000,5686602561760259072.000000
90,96991424.303264,86601154136691248.000000,86601154136691248.000000,86601154136691248.000000,30303301434625929216.000000,30303301434625929216.000000,12818536948866209792.000000,30303301434625929216.000000
91,215891230.023887,377666395432561920.000000,377666395432561920.000000,377666395432561920.000000,161483076734230200320.000000,161483076734230200320.000000,63583688169510707200.000000,161483076734230200320.000000
92,480547878.702079,1646997752638423808.000000,1646997752638423808.000000,1646997752638423808.000000,860526174938706870272.000000,860526174938706870272.000000,375866861129643393024.000000,860526174938706870272.000000
93,1069641706.610861,7182533659340085248.000000,7182533659340085248.000000,7182533659340085248.000000,4585652643796042645504.000000,4585652643796042645504.000000,2097699860849956487168.000000,4585652643796042645504.000000
94,2380893624.193299,31322926631144529920.000000,31322926631144529920.000000,31322926631144529920.000000,24436456184556411682816.000000,24436456184556411682816.000000,11707189862349070663680.000000,24436456184556411682816.000000
95,5299582481.394940,136598835351675453440.000000,136598835351675453440.000000,136598835351675453440.000000,130219281145862664749056.000000,130219281145862664749056.000000,65337418870569446670336.000000,130219281145862664749056.000000
96,11796232385.906860,595705568613156651008.000000,595705568613156651008.000000,595705568613156651008.000000,693924726812962029830144.000000,693924726812962029830144.000000,364645859071398521077760.000000,693924726812962029830144.000000
97,23430254881.498726,2597863470527544819712.000000,2597863470527544819712.000000,2597863470527544819712.000000,3697851211012795686453248.000000,3697851211012795686453248.000000,2035075839180595812892672.000000,3697851211012795686453248.000000
98,46538320529.177261,10109577739262960336896.000000,10109577739262960336896.000000,10109577739262960336896.000000,19705456586899325850746880.000000,19705456586899325850746880.000000,11357687378552363352588288.000000,19705456586899325850746880.000000
99,92436693012.103699,39341390810444256509952.000000,39341390810444256509952.000000,39341390810444256509952.000000,93703454362224997458509824.000000,93703454362224997458509824.000000,63386857681366360742952960.000000,93703454362224997458509824.000000
100,183602289851.798340,153096901850714343473152.000000,153096901850714343473152.000000,153096901850714343473152.000000,445578985733878860394528768.000000,445578985733878860394528768.000000,353759845010799121578065920.000000,445578985733878860394528768.000000
101,364679866191.338074,595776124672867945152512.000000,595776124672867945152512.000000,595776124672867945152512.000000,2118818712489969951010979840.000000,2118818712489969951010979840.000000,1974321373858755180834586624.000000,2118818712489969951010979840.000000
102,724345022672.001343,2318460964522545855332352.000000,2318460964522545855332352.000000,2318460964522545855332352.000000,10075413967298122868328497152.000000,10075413967298122868328497152.000000,9832392097411209107922223104.000000,10075413967298122868328497152.000000
103,1438729583152.853271,9022283742851044856561664.000000,9022283742851044856561664.000000,9022283742851044856561664.000000,47910642856806765759607865344.000000,47910642856806765759607865344.000000,48966665527347262133605761024.000000,47910642856806765759607865344.000000
104,2857675208153.527344,35110189553386662192480256.000000,35110189553386662192480256.000000,35110189553386662192480256.000000,227824852299150152342848929792.000000,227824852299150152342848929792.000000,243860731865890849453366050816.000000,227824852299150152342848929792.000000
105,5676054549041.480469,136631195117479236405821440.000000,136631195117479236405821440.000000,136631195117479236405821440.000000,1083353514588783026818126970880.000000,1083353514588783026818126970880.000000,1214459998566897639670125953024.000000,1083353514588783026818126970880.000000
106,11274057720685.384766,531699877348853391726477312.000000,531699877348853391726477312.000000,531699877348853391726477312.000000,5151566327060651569780350779392.000000,5151566327060651569780350779392.000000,6048177895776286639872293208064.000000,5151566327060651569780350779392.000000
107,11274057720685.384766,2069108444302989848964235264.000000,2069108444302989848964235264.000000,2069108444302989848964235264.000000,24496745766481086024558466564096.000000,24496745766481086024558466564096.000000,30120758116465756218160761012224.000000,24496745766481086024558466564096.000000
108,14266754518686.142578,2069108444302989848964235264.000000,2069108444302989848964235264.000000,2069108444302989848964235264.000000,116487009008385385857410731606016.000000,116487009008385385857410731606016.000000,150005519868094149842467972710400.000000,116487009008385385857410731606016.000000
109,18053862197547.593750,2618352946095858640010346496.000000,2618352946095858640010346496.000000,2618352946095858640010346496.000000,116487009008385385857410731606016.000000,116487009008385385857410731606016.000000,747048128864873312363308029837312.000000,116487009008385385857410731606016.000000
110,22846256997071.734375,3313394312031011462577127424.000000,3313394312031011462577127424.000000,3313394312031011462577127424.000000,147408466703999099307253984919552.000000,147408466703999099307253984919552.000000,3720402471397394026659706419806208.000000,147408466703999099307253984919552.000000
111,28910792220799.722656,4192934296107508253438509056.000000,4192934296107508253438509056.000000,4192934296107508253438509056.000000,186538020342335520277691969306624.000000,186538020342335520277691969306624.000000,18528116214160923046204238660108288.000000,186538020342335520277691969306624.000000
112,36585157338525.289062,5305948026662158575108882432.000000,5305948026662158575108882432.000000,5305948026662158575108882432.000000,236054507663456834090759836663808.000000,236054507663456834090759836663808.000000,18528116214160923046204238660108288.000000,236054507663456834090759836663808.000000
113,46296681435166.375000,6714411071925416398373781504.000000,6714411071925416398373781504.000000,6714411071925416398373781504.000000,298715138533025052291230622285824.000000,298715138533025052291230622285824.000000,23446401665668654489467432378302464.000000,298715138533025052291230622285824.000000
114,58586128032097.632812,8496750404687892383554076672.000000,8496750404687892383554076672.000000,8496750404687892383554076672.000000,378009023729471409769978940882944.000000,378009023729471409769978940882944.000000,29670245194582260438362222124597248.000000,378009023729471409769978940882944.000000
115,74137806239956.062500,10752211424979284370344902656.000000,10752211424979284370344902656.000000,10752211424979284370344902656.000000,478351457922881643876204551340032.000000,478351457922881643876204551340032.000000,37546206981331531616228824315854848.000000,478351457922881643876204551340032.000000
116,93817674912087.437500,13606384208210916700604858368.000000,13606384208210916700604858368.000000,13606384208210916700604858368.000000,605329775039194334003545258328064.000000,605329775039194334003545258328064.000000,47512841550173674393909205214953472.000000,605329775039194334003545258328064.000000
117,118721561539360.390625,17218196694993662825600122880.000000,17218196694993662825600122880.000000,17218196694993662825600122880.000000,766014465891050811597197313835008.000000,766014465891050811597197313835008.000000,60125117652879124451991424052756480.000000,766014465891050811597197313835008.000000
118,150236180842807.968750,21788764222061653181083942912.000000,21788764222061653181083942912.000000,21788764222061653181083942912.000000,969352881933419952098584918228992.000000,969352881933419952098584918228992.000000,76085320406591059273142932936327168.000000,969352881933419952098584918228992.000000
119,190116350741814.031250,27572588159747969789357719552.000000,27572588159747969789357719552.000000,27572588159747969789357719552.000000,1226667447617459482804945512562688.000000,1226667447617459482804945512562688.000000,96282156399180268523202085899993088.000000,1226667447617459482804945512562688.000000
120,240582705288562.531250,34891727225966527931888959488.000000,34891727225966527931888959488.000000,34891727225966527931888959488.000000,1552286123133106792347062186803200.000000,1552286123133106792347062186803200.000000,121840239238489870512069342507565056.000000,1552286123133106792347062186803200.000000
121,304445345485127.937500,44153730573197733046146564096.000000,44153730573197733046146564096.000000,44153730573197733046146564096.000000,1964340223384692499165682788728832.000000,1964340223384692499165682788728832.000000,154182711032621146737909893777326080.000000,1964340223384692499165682788728832.000000
122,385260313189957.750000,55874331210513244796548546560.000000,55874331210513244796548546560.000000,55874331210513244796548546560.000000,2485774017884556098617119109808128.000000,2485774017884556098617119109808128.000000,195110486732030115846555497704456192.000000,2485774017884556098617119109808128.000000
123,487527600997515.937500,70706163390805763166960615424.000000,70706163390805763166960615424.000000,70706163390805763166960615424.000000,3145622328775086065467544764940288.000000,3145622328775086065467544764940288.000000,246902533869413282303150153663512576.000000,3145622328775086065467544764940288.000000
124,616941723808442.875000,89475103023812962581007564800.000000,89475103023812962581007564800.000000,89475103023812962581007564800.000000,3980627267039016143680616781578240.000000,3980627267039016143680616781578240.000000,312442771540322286906095541522792448.000000,3980627267039016143680616781578240.000000
125,780708804582476.000000,113226254645899416307677265920.000000,113226254645899416307677265920.000000,113226254645899416307677265920.000000,5037284131075184259091872562020352.000000,5037284131075184259091872562020352.000000,395380654697652809187989653335048192.000000,5037284131075184259091872562020352.000000
126,987947830453184.125000,143282145623527101405862035456.000000,143282145623527101405862035456.000000,143282145623527101405862035456.000000,6374430388720232873693667525656576.000000,6374430388720232873693667525656576.000000,500334385521125553826227946721902592.000000,6374430388720232873693667525656576.000000
127,1250198422213441.500000,181316367998622376995762208768.000000,181316367998622376995762208768.000000,181316367998622376995762208768.000000,8066521904129117856560678602539008.000000,8066521904129117856560678602539008.000000,633148067211919702726222024399650816.000000,8066521904129117856560678602539008.000000
128,1582063391128671.750000,229446768549881617715373801472.000000,229446768549881617715373801472.000000,229446768549881617715373801472.000000,10207778838551003762899712208797696.000000,10207778838551003762899712208797696.000000,801217119220488645189483006745640960.000000,10207778838551003762899712208797696.000000
129,2002021862352213.000000,290353376140773671870826283008.000000,290353376140773671870826283008.000000,290353376140773671870826283008.000000,12917432079795392578561652283146240.000000,12917432079795392578561652283146240.000000,1013900073893952813889033481586999296.000000,12917432079795392578561652283146240.000000
130,2533458241819742.000000,367427632862991116173544783872.000000,367427632862991116173544783872.000000,367427632862991116173544783872.000000,16346362335551241273659291603042304.000000,16346362335551241273659291603042304.000000,1283039684476920439317227190326657024.000000,16346362335551241273659291603042304.000000
131,3205964322239352.000000,464961238562787326430910873600.000000,464961238562787326430910873600.000000,464961238562787326430910873600.000000,20685501572953549448029432967069696.000000,20685501572953549448029432967069696.000000,1623622361146820636058981001603317760.000000,20685501572953549448029432967069696.000000
132,4056987032906040.000000,588385124116277900998330023936.000000,588385124116277900998330023936.000000,588385124116277900998330023936.000000,26176464618923683876251580864921600.000000,26176464618923683876251580864921600.000000,2054612654238128833226103277561577472.000000,26176464618923683876251580864921600.000000
133,5133913584437869.000000,744571860122009115647142789120.000000,744571860122009115647142789120.000000,744571860122009115647142789120.000000,33125002917100021459132560296640512.000000,33125002917100021459132560296640512.000000,2600009250903457791842511993161383936.000000,33125002917100021459132560296640512.000000
134,6496710114845003.000000,942218339932043446600677195776.000000,942218339932043446600677195776.000000,942218339932043446600677195776.000000,41918029582369247248569573524373504.000000,41918029582369247248569573524373504.000000,3290181285917493104781120355027648512.000000,41918029582369247248569573524373504.000000
135,8221260763770880.000000,1192330045831735526144773980160.000000,1192330045831735526144773980160.000000,1192330045831735526144773980160.000000,53045163753368608631682507854577664.000000,53045163753368608631682507854577664.000000,4163559375967638646009287110996000768.000000,53045163753368608631682507854577664.000000
136,10403593103450496.000000,1508833863598583552937276997632.000000,1508833863598583552937276997632.000000,1508833863598583552937276997632.000000,67125993889874362223016108080758784.000000,67125993889874362223016108080758784.000000,5268775538723534556947666894667644928.000000,67125993889874362223016108080758784.000000
137,13165225209632962.000000,1909353568586583603058925633536.000000,1909353568586583603058925633536.000000,1909353568586583603058925633536.000000,84944578108071259871668101693046784.000000,84944578108071259871668101693046784.000000,6667371153077375224080948432279175168.000000,84944578108071259871668101693046784.000000
138,16659932111615384.000000,2416191164466216161916089270272.000000,2416191164466216161916089270272.000000,2416191164466216161916089270272.000000,107493102624237725702245156185440256.000000,107493102624237725702245156185440256.000000,8437223746991916171998269698962620416.000000,107493102624237725702245156185440256.000000
139,21082308395343540.000000,3057568718174197149453730709504.000000,3057568718174197149453730709504.000000,3057568718174197149453730709504.000000,136027129325244042738634917630967808.000000,136027129325244042738634917630967808.000000,10676883425628333822851594515059310592.000000,136027129325244042738634917630967808.000000
140,24890551332831272.000000,3869199839749732269986131476480.000000,3869199839749732269986131476480.000000,3869199839749732269986131476480.000000,172135508797701142429169745911611392.000000,172135508797701142429169745911611392.000000,13511060403619075230832883892913963008.000000,172135508797701142429169745911611392.000000
141,29386703487799592.000000,4568120123389548758288241262592.000000,4568120123389548758288241262592.000000,4568120123389548758288241262592.000000,217828851759386261971135244726697984.000000,217828851759386261971135244726697984.000000,17097569201894724355644295227906195456.000000,217828851759386261971135244726697984.000000
142,34695026652172660.000000,5393291203864598451612370862080.000000,5393291203864598451612370862080.000000,5393291203864598451612370862080.000000,257176781347446343551550843313455104.000000,257176781347446343551550843313455104.000000,21636116180435125765177265044408238080.000000,275651485217827198455386477195952128.000000
143,40962228883369896.000000,6367518634361181811934532468736.000000,6367518634361181811934532468736.000000,6367518634361181811934532468736.000000,303632399152020259837086373207080960.000000,303632399152020259837086373207080960.000000,27379419720167598488547888970258710528.000000,348823127373070144500713989848694784.000000
144,48361519128232456.000000,7517727492608573832705167327232.000000,7517727492608573832705167327232.000000,7517727492608573832705167327232.000000,358479615973804926986835812115546112.000000,358479615973804926986835812115546112.000000,34647282255350990939279684801583382528.000000,441418170100466614048405938526748672.000000
145,56906603433910456.000000,8875706519042289307395995729920.000000,8875706519042289307395995729920.000000,8875706519042289307395995729920.000000,423234264286751759122006161039032320.000000,423234264286751759122006161039032320.000000,43844397724679442477894109847651090432.000000,558592551939511406208314470555451392.000000
146,66961534144485976.000000,10443971160948381773730292957184.000000,10443971160948381773730292957184.000000,10443971160948381773730292957184.000000,499685991851311726891445692181512192.000000,499685991851311726891445692181512192.000000,55482886007400686476282863414165897216.000000,706870854480862952817349733681987584.000000
147,78793088752706176.000000,12289335319583226953058941403136.000000,12289335319583226953058941403136.000000,12289335319583226953058941403136.000000,587976413734340060001445313169588224.000000,587976413734340060001445313169588224.000000,70210809121856299450475416615066271744.000000,894509608442851135368067991832887296.000000
148,92715182149139376.000000,14460760209858855958394290831360.000000,14460760209858855958394290831360.000000,14460760209858855958394290831360.000000,691867029986240582073020317846994944.000000,691867029986240582073020317846994944.000000,88848257044310964810678431053913260032.000000,1128174607123673006169591687965310976.000000
149,109097195414272384.000000,17015858092325932093678200815616.000000,17015858092325932093678200815616.000000,17015858092325932093678200815616.000000,814114267172388650683386784622051328.000000,814114267172388650683386784622051328.000000,112433012502551873933338410649269567488.000000,1422877889902475859826242551468261376.000000
150,128373776239951184.000000,20022420842078258102725437816832.000000,20022420842078258102725437816832.000000,20022420842078258102725437816832.000000,957961589854652274683634749389406208.000000,957961589854652274683634749389406208.000000,142278337481561347738651459104909819904.000000,1794563959150857890664960862430691328.000000
151,151056371005015968.000000,23560218603262361496801398226944.000000,23560218603262361496801398226944.000000,23560218603262361496801398226944.000000,1127225556216093426467115942732103680.000000,1127225556216093426467115942732103680.000000,179444475470634226750899261413196300288.000000,2263342361517707315390117009415995392.000000
152,177746794474242752.000000,27723116251106329564550812139520.000000,27723116251106329564550812139520.000000,27723116251106329564550812139520.000000,1326397079009681394445929943004086272.000000,1326397079009681394445929943004086272.000000,226319201832844547233692807563399135232.000000,2854575686377036447270722516973256704.000000
153,209153197151939968.000000,32621563815453417422482147639296.000000,32621563815453417422482147639296.000000,32621563815453417422482147639296.000000,1560760578487225958739745770288709632.000000,1560760578487225958739745770288709632.000000,285438607033839539004502195988942815232.000000,3600251772688423834679956874545070080.000000
154,246108853936138656.000000,38385526941735228123648333185024.000000,38385526941735228123648333185024.000000,38385526941735228123648333185024.000000,1836534188674883071708202001881890816.000000,1836534188674883071708202001881890816.000000,360001262489405731326198285548036030464.000000,4540714365572482031472283367977779200.000000
155,289594272574082048.000000,45167935140395755231204075372544.000000,45167935140395755231204075372544.000000,45167935140395755231204075372544.000000,2161034736949127946560753604489117696.000000,2161034736949127946560753604489117696.000000,454041274727078041140105363997711138816.000000,5726845857316283538487259145498001408.000000
156,428582357925803008.000000,53148739313744386914049528430592.000000,53148739313744386914049528430592.000000,53148739313744386914049528430592.000000,2542871874152470624257459984273506304.000000,2542871874152470624257459984273506304.000000,572646544987760242864920312750960279552.000000,7222820206909391179034515811334094848.000000
157,634276485831578752.000000,78656983832583652225775201943552.000000,78656983832583652225775201943552.000000,78656983832583652225775201943552.000000,2992176505910518614094342461759422464.000000,2992176505910518614094342461759422464.000000,722234042892978053196826007838950162432.000000,9109574980910371829475229341136715776.000000
158,938691602766591360.000000,116407673738356646985701601050624.000000,116407673738356646985701601050624.000000,116407673738356646985701601050624.000000,4428243869723863979109186716114616320.000000,4428243869723863979109186716114616320.000000,910896987468395997624013775195661664256.000000,11489190365481461011501315721554558976.000000
159,1389207931852110592.000000,172276457155000783021537935491072.000000,172276457155000783021537935491072.000000,172276457155000783021537935491072.000000,6553538446349060317008125203539034112.000000,6553538446349060317008125203539034112.000000,1148842719259566231437416177490318065664.000000,18224781365107435330266006508586139648.000000
160,2055945394880339456.000000,254958945031296944148201638723584.000000,254958945031296944148201638723584.000000,254958945031296944148201638723584.000000,9698848444508423061363203086477164544.000000,9698848444508423061363203086477164544.000000,1448944953988561739983148264475016036352.000000,28909143746444364628834588930084962304.000000
161,3042677319797836288.000000,377324126145607726723240688615424.000000,377324126145607726723240688615424.000000,377324126145607726723240688615424.000000,14353720805887393577585123755378606080.000000,14353720805887393577585123755378606080.000000,1827440296650888732117480596491259084800.000000,45857262998647596255424851671464804352.000000
162,4808686903700399104.000000,558417341090228216102524127543296.000000,558417341090228216102524127543296.000000,558417341090228216102524127543296.000000,21242655986651727468025791978856775680.000000,21242655986651727468025791978856775680.000000,2898785624121205619289326830815545393152.000000,72741295562784534606910432080251846656.000000
163,7599711473629454336.000000,882530045965634891791088505323520.000000,882530045965634891791088505323520.000000,882530045965634891791088505323520.000000,31437871717704258985101060805071208448.000000,31437871717704258985101060805071208448.000000,4598212105758908854341700449049891569664.000000,115386216580532211576133369620892483584.000000
164,14235756387410397184.000000,1394761990219531440270309630935040.000000,1394761990219531440270309630935040.000000,1394761990219531440270309630935040.000000,49684822319305986615478287944655044608.000000,49684822319305986615478287944655044608.000000,7293935223636155488869012024687811624960.000000,183031919816136805750993289474855665664.000000
165,26666375509768073216.000000,2612663912318554030712717603504128.000000,2612663912318554030712717603504128.000000,2612663912318554030712717603504128.000000,78522540936218108190558379015120355328.000000,78522540936218108190558379015120355328.000000,11570038489518439675383629299646694686720.000000,310045918612129530033718910954495803392.000000
166,49951373392201793536.000000,4894034083662760594615492533026816.000000,4894034083662760594615492533026816.000000,4894034083662760594615492533026816.000000,147088184540591704750279964768801390592.000000,147088184540591704750279964768801390592.000000,18353027075856548375419423121798879772672.000000,525200586567656071065395284157636018176.000000
167,93568760510898044928.000000,9167489740690556449260554650910720.000000,9167489740690556449260554650910720.000000,9167489740690556449260554650910720.000000,275525139322996114398269434841928826880.000000,275525139322996114398269434841928826880.000000,29112574098372166436676157844148973469696.000000,1054477277179928490872861756921103777792.000000
168,175272717224479883264.000000,17172513862585894060227079494959104.000000,17172513862585894060227079494959104.000000,17172513862585894060227079494959104.000000,516112851865450271290447327724606324736.000000,516112851865450271290447327724606324736.000000,49315085524758282071725181679173531336704.000000,2117138397265591223479049970470367526912.000000
169,328320320110197866496.000000,32167500668344488240502297705054208.000000,32167500668344488240502297705054208.000000,32167500668344488240502297705054208.000000,966781022287849015898292493011988250624.000000,966781022287849015898292493011988250624.000000,83537019162115521787745841725487739568128.000000,4250707995494807173616637444798831132672.000000
170,615008623727820275712.000000,60256064285519069789819949906132992.000000,60256064285519069789819949906132992.000000,60256064285519069789819949906132992.000000,1810971266608962809162547595209267478528.000000,1810971266608962809162547595209267478528.000000,167722372675697024454972821380326601261056.000000,8534405916164969712532977383901702914048.000000
171,1152032280952443371520.000000,112871476109227567454092629368635392.000000,112871476109227567454092629368635392.000000,112871476109227567454092629368635392.000000,3392305861281997113687869735106254995456.000000,3392305861281997113687869735106254995456.000000,336746445804746429496089596498001409343488.000000,17135047718890200972470951451080844640256.000000
172,2157983360155041923072.000000,211430505296670031199707341080494080.000000,211430505296670031199707341080494080.000000,211430505296670031199707341080494080.000000,6354457008054242712068587285638532825088.000000,6354457008054242712068587285638532825088.000000,676106395068667074089358598638251917967360.000000,34403081270427914667568563990573619347456.000000
173,4042327858083939221504.000000,396050978608143033486521847383064576.000000,396050978608143033486521847383064576.000000,396050978608143033486521847383064576.000000,11903149514929018791015943822175381749760.000000,11903149514929018791015943822175381749760.000000,1357460080566960019504541996951891175538688.000000,69073166314842654262907769556680419835904.000000
174,6599825963603616333824.000000,741881486951817957229521342826545152.000000,741881486951817957229521342826545152.000000,741881486951817957229521342826545152.000000,22296943420211978110991816688486888505344.000000,22296943420211978110991816688486888505344.000000,2725455466436918727527937012485804410273792.000000,138682412405281902233401409420815486681088.000000
175,10775400778724248911872.000000,1211254720398236780634487196900917248.000000,1211254720398236780634487196900917248.000000,1211254720398236780634487196900917248.000000,41766566509191572826733196891227900870656.000000,41766566509191572826733196891227900870656.000000,5472063308431464967398194785231491720806400.000000,278441144899649448079198776503613698080768.000000
176,17592776322049183318016.000000,1977590792452670074167603081940828160.000000,1977590792452670074167603081940828160.000000,1977590792452670074167603081940828160.000000,68191418344923338781692240116117988704256.000000,68191418344923338781692240116117988704256.000000,10986595532462704570654932318815653793366016.000000,559043283343366167847439935543721790013440.000000
177,28723365847214294302720.000000,3228772013460359154367959108323115008.000000,3228772013460359154367959108323115008.000000,3228772013460359154367959108323115008.000000,111334733126052054284452485983576365465600.000000,111334733126052054284452485983576365465600.000000,22058458499181532017036895897422487583981568.000000,978306553791004561462690606157976695734272.000000
178,46896051566283874893824.000000,5271549986322240486665087660962349056.000000,5271549986322240486665087660962349056.000000,5271549986322240486665087660962349056.000000,181773940198034250469190914269539563732992.000000,181773940198034250469190914269539563732992.000000,44288113631051769891070293062039812731568128.000000,1712002883688323877035816588541334531342336.000000
179,76566223617586492342272.000000,8606751775115754860136717882381828096.000000,8606751775115754860136717882381828096.000000,8606751775115754860136717882381828096.000000,296778591975506709927789040792339851771904.000000,296778591975506709927789040792339851771904.000000,88919949191813728149575461103778877398843392.000000,2995946273077176676573829726963260066889728.000000
180,125008106295947717246976.000000,14052067477432443340221076924893495296.000000,14052067477432443340221076924893495296.000000,14052067477432443340221076924893495296.000000,484544333247152623074548287470343112622080.000000,484544333247152623074548287470343112622080.000000,155606858447281218296803657705617566264721408.000000,5242803126492327807542225081204408374525952.000000
181,204098176733240268685312.000000,22942522980762839945243864028084699136.000000,22942522980762839945243864028084699136.000000,22942522980762839945243864028084699136.000000,791105616207332360071256086036539349401600.000000,791105616207332360071256086036539349401600.000000,272306660270352351772345985631953208555339776.000000,9174725484955201616200075203220628431699968.000000
182,333226916078667985584128.000000,37457787728970259145980555642647085056.000000,37457787728970259145980555642647085056.000000,37457787728970259145980555642647085056.000000,1291621948812587310539257639983135198281728.000000,1291621948812587310539257639983135198281728.000000,476527307134826769013407570163889508590813184.000000,16055454628639417725762830514547536087220224.000000
183,580195889867815439564800.000000,61156563413931129160178874584557158400.000000,61156563413931129160178874584557158400.000000,61156563413931129160178874584557158400.000000,2108804721488922658788250855498549316026368.000000,2108804721488922658788250855498549316026368.000000,833906428214869780821228052405189105634246656.000000,28096494413375636244401419736102211631972352.000000
184,930044602692212476608512.000000,106482354873237502355315418870398844928.000000,106482354873237502355315418870398844928.000000,106482354873237502355315418870398844928.000000,3443002309973314420404438570527531244453888.000000,3443002309973314420404438570527531244453888.000000,1459307621213254050135193097530535792380739584.000000,49167900665528856849747088010485239902109696.000000
185,2987608477230305671905280.000000,170689488087159421089244790621017735168.000000,170689488087159421089244790621017735168.000000,170689488087159421089244790621017735168.000000,5994761205245243341431096615438879710773248.000000,5994761205245243341431096615438879710773248.000000,2553738238821161002127703556999724149334081536.000000,86042138221501561565128448017550463725469696.000000
186,9597178874411767014883328.000000,548310651023757355131412441633292025856.000000,548310651023757355131412441633292025856.000000,548310651023757355131412441633292025856.000000,9609504997764168643765674276772203940806656.000000,9609504997764168643765674276772203940806656.000000,4468954247628357059257796171884707203413704704.000000,160573675584290003327670126650011049726574592.000000
187,30829288057464346986414080.000000,1761353750575302266264076143239805009920.000000,1761353750575302266264076143239805009920.000000,1761353750575302266264076143239805009920.000000,30868883610744716921476532745702732147458048.000000,30868883610744716921476532745702732147458048.000000,7820516513319182075754015195511195682488713216.000000,275887521498741364972315483542950016553320448.000000
188,76853072541288802681880576.000000,5658046271530961397993198247177858580480.000000,5658046271530961397993198247177858580480.000000,5658046271530961397993198247177858580480.000000,99160984420676305643238893327464762083115008.000000,99160984420676305643238893327464762083115008.000000,13685635418522231125074837154680123992139890688.000000,949905810094017274109978445698207550632099840.000000
189,191583884390303026433228800.000000,14104712367584340473667714824007246151680.000000,14104712367584340473667714824007246151680.000000,14104712367584340473667714824007246151680.000000,318537623688308982934177775604468135216807936.000000,318537623688308982934177775604468135216807936.000000,25540425043847861303351390531820858981664948224.000000,3270612034747239285991977921599380982207610880.000000
190,477591637450250383286861824.000000,35161061155206220069535305805212153806848.000000,35161061155206220069535305805212153806848.000000,35161061155206220069535305805212153806848.000000,794069426929894766849888806739233811411763200.000000,794069426929894766849888806739233811411763200.000000,43881941032562090255217350433864999766685908992.000000,11261014479714306363136000422024810939730100224.000000
191,1190568679032150951255343104.000000,87651572704271185878005895380633680609280.000000,87651572704271185878005895380633680609280.000000,87651572704271185878005895380633680609280.000000,1979503229426251219086788283749295482092912640.000000,1979503229426251219086788283749295482092912640.000000,151089511111592473162872133259799474805365800960.000000,30088728558453396519571188264518749579280121856.000000
192,2967920014386796645016666112.000000,218503024229533605845648076308102781075456.000000,218503024229533605845648076308102781075456.000000,218503024229533605845648076308102781075456.000000,4934622719903432942526677408355072466806112256.000000,4934622719903432942526677408355072466806112256.000000,520214918273572715218081276915885318887595573248.000000,80395206657016694508753379455380970009215893504.000000
193,7398606537304893089304805376.000000,544697261263466668503880261556567657152512.000000,544697261263466668503880261556567657152512.000000,544697261263466668503880261556567657152512.000000,12301319354172017436442998245808169382722928640.000000,12301319354172017436442998245808169382722928640.000000,1791147242474703661708811127522281897564208889856.000000,214810979495793263578416177836700515107004743680.000000
194,18443683936394905806471954432.000000,1357853546760287599945902177196982983983104.000000,1357853546760287599945902177196982983983104.000000,1357853546760287599945902177196982983983104.000000,30665456397097838329182716467803930178321645568.000000,30665456397097838329182716467803930178321645568.000000,4785833752734056397316150489118528031090343411712.000000,573961543612933744015623298014055595702914908160.000000
195,45977506092592641979696807936.000000,3384937626036042313680995233066400926924800.000000,3384937626036042313680995233066400926924800.000000,3384937626036042313680995233066400926924800.000000,76444663289176389026868352359547288189598171136.000000,76444663289176389026868352359547288189598171136.000000,12787449387557547175246064155582540484752105799680.000000,1533589457670123684478865488689351648638807310336.000000
