step,Base5_W0_asym_hard,Base5_W0_asym_soft,Base5_W0_baseline,Base5_W1_asym_hard,Base5_W1_asym_soft,Base5_W1_baseline,Base5_W2_asym_hard,Base5_W2_asym_soft,Base5_W2_baseline,Base5_W3_asym_hard,Base5_W3_asym_soft,Base5_W3_baseline,Base5_W4_asym_hard,Base5_W4_asym_soft,Base5_W4_baseline,Base5_W5_asym_hard,Base5_W5_asym_soft,Base5_W5_baseline,LargeCaps5_W0_asym_hard,LargeCaps5_W0_asym_soft,LargeCaps5_W0_baseline,LargeCaps5_W1_asym_hard,LargeCaps5_W1_asym_soft,LargeCaps5_W1_baseline,LargeCaps5_W2_asym_hard,LargeCaps5_W2_asym_soft,LargeCaps5_W2_baseline,LargeCaps5_W3_asym_hard,LargeCaps5_W3_asym_soft,LargeCaps5_W3_baseline,LargeCaps5_W4_asym_hard,LargeCaps5_W4_asym_soft,LargeCaps5_W4_baseline,LargeCaps5_W5_asym_hard,LargeCaps5_W5_asym_soft,LargeCaps5_W5_baseline,Legacy3_W0_asym_hard,Legacy3_W0_asym_soft,Legacy3_W0_baseline,Legacy3_W1_asym_hard,Legacy3_W1_asym_soft,Legacy3_W1_baseline,Legacy3_W2_asym_hard,Legacy3_W2_asym_soft,Legacy3_W2_baseline,Legacy3_W3_asym_hard,Legacy3_W3_asym_soft,Legacy3_W3_baseline,Legacy3_W4_asym_hard,Legacy3_W4_asym_soft,Legacy3_W4_baseline,Legacy3_W5_asym_hard,Legacy3_W5_asym_soft,Legacy3_W5_baseline,Legacy4_W0_asym_hard,Legacy4_W0_asym_soft,Legacy4_W0_baseline,Legacy4_W1_asym_hard,Legacy4_W1_asym_soft,Legacy4_W1_baseline,Legacy4_W2_asym_hard,Legacy4_W2_asym_soft,Legacy4_W2_baseline,Legacy4_W3_asym_hard,Legacy4_W3_asym_soft,Legacy4_W3_baseline,Legacy4_W4_asym_hard,Legacy4_W4_asym_soft,Legacy4_W4_baseline,Legacy4_W5_asym_hard,Legacy4_W5_asym_soft,Legacy4_W5_baseline,Legacy5BNB_W0_asym_hard,Legacy5BNB_W0_asym_soft,Legacy5BNB_W0_baseline,Legacy5BNB_W1_asym_hard,Legacy5BNB_W1_asym_soft,Legacy5BNB_W1_baseline,Legacy5BNB_W2_asym_hard,Legacy5BNB_W2_asym_soft,Legacy5BNB_W2_baseline,Legacy5BNB_W3_asym_hard,Legacy5BNB_W3_asym_soft,Legacy5BNB_W3_baseline,Legacy5BNB_W4_asym_hard,Legacy5BNB_W4_asym_soft,Legacy5BNB_W4_baseline,Legacy5BNB_W5_asym_hard,Legacy5BNB_W5_asym_soft,Legacy5BNB_W5_baseline,LowVolume5_W0_asym_hard,LowVolume5_W0_asym_soft,LowVolume5_W0_baseline,LowVolume5_W1_asym_hard,LowVolume5_W1_asym_soft,LowVolume5_W1_baseline,LowVolume5_W2_asym_hard,LowVolume5_W2_asym_soft,LowVolume5_W2_baseline,LowVolume5_W3_asym_hard,LowVolume5_W3_asym_soft,LowVolume5_W3_baseline,LowVolume5_W4_asym_hard,LowVolume5_W4_asym_soft,LowVolume5_W4_baseline,LowVolume5_W5_asym_hard,LowVolume5_W5_asym_soft,LowVolume5_W5_baseline,NoDOGE_W0_asym_hard,NoDOGE_W0_asym_soft,NoDOGE_W0_baseline,NoDOGE_W1_asym_hard,NoDOGE_W1_asym_soft,NoDOGE_W1_baseline,NoDOGE_W2_asym_hard,NoDOGE_W2_asym_soft,NoDOGE_W2_baseline,NoDOGE_W3_asym_hard,NoDOGE_W3_asym_soft,NoDOGE_W3_baseline,NoDOGE_W4_asym_hard,NoDOGE_W4_asym_soft,NoDOGE_W4_baseline,NoDOGE_W5_asym_hard,NoDOGE_W5_asym_soft,NoDOGE_W5_baseline,OldGuard4_W0_asym_hard,OldGuard4_W0_asym_soft,OldGuard4_W0_baseline,OldGuard4_W1_asym_hard,OldGuard4_W1_asym_soft,OldGuard4_W1_baseline,OldGuard4_W2_asym_hard,OldGuard4_W2_asym_soft,OldGuard4_W2_baseline,OldGuard4_W3_asym_hard,OldGuard4_W3_asym_soft,OldGuard4_W3_baseline,OldGuard4_W4_asym_hard,OldGuard4_W4_asym_soft,OldGuard4_W4_baseline,OldGuard4_W5_asym_hard,OldGuard4_W5_asym_soft,OldGuard4_W5_baseline,OldGuardNoBNB_W0_asym_hard,OldGuardNoBNB_W0_asym_soft,OldGuardNoBNB_W0_baseline,OldGuardNoBNB_W1_asym_hard,OldGuardNoBNB_W1_asym_soft,OldGuardNoBNB_W1_baseline,OldGuardNoBNB_W2_asym_hard,OldGuardNoBNB_W2_asym_soft,OldGuardNoBNB_W2_baseline,OldGuardNoBNB_W3_asym_hard,OldGuardNoBNB_W3_asym_soft,OldGuardNoBNB_W3_baseline,OldGuardNoBNB_W4_asym_hard,OldGuardNoBNB_W4_asym_soft,OldGuardNoBNB_W4_baseline,OldGuardNoBNB_W5_asym_hard,OldGuardNoBNB_W5_asym_soft,OldGuardNoBNB_W5_baseline
82,2.785395,2.785395,2.785395,0.443411,0.919281,1.052576,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,2.785395,2.785395,2.785395,0.720269,0.802652,0.884648,1.761156,1.761156,1.761156,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.587497,1.587497,1.206516,0.952087,0.952087,1.031883,0.913382,0.913382,0.913382,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.685575,1.042783,1.042783,0.854958,0.896717,0.870558,0.979605,1.122949,1.122949,1.122949,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.729599,0.729599,0.733994,0.966402,0.966402,0.828684,1.136092,1.136092,1.136092,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.884720,0.884720,0.884720,0.738447,0.738447,0.729941,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,2.348835,2.348835,2.348835,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.785395,2.785395,2.785395,0.720269,0.802652,0.884648,1.740783,1.740783,1.740783,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.882868,0.882868,0.919731,0.998403,0.961231,0.913102,0.688059,0.688059,0.680133,0.445996,0.445996,0.483376,1.122949,1.122949,1.122949,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,1.135659,1.093377,1.133516
83,2.785395,2.785395,2.785395,0.472161,0.919281,1.052576,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,2.785395,2.785395,2.785395,0.720269,0.802652,0.884648,1.686990,1.686990,1.686990,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.587497,1.587497,1.206516,0.952087,0.952087,1.031883,0.913382,0.913382,0.913382,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.685575,1.042783,1.042783,0.854958,0.896717,0.870558,0.979605,1.122949,1.122949,1.122949,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.729599,0.729599,0.721194,0.966402,0.966402,1.047398,1.136092,1.136092,1.136092,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.884720,0.884720,0.884720,0.738447,0.738447,0.729941,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,2.348835,2.348835,2.348835,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.785395,2.785395,2.785395,0.720269,0.802652,0.884648,1.740783,1.740783,1.740783,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.882868,0.882868,0.919731,0.998403,0.961231,0.913102,0.676060,0.676060,0.680133,0.445996,0.445996,0.483376,1.122949,1.122949,1.122949,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
84,2.785395,2.785395,2.785395,0.472161,0.919281,1.052576,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,2.785395,2.785395,2.785395,0.720269,0.802652,0.884648,1.686990,1.686990,1.686990,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.587497,1.587497,1.206516,0.952087,0.952087,1.031883,0.893582,0.893582,0.893582,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.685575,1.042783,1.042783,0.840048,0.896717,0.870558,0.979605,1.122949,1.122949,1.122949,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.729599,0.729599,0.721194,1.029062,1.039386,1.047398,1.136092,1.136092,1.136092,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.844047,0.844047,0.844047,0.902897,0.902897,0.729941,0.977154,0.977154,0.977154,1.901650,1.901650,1.702231,2.348835,2.348835,2.348835,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.785395,2.785395,2.785395,0.720269,0.802652,0.884648,1.740783,1.740783,1.740783,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.882868,0.882868,0.919731,0.998403,0.961231,0.913102,0.676060,0.676060,0.668272,0.445996,0.445996,0.483376,1.122949,1.122949,1.122949,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
85,2.785395,2.785395,2.785395,0.472161,0.988707,1.052576,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,2.785395,2.785395,2.785395,0.720269,0.802652,0.884648,1.619119,1.619119,1.619119,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.587497,1.587497,1.206516,0.952087,0.952087,1.031883,1.092861,1.092861,1.092861,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.685575,1.042783,1.042783,0.840048,0.896717,0.870558,0.941581,1.122949,1.122949,1.122949,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.729599,0.729599,0.721194,1.029062,0.999042,1.124183,1.136092,1.136092,1.136092,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.801843,0.801843,0.801843,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.785395,2.785395,2.785395,0.720269,0.802652,0.884648,1.667474,1.667474,1.667474,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.896763,0.896763,0.896763,1.155734,1.155734,1.155734,0.882868,0.882868,0.919731,0.998403,0.961231,0.913102,0.676060,0.676060,0.668272,0.445996,0.445996,0.483376,1.122949,1.122949,1.122949,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
86,3.405924,3.405924,3.405924,0.472161,0.988707,1.052576,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,3.405924,3.405924,3.405924,0.720269,0.802652,0.884648,1.619119,1.619119,1.619119,4.716942,4.716942,4.716942,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.587497,1.587497,1.475303,0.952087,0.952087,1.031883,0.954851,0.954851,0.954851,1.342494,1.342494,1.342494,0.658007,0.658007,0.739856,0.703844,0.677639,0.685575,1.042783,1.042783,0.840048,0.865471,0.840223,0.941581,1.122949,1.122949,1.122949,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.892139,0.892139,0.721194,1.029062,0.999042,1.124183,1.111464,1.111464,1.111464,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.801843,0.801843,0.801843,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,3.405924,3.405924,3.405924,0.720269,0.802652,0.884648,1.667474,1.667474,1.667474,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.896763,0.896763,0.896763,1.342494,1.342494,1.342494,0.882868,0.882868,0.919731,0.930388,0.961231,0.913102,0.676060,0.676060,0.668272,0.445996,0.445996,0.483376,1.122949,1.122949,1.122949,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
87,3.405924,3.405924,3.405924,0.430903,0.988707,1.052576,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,3.405924,3.405924,3.405924,0.720269,0.802652,0.884648,1.619119,1.619119,1.619119,4.716942,4.716942,4.716942,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.587497,1.587497,1.475303,0.952087,0.952087,1.031883,0.914640,0.914640,0.914640,1.283374,1.283374,1.283374,0.664673,0.664673,0.739856,0.703844,0.677639,0.685575,1.042783,1.042783,0.840048,0.865471,0.840223,0.941581,1.122949,1.122949,1.122949,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.892139,0.892139,0.881862,1.029062,0.999042,1.124183,1.359333,1.359333,1.359333,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.834696,0.834696,0.834696,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,3.405924,3.405924,3.405924,0.720269,0.802652,0.884648,1.600389,1.600389,1.600389,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.896763,0.896763,0.896763,1.283374,1.283374,1.283374,0.882868,0.882868,0.919731,0.899492,0.895748,0.913102,0.826672,0.826672,0.668272,0.445996,0.445996,0.483376,1.122949,1.122949,1.122949,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
88,3.405924,3.405924,3.405924,0.430903,0.988707,1.052576,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,3.405924,3.405924,3.405924,0.720269,0.802652,0.884648,1.619119,1.619119,1.619119,4.716942,4.716942,4.716942,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.587497,1.587497,1.475303,0.952087,0.952087,1.031883,0.914640,0.914640,0.914640,1.261123,1.261123,1.261123,0.664673,0.664673,0.735702,0.703844,0.677639,0.685575,1.042783,1.042783,1.027194,0.831252,0.807002,0.941581,1.098606,1.098606,1.098606,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.739174,0.747830,0.892139,0.892139,0.881862,1.029062,0.999042,1.124183,1.187671,1.187671,1.187671,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,3.405924,3.405924,3.405924,0.720269,0.802652,0.884648,1.600389,1.600389,1.600389,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.896763,0.896763,0.896763,1.261123,1.261123,1.261123,0.882868,0.882868,0.919731,0.899492,0.866002,0.913102,0.826672,0.826672,0.817150,0.445996,0.445996,0.483376,1.098606,1.098606,1.098606,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
89,3.405924,3.405924,3.405924,0.430903,0.988707,1.052576,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,3.405924,3.405924,3.405924,0.766971,0.802652,0.884648,1.619119,1.619119,1.619119,4.716942,4.716942,4.716942,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.587497,1.587497,1.475303,0.952087,0.952087,1.031883,0.914640,0.914640,0.914640,1.261123,1.261123,1.261123,0.664673,0.664673,0.735702,0.703844,0.677639,0.685575,1.042783,1.042783,1.027194,0.831252,0.807002,0.941581,1.343608,1.343608,1.343608,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.747830,0.892139,0.892139,0.881862,1.029062,0.999042,1.080547,1.137656,1.137656,1.137656,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,3.405924,3.405924,3.405924,0.766971,0.802652,0.884648,1.600389,1.600389,1.600389,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.896763,0.896763,0.896763,1.261123,1.261123,1.261123,0.882868,0.882868,0.919731,0.899492,0.866002,0.850898,0.826672,0.826672,0.817150,0.445996,0.445996,0.483376,1.343608,1.343608,1.343608,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
90,3.405924,3.405924,3.405924,0.430903,0.988707,1.129740,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,3.405924,3.405924,3.405924,0.766971,0.863269,0.884648,1.619119,1.619119,1.619119,4.377501,4.377501,4.377501,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.587497,1.587497,1.475303,0.952087,0.952087,1.031883,0.914640,0.914640,0.914640,1.261123,1.261123,1.261123,0.664673,0.664673,0.735702,0.703844,0.677639,0.685575,1.042783,1.042783,1.027194,0.831252,0.807002,0.908771,1.173932,1.173932,1.173932,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.747830,0.892139,0.892139,0.881862,0.993204,0.964230,1.080547,1.137656,1.137656,1.137656,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.503468,0.501372,0.475159,3.405924,3.405924,3.405924,0.766971,0.863269,0.884648,1.600389,1.600389,1.600389,3.643312,3.643312,3.643312,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.896763,0.896763,0.896763,1.261123,1.261123,1.261123,0.882868,0.882868,0.919731,0.899492,0.866002,0.822641,0.826672,0.826672,0.817150,0.445996,0.445996,0.483376,1.173932,1.173932,1.173932,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
91,3.405924,3.405924,3.405924,0.410058,0.902312,1.129740,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,3.405924,3.405924,3.405924,0.766971,0.829761,0.884648,1.619119,1.619119,1.619119,4.377501,4.377501,4.377501,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.587497,1.587497,1.475303,0.952087,0.952087,1.031883,0.914640,0.914640,0.914640,1.261123,1.261123,1.261123,0.664673,0.664673,0.735702,0.703844,0.677639,0.685575,1.042783,1.042783,1.027194,0.831252,0.807002,0.908771,1.124495,1.124495,1.124495,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.747830,0.892139,0.892139,0.881862,0.993204,0.964230,1.080547,1.091886,1.091886,1.091886,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.503468,0.484723,0.459380,3.405924,3.405924,3.405924,0.766971,0.829761,0.884648,1.600389,1.600389,1.600389,3.643312,3.643312,3.643312,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,0.916486,0.916486,0.929747,0.622002,0.622002,0.674133,0.877323,0.877323,0.877323,1.261123,1.261123,1.261123,0.882868,0.882868,0.919731,0.899492,0.866002,0.822641,0.826672,0.826672,0.817150,0.445996,0.445996,0.483376,1.124495,1.124495,1.124495,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
92,3.405924,3.405924,3.405924,1.179803,0.902312,1.129740,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,3.405924,3.405924,3.405924,0.766971,0.829761,0.884648,1.619119,1.619119,1.619119,4.377501,4.377501,4.377501,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.587497,1.587497,1.475303,0.952087,0.952087,1.031883,0.885486,0.885486,0.885486,1.261123,1.261123,1.261123,0.664673,0.664673,0.735702,0.703844,0.677639,0.685575,1.016069,1.016069,1.027194,0.831252,0.807002,0.872840,1.124495,1.124495,1.124495,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.685231,0.892139,0.892139,0.881862,0.953936,0.926107,1.080547,1.091886,1.091886,1.091886,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.503468,0.484723,0.459380,3.405924,3.405924,3.405924,0.766971,0.829761,0.884648,1.600389,1.600389,1.600389,3.643312,3.643312,3.643312,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,0.820152,0.820152,0.905928,0.622002,0.622002,0.674133,1.072976,1.072976,1.072976,1.261123,1.261123,1.261123,0.882868,0.882868,0.919731,0.899492,0.866002,0.822641,0.826672,0.826672,0.817150,0.445996,0.445996,0.483376,1.124495,1.124495,1.124495,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
93,3.405924,3.405924,3.405924,1.179803,0.902312,1.129740,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,3.405924,3.405924,3.405924,0.766971,0.829761,0.884648,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.546828,1.546828,1.475303,0.952087,0.952087,1.031883,0.818304,0.818304,0.818304,1.261123,1.261123,1.261123,0.664673,0.664673,0.735702,0.703844,0.677639,0.685575,1.016069,1.016069,1.027194,0.831252,0.807002,0.872840,1.079255,1.079255,1.079255,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.685231,0.892139,0.892139,0.881862,0.953936,0.926107,1.080547,1.038384,1.038384,1.038384,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,0.902897,0.902897,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.591150,0.591150,0.664682,0.503468,0.484723,0.459380,3.405924,3.405924,3.405924,0.766971,0.829761,0.884648,1.600389,1.600389,1.600389,3.643312,3.643312,3.643312,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,1.082826,1.082826,0.810704,0.622002,0.622002,0.674133,0.937477,0.937477,0.937477,1.261123,1.261123,1.261123,0.882868,0.882868,0.919731,0.899492,0.866002,0.822641,0.826672,0.826672,0.817150,0.445996,0.445996,0.483376,1.079255,1.079255,1.079255,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
94,4.255864,4.255864,4.255864,1.179803,0.902312,1.129740,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,4.255864,4.255864,4.255864,0.766971,0.829761,0.884648,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.546828,1.546828,1.475303,0.952087,0.952087,1.031883,0.818304,0.818304,0.818304,1.261123,1.261123,1.261123,0.664673,0.664673,0.735702,0.703844,0.677639,0.685575,1.016069,1.016069,1.027194,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.685231,0.892139,0.892139,0.881862,0.953936,0.926107,1.042895,1.038384,1.038384,1.038384,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,1.047941,1.047941,0.892496,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.597138,0.597138,0.664682,0.503468,0.484723,0.459380,4.255864,4.255864,4.255864,0.766971,0.829761,0.884648,1.600389,1.600389,1.600389,3.643312,3.643312,3.643312,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,1.082826,1.082826,1.070352,0.622002,0.622002,0.674133,0.897997,0.897997,0.897997,1.261123,1.261123,1.261123,0.882868,0.882868,0.919731,0.899492,0.866002,0.822641,0.826672,0.826672,0.817150,0.445996,0.445996,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
95,4.076095,4.076095,4.076095,1.179803,0.858663,1.129740,1.459653,1.459653,1.459653,3.635788,3.635788,3.635788,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,4.076095,4.076095,4.076095,0.740245,0.829761,0.949502,3.094146,3.094146,3.094146,4.377501,4.377501,4.377501,2.196383,2.196383,2.196383,1.305302,1.305302,1.305302,1.546828,1.546828,1.475303,0.952087,0.952087,1.031883,1.697418,1.697418,1.697418,1.261123,1.261123,1.261123,0.664673,0.664673,0.735702,0.703844,0.677639,0.685575,1.016069,1.016069,1.027194,0.831252,0.807002,0.872840,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,0.703491,0.677299,0.685231,0.892139,0.892139,0.881862,0.953936,0.926107,1.042895,2.153934,2.153934,2.153934,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.813392,0.813392,0.813392,1.191361,1.191361,0.913317,0.977154,0.977154,0.977154,1.901650,1.901650,1.886957,2.245677,2.245677,2.245677,0.597138,0.597138,0.660951,0.503468,0.484723,0.459380,4.076095,4.076095,4.076095,0.740245,0.829761,0.949502,3.058353,3.058353,3.058353,3.643312,3.643312,3.643312,2.445762,2.445762,2.445762,1.305302,1.305302,1.305302,1.082826,1.082826,1.070352,0.622002,0.622002,0.674133,0.897997,0.897997,0.897997,1.261123,1.261123,1.261123,0.882868,0.882868,0.919731,0.899492,0.866002,0.822641,0.826672,0.826672,0.817150,0.445996,0.445996,0.483376,2.177748,2.177748,2.177748,2.122156,2.122156,2.122156,1.143786,1.143786,1.266015,1.135659,1.093377,1.038631
