step,Base5_W0_asym_hard,Base5_W0_asym_soft,Base5_W0_baseline,Base5_W1_asym_hard,Base5_W1_asym_soft,Base5_W1_baseline,Base5_W2_asym_hard,Base5_W2_asym_soft,Base5_W2_baseline,Base5_W3_asym_hard,Base5_W3_asym_soft,Base5_W3_baseline,Base5_W4_asym_hard,Base5_W4_asym_soft,Base5_W4_baseline,Base5_W5_asym_hard,Base5_W5_asym_soft,Base5_W5_baseline,LargeCaps5_W0_asym_hard,LargeCaps5_W0_asym_soft,LargeCaps5_W0_baseline,LargeCaps5_W1_asym_hard,LargeCaps5_W1_asym_soft,LargeCaps5_W1_baseline,LargeCaps5_W2_asym_hard,LargeCaps5_W2_asym_soft,LargeCaps5_W2_baseline,LargeCaps5_W3_asym_hard,LargeCaps5_W3_asym_soft,LargeCaps5_W3_baseline,LargeCaps5_W4_asym_hard,LargeCaps5_W4_asym_soft,LargeCaps5_W4_baseline,LargeCaps5_W5_asym_hard,LargeCaps5_W5_asym_soft,LargeCaps5_W5_baseline,Legacy3_W0_asym_hard,Legacy3_W0_asym_soft,Legacy3_W0_baseline,Legacy3_W1_asym_hard,Legacy3_W1_asym_soft,Legacy3_W1_baseline,Legacy3_W2_asym_hard,Legacy3_W2_asym_soft,Legacy3_W2_baseline,Legacy3_W3_asym_hard,Legacy3_W3_asym_soft,Legacy3_W3_baseline,Legacy3_W4_asym_hard,Legacy3_W4_asym_soft,Legacy3_W4_baseline,Legacy3_W5_asym_hard,Legacy3_W5_asym_soft,Legacy3_W5_baseline,Legacy4_W0_asym_hard,Legacy4_W0_asym_soft,Legacy4_W0_baseline,Legacy4_W1_asym_hard,Legacy4_W1_asym_soft,Legacy4_W1_baseline,Legacy4_W2_asym_hard,Legacy4_W2_asym_soft,Legacy4_W2_baseline,Legacy4_W3_asym_hard,Legacy4_W3_asym_soft,Legacy4_W3_baseline,Legacy4_W4_asym_hard,Legacy4_W4_asym_soft,Legacy4_W4_baseline,Legacy4_W5_asym_hard,Legacy4_W5_asym_soft,Legacy4_W5_baseline,Legacy5BNB_W0_asym_hard,Legacy5BNB_W0_asym_soft,Legacy5BNB_W0_baseline,Legacy5BNB_W1_asym_hard,Legacy5BNB_W1_asym_soft,Legacy5BNB_W1_baseline,Legacy5BNB_W2_asym_hard,Legacy5BNB_W2_asym_soft,Legacy5BNB_W2_baseline,Legacy5BNB_W3_asym_hard,Legacy5BNB_W3_asym_soft,Legacy5BNB_W3_baseline,Legacy5BNB_W4_asym_hard,Legacy5BNB_W4_asym_soft,Legacy5BNB_W4_baseline,Legacy5BNB_W5_asym_hard,Legacy5BNB_W5_asym_soft,Legacy5BNB_W5_baseline,LowVolume5_W0_asym_hard,LowVolume5_W0_asym_soft,LowVolume5_W0_baseline,LowVolume5_W1_asym_hard,LowVolume5_W1_asym_soft,LowVolume5_W1_baseline,LowVolume5_W2_asym_hard,LowVolume5_W2_asym_soft,LowVolume5_W2_baseline,LowVolume5_W3_asym_hard,LowVolume5_W3_asym_soft,LowVolume5_W3_baseline,LowVolume5_W4_asym_hard,LowVolume5_W4_asym_soft,LowVolume5_W4_baseline,LowVolume5_W5_asym_hard,LowVolume5_W5_asym_soft,LowVolume5_W5_baseline,NoDOGE_W0_asym_hard,NoDOGE_W0_asym_soft,NoDOGE_W0_baseline,NoDOGE_W1_asym_hard,NoDOGE_W1_asym_soft,NoDOGE_W1_baseline,NoDOGE_W2_asym_hard,NoDOGE_W2_asym_soft,NoDOGE_W2_baseline,NoDOGE_W3_asym_hard,NoDOGE_W3_asym_soft,NoDOGE_W3_baseline,NoDOGE_W4_asym_hard,NoDOGE_W4_asym_soft,NoDOGE_W4_baseline,NoDOGE_W5_asym_hard,NoDOGE_W5_asym_soft,NoDOGE_W5_baseline,OldGuard4_W0_asym_hard,OldGuard4_W0_asym_soft,OldGuard4_W0_baseline,OldGuard4_W1_asym_hard,OldGuard4_W1_asym_soft,OldGuard4_W1_baseline,OldGuard4_W2_asym_hard,OldGuard4_W2_asym_soft,OldGuard4_W2_baseline,OldGuard4_W3_asym_hard,OldGuard4_W3_asym_soft,OldGuard4_W3_baseline,OldGuard4_W4_asym_hard,OldGuard4_W4_asym_soft,OldGuard4_W4_baseline,OldGuard4_W5_asym_hard,OldGuard4_W5_asym_soft,OldGuard4_W5_baseline,OldGuardNoBNB_W0_asym_hard,OldGuardNoBNB_W0_asym_soft,OldGuardNoBNB_W0_baseline,OldGuardNoBNB_W1_asym_hard,OldGuardNoBNB_W1_asym_soft,OldGuardNoBNB_W1_baseline,OldGuardNoBNB_W2_asym_hard,OldGuardNoBNB_W2_asym_soft,OldGuardNoBNB_W2_baseline,OldGuardNoBNB_W3_asym_hard,OldGuardNoBNB_W3_asym_soft,OldGuardNoBNB_W3_baseline,OldGuardNoBNB_W4_asym_hard,OldGuardNoBNB_W4_asym_soft,OldGuardNoBNB_W4_baseline,OldGuardNoBNB_W5_asym_hard,OldGuardNoBNB_W5_asym_soft,OldGuardNoBNB_W5_baseline
68,0.625202,0.625202,0.625202,0.482170,0.999636,1.084693,1.890509,1.890509,1.890509,3.200493,3.200493,3.200493,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.227835,1.227835,1.227835,1.321312,1.321312,1.227930,0.740988,0.740988,0.803091,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.759542,0.731263,0.767348,0.867933,0.867933,0.854958,0.726839,0.726839,0.898074,1.146013,1.146013,1.146013,2.042917,2.042917,2.042917,1.132316,1.132316,1.273163,0.767759,0.739174,0.767417,0.784468,0.784468,0.775431,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.745083,0.745083,0.736500,0.797934,0.797934,0.797934,0.850165,0.850165,0.843597,1.335091,1.335091,1.335091,0.591150,0.591150,0.664682,0.546015,0.525687,0.498202,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,3.200493,3.200493,3.200493,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.953273,0.953273,0.942292,0.779055,0.779055,0.729332,0.923470,0.923470,0.923470,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.872525,0.872525,0.862474,0.502000,0.502000,0.544074,1.146013,1.146013,1.146013,2.042917,2.042917,2.042917,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
69,0.625202,0.625202,0.625202,0.482170,0.999636,1.084693,1.890509,1.890509,1.890509,3.200493,3.200493,3.200493,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.227835,1.227835,1.227835,1.321312,1.321312,1.227930,0.936556,0.936556,0.803091,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.759542,0.731263,0.767348,0.867933,0.867933,0.854958,0.702888,0.702888,0.787757,1.146013,1.146013,1.146013,1.967336,1.967336,1.967336,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.713212,0.713212,0.736500,0.797934,0.797934,0.797934,0.850165,0.850165,0.843597,1.335091,1.335091,1.335091,0.591150,0.591150,0.664682,0.546015,0.525687,0.498202,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,3.200493,3.200493,3.200493,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.825473,0.825473,0.942292,0.799160,0.799160,0.844349,0.923470,0.923470,0.923470,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.872525,0.872525,0.862474,0.581166,0.581166,0.544074,1.146013,1.146013,1.146013,1.967336,1.967336,1.967336,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
70,0.625202,0.625202,0.625202,0.482170,0.999636,1.144582,1.810895,1.810895,1.810895,3.200493,3.200493,3.200493,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.227835,1.227835,1.227835,1.321312,1.321312,1.227930,0.912791,0.912791,1.015051,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.759542,0.731263,0.739827,0.867933,0.867933,0.854958,0.666268,0.666268,0.761799,1.146013,1.146013,1.146013,2.911662,2.911662,2.911662,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.919586,0.919586,0.996659,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.713212,0.713212,0.704996,0.797934,0.797934,0.797934,0.850165,0.850165,0.843597,1.335091,1.335091,1.335091,0.591150,0.591150,0.664682,0.546015,0.525687,0.498202,0.625202,0.625202,0.625202,0.919586,0.919586,0.996659,1.039535,1.039535,1.039535,3.200493,3.200493,3.200493,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.825473,0.825473,0.815964,0.799160,0.799160,0.866139,0.923470,0.923470,0.923470,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.837827,0.837827,0.862474,0.596165,0.596165,0.629875,1.146013,1.146013,1.146013,2.911662,2.911662,2.911662,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
71,0.625202,0.625202,0.625202,0.482170,0.999636,1.144582,1.810895,1.810895,1.810895,3.200493,3.200493,3.200493,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.625202,0.625202,0.625202,0.806626,0.806626,0.996659,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.227835,1.227835,1.227835,1.321312,1.321312,1.227930,0.805492,0.805492,0.989294,0.940585,0.940585,0.940585,1.387011,1.387011,1.387011,0.658007,0.658007,0.739856,0.759542,0.731263,0.739827,0.867933,0.867933,0.854958,0.666268,0.666268,0.722109,1.146013,1.146013,1.146013,2.667313,2.667313,2.667313,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.806626,0.806626,0.996659,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.797519,0.797519,0.704996,0.977154,0.977154,0.977154,0.850165,0.850165,0.843597,1.335091,1.335091,1.335091,0.591150,0.591150,0.664682,0.546015,0.525687,0.498202,0.625202,0.625202,0.625202,0.806626,0.806626,0.996659,1.039535,1.039535,1.039535,3.200493,3.200493,3.200493,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.825473,0.825473,0.815964,0.799160,0.799160,0.866139,0.923470,0.923470,0.923470,1.387011,1.387011,1.387011,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.837827,0.837827,0.828175,0.573024,0.573024,0.646130,1.146013,1.146013,1.146013,2.667313,2.667313,2.667313,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
72,0.625202,0.625202,0.625202,0.443411,0.999636,1.144582,1.738040,1.738040,1.738040,3.093524,3.093524,3.093524,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.625202,0.625202,0.625202,0.806626,0.806626,0.874231,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.227835,1.227835,1.227835,1.321312,1.321312,1.227930,0.805492,0.805492,0.873001,0.940585,0.940585,0.940585,1.312499,1.312499,1.312499,0.658007,0.658007,0.739856,0.759542,0.731263,0.739827,0.867933,0.867933,0.854958,0.666268,0.666268,0.722109,1.146013,1.146013,1.146013,2.667313,2.667313,2.667313,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.806626,0.806626,0.874231,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.797519,0.797519,0.788332,0.977154,0.977154,0.977154,1.715486,1.715486,0.843597,1.335091,1.335091,1.335091,0.591150,0.591150,0.664682,0.546015,0.525687,0.498202,0.625202,0.625202,0.625202,0.806626,0.806626,0.874231,1.039535,1.039535,1.039535,3.099926,3.099926,3.099926,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.825473,0.825473,0.815964,0.799160,0.799160,0.866139,0.923470,0.923470,0.923470,1.312499,1.312499,1.312499,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.837827,0.837827,0.828175,0.573024,0.573024,0.621050,1.146013,1.146013,1.146013,2.667313,2.667313,2.667313,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
73,0.794247,0.794247,0.794247,0.443411,0.999636,1.144582,1.738040,1.738040,1.738040,3.093524,3.093524,3.093524,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.794247,0.794247,0.794247,0.720269,0.802652,0.874231,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.227835,1.227835,1.227835,1.321312,1.321312,1.227930,0.805492,0.805492,0.873001,0.940585,0.940585,0.940585,1.312499,1.312499,1.312499,0.658007,0.658007,0.739856,0.759542,0.731263,0.739827,0.867933,0.867933,0.854958,0.666268,0.666268,0.722109,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.806626,0.806626,0.874231,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.797519,0.797519,0.788332,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,1.335091,1.335091,1.335091,0.591150,0.591150,0.664682,0.546015,0.525687,0.498202,0.794247,0.794247,0.794247,0.720269,0.802652,0.874231,1.039535,1.039535,1.039535,3.099926,3.099926,3.099926,2.205249,2.205249,2.205249,1.227835,1.227835,1.227835,0.825473,0.825473,0.815964,0.799160,0.799160,0.866139,0.923470,0.923470,0.923470,1.312499,1.312499,1.312499,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.837827,0.837827,0.828175,0.573024,0.573024,0.621050,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
74,1.327347,1.327347,1.327347,0.443411,0.919281,1.144582,1.738040,1.738040,1.738040,3.093524,3.093524,3.093524,2.205249,2.205249,2.205249,1.305302,1.305302,1.305302,1.327347,1.327347,1.327347,0.720269,0.802652,0.884648,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.321312,1.321312,1.227930,0.777465,0.777465,0.873001,0.940585,0.940585,0.940585,1.312499,1.312499,1.312499,0.658007,0.658007,0.739856,0.740156,0.731263,0.739827,0.867933,0.867933,0.854958,0.666268,0.666268,0.722109,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.764601,0.764601,0.874231,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.797519,0.797519,0.788332,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,1.335091,1.335091,1.335091,0.591150,0.591150,0.664682,0.546015,0.525687,0.498202,1.327347,1.327347,1.327347,0.720269,0.802652,0.884648,1.039535,1.039535,1.039535,3.099926,3.099926,3.099926,2.205249,2.205249,2.205249,1.305302,1.305302,1.305302,0.782869,0.782869,0.815964,0.799160,0.799160,0.866139,0.923470,0.923470,0.923470,1.312499,1.312499,1.312499,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.837827,0.837827,0.828175,0.573024,0.573024,0.621050,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
75,2.834832,2.834832,2.834832,0.443411,0.919281,1.144582,1.738040,1.738040,1.738040,3.635788,3.635788,3.635788,2.205249,2.205249,2.205249,1.305302,1.305302,1.305302,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.321312,1.321312,1.227930,0.777465,0.777465,0.842626,0.940585,0.940585,0.940585,1.233025,1.233025,1.233025,0.658007,0.658007,0.739856,0.703844,0.712599,0.739827,0.867933,0.867933,0.854958,0.666268,0.666268,0.722109,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.764601,0.764601,0.828684,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.952109,0.952109,0.952109,0.797519,0.797519,0.788332,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,1.550834,1.550834,1.550834,0.591150,0.591150,0.664682,0.520761,0.525687,0.498202,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.039535,1.039535,1.039535,3.643312,3.643312,3.643312,2.205249,2.205249,2.205249,1.305302,1.305302,1.305302,0.782869,0.782869,0.773850,0.799160,0.799160,0.866139,0.923470,0.923470,0.923470,1.233025,1.233025,1.233025,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.837827,0.837827,0.828175,0.573024,0.573024,0.621050,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
76,2.834832,2.834832,2.834832,0.443411,0.919281,1.144582,1.738040,1.738040,1.738040,3.635788,3.635788,3.635788,2.205249,2.205249,2.205249,1.305302,1.305302,1.305302,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.051701,1.051701,1.051701,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.321312,1.321312,1.227930,0.777465,0.777465,0.842626,0.940585,0.940585,0.940585,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.739827,0.867933,0.867933,0.854958,0.666268,0.666268,0.722109,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.764601,0.764601,0.828684,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.917056,0.917056,0.917056,0.797519,0.797519,0.788332,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,1.482539,1.482539,1.482539,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.039535,1.039535,1.039535,3.643312,3.643312,3.643312,2.205249,2.205249,2.205249,1.305302,1.305302,1.305302,0.769216,0.769216,0.773850,0.799160,0.799160,0.866139,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.725504,0.725504,0.828175,0.553057,0.553057,0.621050,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
77,2.834832,2.834832,2.834832,0.443411,0.919281,1.144582,1.738040,1.738040,1.738040,3.635788,3.635788,3.635788,2.205249,2.205249,2.205249,1.305302,1.305302,1.305302,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.667141,1.667141,1.667141,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.321312,1.321312,1.227930,0.777465,0.777465,0.842626,0.940585,0.940585,0.940585,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.739827,0.852797,0.852797,0.854958,0.666268,0.666268,0.722109,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.764601,0.764601,0.828684,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.917056,0.917056,0.917056,0.738447,0.738447,0.788332,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,1.456835,1.456835,1.456835,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.039535,1.039535,1.039535,3.643312,3.643312,3.643312,2.205249,2.205249,2.205249,1.305302,1.305302,1.305302,0.769216,0.769216,0.760355,0.771313,0.771313,0.866139,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.874015,0.874015,0.924924,0.998403,0.961231,0.913102,0.725504,0.725504,0.717146,0.474733,0.474733,0.599409,1.146013,1.146013,1.146013,2.468468,2.468468,2.468468,1.132316,1.132316,1.273163,1.239408,1.193263,1.133516
78,2.834832,2.834832,2.834832,0.443411,0.919281,1.144582,1.738040,1.738040,1.738040,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.582183,1.582183,1.582183,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.298269,1.298269,1.227930,0.777465,0.777465,0.842626,0.913382,0.913382,0.913382,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.720944,0.852797,0.852797,0.854958,0.842116,0.842116,0.722109,1.146013,1.146013,1.146013,2.425670,2.425670,2.425670,1.143786,1.143786,1.273163,0.767759,0.739174,0.747830,0.784468,0.784468,0.775431,0.764601,0.764601,0.828684,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.917056,0.917056,0.917056,0.738447,0.738447,0.729941,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,2.530969,2.530969,2.530969,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.039535,1.039535,1.039535,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.769216,0.769216,0.760355,0.662080,0.662080,0.835958,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.882868,0.882868,0.924924,0.998403,0.961231,0.913102,0.725504,0.725504,0.717146,0.445996,0.445996,0.514522,1.146013,1.146013,1.146013,2.425670,2.425670,2.425670,1.143786,1.143786,1.273163,1.239408,1.193263,1.133516
79,2.834832,2.834832,2.834832,0.443411,0.919281,1.052576,1.738040,1.738040,1.738040,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.860417,1.860417,1.860417,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.298269,1.298269,1.227930,0.777465,0.777465,0.842626,0.913382,0.913382,0.913382,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.685575,0.852797,0.852797,0.854958,0.842116,0.842116,0.912695,1.146013,1.146013,1.146013,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.742548,0.742548,0.775431,0.764601,0.764601,0.828684,1.159426,1.159426,1.159426,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.917056,0.917056,0.917056,0.738447,0.738447,0.729941,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,2.530969,2.530969,2.530969,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.647856,1.647856,1.647856,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.769216,0.769216,0.760355,0.622002,0.622002,0.717571,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.882868,0.882868,0.924924,0.998403,0.961231,0.913102,0.725504,0.725504,0.717146,0.445996,0.445996,0.483376,1.146013,1.146013,1.146013,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,1.239408,1.193263,1.133516
80,2.834832,2.834832,2.834832,0.443411,0.919281,1.052576,1.738040,1.738040,1.738040,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.761156,1.761156,1.761156,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.298269,1.298269,1.227930,0.777465,0.777465,0.842626,0.913382,0.913382,0.913382,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.685575,0.852797,0.852797,0.854958,0.896717,0.905713,0.912695,1.146013,1.146013,1.146013,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.742548,0.742548,0.733994,0.764601,0.764601,0.828684,1.136092,1.136092,1.136092,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.884720,0.884720,0.884720,0.738447,0.738447,0.729941,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,2.530969,2.530969,2.530969,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.563880,1.563880,1.563880,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.760355,0.622002,0.622002,0.674133,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.882868,0.882868,0.924924,0.998403,0.961231,0.913102,0.725504,0.725504,0.717146,0.445996,0.445996,0.483376,1.146013,1.146013,1.146013,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,1.135659,1.193263,1.133516
81,2.834832,2.834832,2.834832,0.443411,0.919281,1.052576,1.675252,1.675252,1.675252,3.635788,3.635788,3.635788,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.761156,1.761156,1.761156,4.983518,4.983518,4.983518,1.893237,1.893237,1.893237,1.305302,1.305302,1.305302,1.298269,1.298269,1.227930,0.952087,0.952087,0.842626,0.913382,0.913382,0.913382,1.155734,1.155734,1.155734,0.658007,0.658007,0.739856,0.703844,0.677639,0.685575,1.042783,1.042783,0.854958,0.896717,0.870558,0.979605,1.146013,1.146013,1.146013,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,0.767759,0.739174,0.747830,0.742548,0.742548,0.733994,0.764601,0.764601,0.828684,1.136092,1.136092,1.136092,3.284328,3.284328,3.284328,1.338501,1.338501,1.338501,0.884720,0.884720,0.884720,0.738447,0.738447,0.729941,0.977154,0.977154,0.977154,1.715486,1.715486,1.702231,2.530969,2.530969,2.530969,0.591150,0.591150,0.664682,0.520761,0.501372,0.475159,2.834832,2.834832,2.834832,0.720269,0.802652,0.884648,1.838895,1.838895,1.838895,3.643312,3.643312,3.643312,2.558354,2.558354,2.558354,1.305302,1.305302,1.305302,0.940582,0.940582,0.929747,0.622002,0.622002,0.674133,0.923470,0.923470,0.923470,1.155734,1.155734,1.155734,0.882868,0.882868,0.924924,0.998403,0.961231,0.913102,0.688059,0.688059,0.717146,0.445996,0.445996,0.483376,1.146013,1.146013,1.146013,2.425670,2.425670,2.425670,1.143786,1.143786,1.266015,1.135659,1.093377,1.133516
