em,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
1.84,LargeCaps5,2,39.3523,9.5617,12.77,8,75.00,true
1.84,LargeCaps5,3,-42.0062,-4.1905,52.48,7,57.14,false
1.84,LargeCaps5,4,-16.1481,0.0000,16.15,1,0.00,false
1.84,LargeCaps5,5,-9.5378,-7.8853,14.77,2,50.00,false
1.84,Legacy3,0,-11.4268,-0.4345,31.76,8,37.50,false
1.84,Legacy3,1,-20.0999,-13.3756,20.10,4,25.00,false
1.84,Legacy3,2,50.6807,17.2239,5.28,6,83.33,true
1.84,Legacy3,3,105.5386,16.0863,18.68,6,83.33,true
1.84,Legacy3,4,-28.3372,-70.9645,28.34,2,0.00,false
1.84,Legacy3,5,-37.6191,-37.6805,37.62,3,0.00,false
1.84,LowVolume5,0,-44.0559,-5.3875,56.90,10,20.00,false
1.84,LowVolume5,1,-60.4531,-18.6406,60.45,6,16.67,false
1.84,LowVolume5,2,63.0123,5.8450,16.38,9,77.78,true
1.84,LowVolume5,3,709.9265,34.8211,0.00,6,100.00,true
1.84,LowVolume5,4,-34.5043,-8.5610,38.03,4,25.00,false
1.84,LowVolume5,5,-48.1259,-39.0436,48.13,4,0.00,false
1.84,OldGuard4,0,26.5346,5.2014,22.81,8,50.00,true
1.84,OldGuard4,1,-55.3400,-25.2999,55.34,4,0.00,false
1.84,OldGuard4,2,51.0018,15.1866,5.28,7,85.71,true
1.84,OldGuard4,3,105.5386,16.0863,18.68,6,83.33,true
1.84,OldGuard4,4,-21.0952,-49.6924,21.10,2,0.00,false
1.84,OldGuard4,5,-48.1259,-39.0436,48.13,4,0.00,false
1.85,Base5,0,109.3028,17.9234,0.00,3,100.00,true
1.85,Base5,1,149.0540,10.0540,31.37,5,40.00,true
1.85,Base5,2,78.6529,14.3100,10.85,8,87.50,true
1.85,Base5,3,-9.0615,0.0619,28.12,6,66.67,false
1.85,Base5,4,-16.1481,0.0000,16.15,1,0.00,false
1.85,Base5,5,-29.1406,-15.9194,33.24,3,33.33,false
1.85,NoDOGE,0,109.3028,17.9234,0.00,3,100.00,true
1.85,NoDOGE,1,-12.1222,-334.5951,12.12,2,0.00,false
1.85,NoDOGE,2,42.9365,11.4549,10.85,7,85.71,true
1.85,NoDOGE,3,7.4968,2.6726,28.12,7,71.43,true
1.85,NoDOGE,4,-16.1481,0.0000,16.15,1,0.00,false
1.85,NoDOGE,5,-9.5378,-7.8853,14.77,2,50.00,false
1.85,Legacy4,0,-3.8348,-0.1475,22.05,6,50.00,false
1.85,Legacy4,1,-19.3185,-103.6541,19.32,3,0.00,false
1.85,Legacy4,2,97.8222,14.5249,10.85,6,83.33,true
1.85,Legacy4,3,-11.1705,-0.3653,28.12,5,60.00,false
1.85,Legacy4,4,-26.5176,-289.0109,26.52,2,0.00,false
1.85,Legacy4,5,-16.5523,-12.2248,16.55,3,33.33,false
1.85,Legacy5BNB,0,-3.8787,-0.1481,22.05,7,42.86,false
1.85,Legacy5BNB,1,-19.3185,-103.6541,19.32,3,0.00,false
1.85,Legacy5BNB,2,97.8222,14.5249,10.85,6,83.33,true
1.85,Legacy5BNB,3,-43.3512,-4.9224,52.48,6,50.00,false
1.85,Legacy5BNB,4,-16.1481,0.0000,16.15,1,0.00,false
1.85,Legacy5BNB,5,-37.0965,-11.1218,37.10,4,25.00,false
1.85,OldGuardNoBNB,0,3.2814,1.7401,22.81,8,50.00,true
1.85,OldGuardNoBNB,1,-58.5449,-22.2673,58.54,5,0.00,false
1.85,OldGuardNoBNB,2,97.8222,14.5249,10.85,6,83.33,true
1.85,OldGuardNoBNB,3,-11.1705,-0.3653,28.12,5,60.00,false
1.85,OldGuardNoBNB,4,-26.5176,-289.0109,26.52,2,0.00,false
1.85,OldGuardNoBNB,5,-30.6073,-18.1752,30.61,4,25.00,false
1.85,LargeCaps5,0,109.2072,14.0426,0.05,4,75.00,true
1.85,LargeCaps5,1,-12.1222,-334.5951,12.12,2,0.00,false
1.85,LargeCaps5,2,42.9365,11.4549,10.85,7,85.71,true
1.85,LargeCaps5,3,-42.0062,-4.1905,52.48,7,57.14,false
1.85,LargeCaps5,4,-16.1481,0.0000,16.15,1,0.00,false
1.85,LargeCaps5,5,-9.5378,-7.8853,14.77,2,50.00,false
1.85,Legacy3,0,-11.4268,-0.4345,31.76,8,37.50,false
1.85,Legacy3,1,-20.0999,-13.3756,20.10,4,25.00,false
1.85,Legacy3,2,50.6807,17.2239,5.28,6,83.33,true
1.85,Legacy3,3,105.5386,16.0863,18.68,6,83.33,true
1.85,Legacy3,4,-28.3372,-70.9645,28.34,2,0.00,false
1.85,Legacy3,5,-37.6191,-37.6805,37.62,3,0.00,false
1.85,LowVolume5,0,-44.0559,-5.3875,56.90,10,20.00,false
1.85,LowVolume5,1,-60.4531,-18.6406,60.45,6,16.67,false
1.85,LowVolume5,2,63.0123,5.8450,16.38,9,77.78,true
1.85,LowVolume5,3,709.9265,34.8211,0.00,6,100.00,true
1.85,LowVolume5,4,-16.6087,-11.6861,21.10,3,33.33,false
1.85,LowVolume5,5,-48.1259,-39.0436,48.13,4,0.00,false
1.85,OldGuard4,0,26.5346,5.2014,22.81,8,50.00,true
1.85,OldGuard4,1,-55.3400,-25.2999,55.34,4,0.00,false
1.85,OldGuard4,2,51.0018,15.1866,5.28,7,85.71,true
1.85,OldGuard4,3,105.5386,16.0863,18.68,6,83.33,true
1.85,OldGuard4,4,-21.0952,-49.6924,21.10,2,0.00,false
1.85,OldGuard4,5,-48.1259,-39.0436,48.13,4,0.00,false
1.86,Base5,0,109.3028,17.9234,0.00,3,100.00,true
1.86,Base5,1,149.0540,10.0540,31.37,5,40.00,true
1.86,Base5,2,78.6529,14.3100,10.85,8,87.50,true
1.86,Base5,3,-9.0615,0.0619,28.12,6,66.67,false
1.86,Base5,4,-16.1481,0.0000,16.15,1,0.00,false
1.86,Base5,5,-29.1406,-15.9194,33.24,3,33.33,false
1.86,NoDOGE,0,109.3028,17.9234,0.00,3,100.00,true
1.86,NoDOGE,1,-12.1222,-334.5951,12.12,2,0.00,false
1.86,NoDOGE,2,42.9365,11.4549,10.85,7,85.71,true
1.86,NoDOGE,3,7.4968,2.6726,28.12,7,71.43,true
1.86,NoDOGE,4,-16.1481,0.0000,16.15,1,0.00,false
1.86,NoDOGE,5,-9.5378,-7.8853,14.77,2,50.00,false
1.86,Legacy4,0,-3.8348,-0.1475,22.05,6,50.00,false
1.86,Legacy4,1,-19.3185,-103.6541,19.32,3,0.00,false
1.86,Legacy4,2,97.8222,14.5249,10.85,6,83.33,true
1.86,Legacy4,3,-11.1705,-0.3653,28.12,5,60.00,false
1.86,Legacy4,4,-26.5176,-289.0109,26.52,2,0.00,false
1.86,Legacy4,5,-16.5523,-12.2248,16.55,3,33.33,false
1.86,Legacy5BNB,0,-3.8787,-0.1481,22.05,7,42.86,false
1.86,Legacy5BNB,1,-19.3185,-103.6541,19.32,3,0.00,false
1.86,Legacy5BNB,2,97.8222,14.5249,10.85,6,83.33,true
1.86,Legacy5BNB,3,-43.3512,-4.9224,52.48,6,50.00,false
1.86,Legacy5BNB,4,-16.1481,0.0000,16.15,1,0.00,false
1.86,Legacy5BNB,5,-37.0965,-11.1218,37.10,4,25.00,false
1.86,OldGuardNoBNB,0,-25.3516,-5.6807,37.40,7,28.57,false
1.86,OldGuardNoBNB,1,-58.5449,-22.2673,58.54,5,0.00,false
1.86,OldGuardNoBNB,2,97.8222,14.5249,10.85,6,83.33,true
1.86,OldGuardNoBNB,3,-11.1705,-0.3653,28.12,5,60.00,false
1.86,OldGuardNoBNB,4,-26.5176,-289.0109,26.52,2,0.00,false
1.86,OldGuardNoBNB,5,-30.6073,-18.1752,30.61,4,25.00,false
1.86,LargeCaps5,0,109.2072,14.0426,0.05,4,75.00,true
1.86,LargeCaps5,1,-12.1222,-334.5951,12.12,2,0.00,false
1.86,LargeCaps5,2,42.9365,11.4549,10.85,7,85.71,true
1.86,LargeCaps5,3,-42.0062,-4.1905,52.48,7,57.14,false
1.86,LargeCaps5,4,-16.1481,0.0000,16.15,1,0.00,false
1.86,LargeCaps5,5,-9.5378,-7.8853,14.77,2,50.00,false
1.86,Legacy3,0,-11.4268,-0.4345,31.76,8,37.50,false
1.86,Legacy3,1,-20.0999,-13.3756,20.10,4,25.00,false
1.86,Legacy3,2,50.6807,17.2239,5.28,6,83.33,true
1.86,Legacy3,3,105.5386,16.0863,18.68,6,83.33,true
1.86,Legacy3,4,-28.3372,-70.9645,28.34,2,0.00,false
1.86,Legacy3,5,-23.2973,-32.8580,23.30,2,0.00,false
1.86,LowVolume5,0,-58.1697,-9.7583,67.77,10,10.00,false
1.86,LowVolume5,1,-60.4531,-18.6406,60.45,6,16.67,false
1.86,LowVolume5,2,63.0123,5.8450,16.38,9,77.78,true
1.86,LowVolume5,3,709.9265,34.8211,0.00,6,100.00,true
1.86,LowVolume5,4,-16.6087,-11.6861,21.10,3,33.33,false
1.86,LowVolume5,5,-36.2163,-40.7033,36.22,3,0.00,false
1.86,OldGuard4,0,-8.5450,-0.0464,37.40,7,28.57,false
1.86,OldGuard4,1,-55.3400,-25.2999,55.34,4,0.00,false
1.86,OldGuard4,2,51.0018,15.1866,5.28,7,85.71,true
1.86,OldGuard4,3,105.5386,16.0863,18.68,6,83.33,true
1.86,OldGuard4,4,-21.0952,-49.6924,21.10,2,0.00,false
1.86,OldGuard4,5,-36.2163,-40.7033,36.22,3,0.00,false
1.87,Base5,0,109.3028,17.9234,0.00,3,100.00,true
1.87,Base5,1,149.0540,10.0540,31.37,5,40.00,true
1.87,Base5,2,78.6529,14.3100,10.85,8,87.50,true
1.87,Base5,3,-9.0615,0.0619,28.12,6,66.67,false
1.87,Base5,4,-16.1481,0.0000,16.15,1,0.00,false
1.87,Base5,5,-16.8599,-10.4057,21.67,2,50.00,false
1.87,NoDOGE,0,109.3028,17.9234,0.00,3,100.00,true
1.87,NoDOGE,1,-12.1222,-334.5951,12.12,2,0.00,false
1.87,NoDOGE,2,42.9365,11.4549,10.85,7,85.71,true
1.87,NoDOGE,3,7.4968,2.6726,28.12,7,71.43,true
1.87,NoDOGE,4,-16.1481,0.0000,16.15,1,0.00,false
1.87,NoDOGE,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.87,Legacy4,0,-3.8348,-0.1475,22.05,6,50.00,false
1.87,Legacy4,1,-19.3185,-103.6541,19.32,3,0.00,false
1.87,Legacy4,2,97.8222,14.5249,10.85,6,83.33,true
1.87,Legacy4,3,-11.1705,-0.3653,28.12,5,60.00,false
1.87,Legacy4,4,-26.5176,-289.0109,26.52,2,0.00,false
1.87,Legacy4,5,-2.0899,-2.1603,7.75,2,50.00,false
1.87,Legacy5BNB,0,-13.4834,-2.6934,27.45,7,42.86,false
1.87,Legacy5BNB,1,-19.3185,-103.6541,19.32,3,0.00,false
1.87,Legacy5BNB,2,97.8222,14.5249,10.85,6,83.33,true
1.87,Legacy5BNB,3,-43.3512,-4.9224,52.48,6,50.00,false
1.87,Legacy5BNB,4,-16.1481,0.0000,16.15,1,0.00,false
1.87,Legacy5BNB,5,-26.1946,-8.6648,26.19,3,33.33,false
1.87,OldGuardNoBNB,0,-25.3516,-5.6807,37.40,7,28.57,false
1.87,OldGuardNoBNB,1,-58.5449,-22.2673,58.54,5,0.00,false
1.87,OldGuardNoBNB,2,97.8222,14.5249,10.85,6,83.33,true
1.87,OldGuardNoBNB,3,-11.1705,-0.3653,28.12,5,60.00,false
1.87,OldGuardNoBNB,4,-26.5176,-289.0109,26.52,2,0.00,false
1.87,OldGuardNoBNB,5,-18.5808,-12.7603,23.29,3,33.33,false
1.87,LargeCaps5,0,88.3026,11.9910,10.03,4,75.00,true
1.87,LargeCaps5,1,-12.1222,-334.5951,12.12,2,0.00,false
1.87,LargeCaps5,2,42.9365,11.4549,10.85,7,85.71,true
1.87,LargeCaps5,3,-42.0062,-4.1905,52.48,7,57.14,false
1.87,LargeCaps5,4,-16.1481,0.0000,16.15,1,0.00,false
1.87,LargeCaps5,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.87,Legacy3,0,-11.4268,-0.4345,31.76,8,37.50,false
1.87,Legacy3,1,-20.0999,-13.3756,20.10,4,25.00,false
1.87,Legacy3,2,50.6807,17.2239,5.28,6,83.33,true
1.87,Legacy3,3,105.5386,16.0863,18.68,6,83.33,true
1.87,Legacy3,4,-28.3372,-70.9645,28.34,2,0.00,false
1.87,Legacy3,5,-23.2973,-32.8580,23.30,2,0.00,false
1.87,LowVolume5,0,-58.1697,-9.7583,67.77,10,10.00,false
1.87,LowVolume5,1,-60.4531,-18.6406,60.45,6,16.67,false
1.87,LowVolume5,2,63.0123,5.8450,16.38,9,77.78,true
1.87,LowVolume5,3,709.9265,34.8211,0.00,6,100.00,true
1.87,LowVolume5,4,-16.6087,-11.6861,21.10,3,33.33,false
1.87,LowVolume5,5,-36.2163,-40.7033,36.22,3,0.00,false
1.87,OldGuard4,0,-8.5450,-0.0464,37.40,7,28.57,false
1.87,OldGuard4,1,-55.3400,-25.2999,55.34,4,0.00,false
1.87,OldGuard4,2,51.0018,15.1866,5.28,7,85.71,true
1.87,OldGuard4,3,105.5386,16.0863,18.68,6,83.33,true
1.87,OldGuard4,4,-21.0952,-49.6924,21.10,2,0.00,false
1.87,OldGuard4,5,-36.2163,-40.7033,36.22,3,0.00,false
1.88,Base5,0,109.3028,17.9234,0.00,3,100.00,true
1.88,Base5,1,149.0540,10.0540,31.37,5,40.00,true
1.88,Base5,2,78.6529,14.3100,10.85,8,87.50,true
1.88,Base5,3,-0.0412,1.7820,28.12,6,66.67,false
1.88,Base5,4,-16.1481,0.0000,16.15,1,0.00,false
1.88,Base5,5,-16.8599,-10.4057,21.67,2,50.00,false
1.88,NoDOGE,0,109.3028,17.9234,0.00,3,100.00,true
1.88,NoDOGE,1,-12.1222,-334.5951,12.12,2,0.00,false
1.88,NoDOGE,2,42.9365,11.4549,10.85,7,85.71,true
1.88,NoDOGE,3,18.1595,4.0385,28.12,7,71.43,true
1.88,NoDOGE,4,-16.1481,0.0000,16.15,1,0.00,false
1.88,NoDOGE,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.88,Legacy4,0,-3.8348,-0.1475,22.05,6,50.00,false
1.88,Legacy4,1,-19.3185,-103.6541,19.32,3,0.00,false
1.88,Legacy4,2,97.8222,14.5249,10.85,6,83.33,true
1.88,Legacy4,3,-2.3594,1.5704,28.12,5,60.00,false
1.88,Legacy4,4,-26.5176,-289.0109,26.52,2,0.00,false
1.88,Legacy4,5,-2.0899,-2.1603,7.75,2,50.00,false
1.88,Legacy5BNB,0,-13.4834,-2.6934,27.45,7,42.86,false
1.88,Legacy5BNB,1,-19.3185,-103.6541,19.32,3,0.00,false
1.88,Legacy5BNB,2,97.8222,14.5249,10.85,6,83.33,true
1.88,Legacy5BNB,3,-37.7321,-3.2335,52.48,6,50.00,false
1.88,Legacy5BNB,4,-16.1481,0.0000,16.15,1,0.00,false
1.88,Legacy5BNB,5,-26.1946,-8.6648,26.19,3,33.33,false
1.88,OldGuardNoBNB,0,-25.3516,-5.6807,37.40,7,28.57,false
1.88,OldGuardNoBNB,1,-58.5449,-22.2673,58.54,5,0.00,false
1.88,OldGuardNoBNB,2,97.8222,14.5249,10.85,6,83.33,true
1.88,OldGuardNoBNB,3,-2.3594,1.5704,28.12,5,60.00,false
1.88,OldGuardNoBNB,4,-26.5176,-289.0109,26.52,2,0.00,false
1.88,OldGuardNoBNB,5,-18.5808,-12.7603,23.29,3,33.33,false
1.88,LargeCaps5,0,88.3026,11.9910,10.03,4,75.00,true
1.88,LargeCaps5,1,-12.1222,-334.5951,12.12,2,0.00,false
1.88,LargeCaps5,2,42.9365,11.4549,10.85,7,85.71,true
1.88,LargeCaps5,3,-36.2537,-2.6866,52.48,7,57.14,false
1.88,LargeCaps5,4,-16.1481,0.0000,16.15,1,0.00,false
1.88,LargeCaps5,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.88,Legacy3,0,-11.4268,-0.4345,31.76,8,37.50,false
1.88,Legacy3,1,-20.0999,-13.3756,20.10,4,25.00,false
1.88,Legacy3,2,50.6807,17.2239,5.28,6,83.33,true
1.88,Legacy3,3,240.2853,36.1280,0.00,5,100.00,true
1.88,Legacy3,4,-28.3372,-70.9645,28.34,2,0.00,false
1.88,Legacy3,5,-23.2973,-32.8580,23.30,2,0.00,false
1.88,LowVolume5,0,-58.1697,-9.7583,67.77,10,10.00,false
1.88,LowVolume5,1,-60.4531,-18.6406,60.45,6,16.67,false
1.88,LowVolume5,2,63.0123,5.8450,16.38,9,77.78,true
1.88,LowVolume5,3,709.9265,34.8211,0.00,6,100.00,true
1.88,LowVolume5,4,-16.6087,-11.6861,21.10,3,33.33,false
1.88,LowVolume5,5,-36.2163,-40.7033,36.22,3,0.00,false
1.88,OldGuard4,0,-8.5450,-0.0464,37.40,7,28.57,false
1.88,OldGuard4,1,-55.3400,-25.2999,55.34,4,0.00,false
1.88,OldGuard4,2,51.0018,15.1866,5.28,7,85.71,true
1.88,OldGuard4,3,240.2853,36.1280,0.00,5,100.00,true
1.88,OldGuard4,4,-21.0952,-49.6924,21.10,2,0.00,false
1.88,OldGuard4,5,-36.2163,-40.7033,36.22,3,0.00,false
1.89,Base5,0,109.3028,17.9234,0.00,3,100.00,true
1.89,Base5,1,262.9191,14.2291,16.09,4,50.00,true
1.89,Base5,2,78.6529,14.3100,10.85,8,87.50,true
1.89,Base5,3,-0.0412,1.7820,28.12,6,66.67,false
1.89,Base5,4,-16.1481,0.0000,16.15,1,0.00,false
1.89,Base5,5,-16.8599,-10.4057,21.67,2,50.00,false
1.89,NoDOGE,0,109.3028,17.9234,0.00,3,100.00,true
1.89,NoDOGE,1,-12.1222,-334.5951,12.12,2,0.00,false
1.89,NoDOGE,2,42.9365,11.4549,10.85,7,85.71,true
1.89,NoDOGE,3,18.1595,4.0385,28.12,7,71.43,true
1.89,NoDOGE,4,-16.1481,0.0000,16.15,1,0.00,false
1.89,NoDOGE,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.89,Legacy4,0,-3.8348,-0.1475,22.05,6,50.00,false
1.89,Legacy4,1,-19.3185,-103.6541,19.32,3,0.00,false
1.89,Legacy4,2,97.8222,14.5249,10.85,6,83.33,true
1.89,Legacy4,3,-2.3594,1.5704,28.12,5,60.00,false
1.89,Legacy4,4,-26.5176,-289.0109,26.52,2,0.00,false
1.89,Legacy4,5,-2.0899,-2.1603,7.75,2,50.00,false
1.89,Legacy5BNB,0,-13.4834,-2.6934,27.45,7,42.86,false
1.89,Legacy5BNB,1,-19.3185,-103.6541,19.32,3,0.00,false
1.89,Legacy5BNB,2,97.8222,14.5249,10.85,6,83.33,true
1.89,Legacy5BNB,3,-37.7321,-3.2335,52.48,6,50.00,false
1.89,Legacy5BNB,4,-16.1481,0.0000,16.15,1,0.00,false
1.89,Legacy5BNB,5,-26.1946,-8.6648,26.19,3,33.33,false
1.89,OldGuardNoBNB,0,-25.3516,-5.6807,37.40,7,28.57,false
1.89,OldGuardNoBNB,1,-58.5449,-22.2673,58.54,5,0.00,false
1.89,OldGuardNoBNB,2,97.8222,14.5249,10.85,6,83.33,true
1.89,OldGuardNoBNB,3,-2.3594,1.5704,28.12,5,60.00,false
1.89,OldGuardNoBNB,4,-26.5176,-289.0109,26.52,2,0.00,false
1.89,OldGuardNoBNB,5,-18.5808,-12.7603,23.29,3,33.33,false
1.89,LargeCaps5,0,88.3026,11.9910,10.03,4,75.00,true
1.89,LargeCaps5,1,-12.1222,-334.5951,12.12,2,0.00,false
1.89,LargeCaps5,2,42.9365,11.4549,10.85,7,85.71,true
1.89,LargeCaps5,3,-36.2537,-2.6866,52.48,7,57.14,false
1.89,LargeCaps5,4,-16.1481,0.0000,16.15,1,0.00,false
1.89,LargeCaps5,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.89,Legacy3,0,-11.4268,-0.4345,31.76,8,37.50,false
1.89,Legacy3,1,-20.0999,-13.3756,20.10,4,25.00,false
1.89,Legacy3,2,50.6807,17.2239,5.28,6,83.33,true
1.89,Legacy3,3,240.2853,36.1280,0.00,5,100.00,true
1.89,Legacy3,4,-28.3372,-70.9645,28.34,2,0.00,false
1.89,Legacy3,5,-23.2973,-32.8580,23.30,2,0.00,false
1.89,LowVolume5,0,-58.1697,-9.7583,67.77,10,10.00,false
1.89,LowVolume5,1,-60.4531,-18.6406,60.45,6,16.67,false
1.89,LowVolume5,2,63.0123,5.8450,16.38,9,77.78,true
1.89,LowVolume5,3,709.9265,34.8211,0.00,6,100.00,true
1.89,LowVolume5,4,-16.6087,-11.6861,21.10,3,33.33,false
1.89,LowVolume5,5,-36.2163,-40.7033,36.22,3,0.00,false
1.89,OldGuard4,0,-8.5450,-0.0464,37.40,7,28.57,false
1.89,OldGuard4,1,-55.3400,-25.2999,55.34,4,0.00,false
1.89,OldGuard4,2,51.0018,15.1866,5.28,7,85.71,true
1.89,OldGuard4,3,240.2853,36.1280,0.00,5,100.00,true
1.89,OldGuard4,4,-21.0952,-49.6924,21.10,2,0.00,false
1.89,OldGuard4,5,-36.2163,-40.7033,36.22,3,0.00,false
1.90,Base5,0,109.3028,17.9234,0.00,3,100.00,true
1.90,Base5,1,262.9191,14.2291,16.09,4,50.00,true
1.90,Base5,2,78.6529,14.3100,10.85,8,87.50,true
1.90,Base5,3,-0.0412,1.7820,28.12,6,66.67,false
1.90,Base5,4,-16.1481,0.0000,16.15,1,0.00,false
1.90,Base5,5,-16.8599,-10.4057,21.67,2,50.00,false
1.90,NoDOGE,0,109.3028,17.9234,0.00,3,100.00,true
1.90,NoDOGE,1,-12.1222,-334.5951,12.12,2,0.00,false
1.90,NoDOGE,2,42.9365,11.4549,10.85,7,85.71,true
1.90,NoDOGE,3,18.1595,4.0385,28.12,7,71.43,true
1.90,NoDOGE,4,-16.1481,0.0000,16.15,1,0.00,false
1.90,NoDOGE,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.90,Legacy4,0,-3.8348,-0.1475,22.05,6,50.00,false
1.90,Legacy4,1,-19.3185,-103.6541,19.32,3,0.00,false
1.90,Legacy4,2,97.8222,14.5249,10.85,6,83.33,true
1.90,Legacy4,3,-2.3594,1.5704,28.12,5,60.00,false
1.90,Legacy4,4,-26.5176,-289.0109,26.52,2,0.00,false
1.90,Legacy4,5,-2.0899,-2.1603,7.75,2,50.00,false
1.90,Legacy5BNB,0,-13.4834,-2.6934,27.45,7,42.86,false
1.90,Legacy5BNB,1,-19.3185,-103.6541,19.32,3,0.00,false
1.90,Legacy5BNB,2,97.8222,14.5249,10.85,6,83.33,true
1.90,Legacy5BNB,3,-37.7321,-3.2335,52.48,6,50.00,false
1.90,Legacy5BNB,4,-16.1481,0.0000,16.15,1,0.00,false
1.90,Legacy5BNB,5,-26.1946,-8.6648,26.19,3,33.33,false
1.90,OldGuardNoBNB,0,-25.3516,-5.6807,37.40,7,28.57,false
1.90,OldGuardNoBNB,1,-58.5449,-22.2673,58.54,5,0.00,false
1.90,OldGuardNoBNB,2,97.8222,14.5249,10.85,6,83.33,true
1.90,OldGuardNoBNB,3,-2.3594,1.5704,28.12,5,60.00,false
1.90,OldGuardNoBNB,4,-26.5176,-289.0109,26.52,2,0.00,false
1.90,OldGuardNoBNB,5,-18.5808,-12.7603,23.29,3,33.33,false
1.90,LargeCaps5,0,88.3026,11.9910,10.03,4,75.00,true
1.90,LargeCaps5,1,-12.1222,-334.5951,12.12,2,0.00,false
1.90,LargeCaps5,2,42.9365,11.4549,10.85,7,85.71,true
1.90,LargeCaps5,3,-36.2537,-2.6866,52.48,7,57.14,false
1.90,LargeCaps5,4,-16.1481,0.0000,16.15,1,0.00,false
1.90,LargeCaps5,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.90,Legacy3,0,-11.4268,-0.4345,31.76,8,37.50,false
1.90,Legacy3,1,-20.0999,-13.3756,20.10,4,25.00,false
1.90,Legacy3,2,50.6807,17.2239,5.28,6,83.33,true
1.90,Legacy3,3,240.2853,36.1280,0.00,5,100.00,true
1.90,Legacy3,4,-28.3372,-70.9645,28.34,2,0.00,false
1.90,Legacy3,5,-30.8223,-19.3529,30.82,2,0.00,false
1.90,LowVolume5,0,-58.1697,-9.7583,67.77,10,10.00,false
1.90,LowVolume5,1,-60.4531,-18.6406,60.45,6,16.67,false
1.90,LowVolume5,2,44.2633,4.5647,16.38,9,66.67,true
1.90,LowVolume5,3,709.9265,34.8211,0.00,6,100.00,true
1.90,LowVolume5,4,-16.6087,-11.6861,21.10,3,33.33,false
1.90,LowVolume5,5,-42.4739,-20.1774,42.47,3,0.00,false
1.90,OldGuard4,0,-8.5450,-0.0464,37.40,7,28.57,false
1.90,OldGuard4,1,-55.3400,-25.2999,55.34,4,0.00,false
1.90,OldGuard4,2,51.0018,15.1866,5.28,7,85.71,true
1.90,OldGuard4,3,240.2853,36.1280,0.00,5,100.00,true
1.90,OldGuard4,4,-21.0952,-49.6924,21.10,2,0.00,false
1.90,OldGuard4,5,-42.4739,-20.1774,42.47,3,0.00,false
1.91,Base5,0,109.3028,17.9234,0.00,3,100.00,true
1.91,Base5,1,262.9191,14.2291,16.09,4,50.00,true
1.91,Base5,2,78.6529,14.3100,10.85,8,87.50,true
1.91,Base5,3,-0.0412,1.7820,28.12,6,66.67,false
1.91,Base5,4,-16.1481,0.0000,16.15,1,0.00,false
1.91,Base5,5,-16.8599,-10.4057,21.67,2,50.00,false
1.91,NoDOGE,0,109.3028,17.9234,0.00,3,100.00,true
1.91,NoDOGE,1,-12.1222,-334.5951,12.12,2,0.00,false
1.91,NoDOGE,2,42.9365,11.4549,10.85,7,85.71,true
1.91,NoDOGE,3,18.1595,4.0385,28.12,7,71.43,true
1.91,NoDOGE,4,-16.1481,0.0000,16.15,1,0.00,false
1.91,NoDOGE,5,6.1403,112707245509630832.0000,0.00,1,100.00,false
1.91,Legacy4,0,-3.8348,-0.1475,22.05,6,50.00,false
1.91,Legacy4,1,-19.3185,-103.6541,19.32,3,0.00,false
1.91,Legacy4,2,97.8222,14.5249,10.85,6,83.33,true
1.91,Legacy4,3,-2.3594,1.5704,28.12,5,60.00,false
1.91,Legacy4,4,-26.5176,-289.0109,26.52,2,0.00,false
1.91,Legacy4,5,-2.0899,-2.1603,7.75,2,50.00,false
1.91,Legacy5BNB,0,-13.4834,-2.6934,27.45,7,42.86,false
1.91,Legacy5BNB,1,-19.3185,-103.6541,19.32,3,0.00,false
1.91,Legacy5BNB,2,97.8222,14.5249,10.85,6,83.33,true
1.91,Legacy5BNB,3,-26.4239,-1.5453,43.85,5,60.00,false
1.91,Legacy5BNB,4,-16.1481,0.0000,16.15,1,0.00,false
1.91,Legacy5BNB,5,-26.1946,-8.6648,26.19,3,33.33,false
1.91,OldGuardNoBNB,0,-25.3516,-5.6807,37.40,7,28.57,false
1.91,OldGuardNoBNB,1,-58.5449,-22.2673,58.54,5,0.00,false
1.91,OldGuardNoBNB,2,97.8222,14.5249,10.85,6,83.33,true
1.91,OldGuardNoBNB,3,-2.3594,1.5704,28.12,5,60.00,false
1.91,OldGuardNoBNB,4,-26.5176,-289.0109,26.52,2,0.00,false
1.91,OldGuardNoBNB,5,-18.5808,-12.7603,23.29,3,33.33,false
1.91,LargeCaps5,0,88.3026,11.9910,10.03,4,75.00,true
1.91,LargeCaps5,1,-12.1222,-334.5951,12.12,2,0.00,false
1.91,LargeCaps5,2,42.9365,11.4549,10.85,7,85.71,true
1.91,LargeCaps5,3,-24.6771,-1.0961,43.85,6,66.67,false
1.91,LargeCaps5,4,-16.1481,0.0000,16.15,1,0.00,false
