em,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
0.30,OldGuard4,1,-39.0504,-4.1881,46.56,12,33.33,false
0.30,OldGuard4,2,46.5365,3.5278,25.05,13,38.46,true
0.30,OldGuard4,3,133.0986,7.5937,38.72,13,61.54,true
0.30,OldGuard4,4,-60.5535,-7.8118,60.55,12,16.67,false
0.30,OldGuard4,5,-25.8791,-0.6352,53.99,15,40.00,false
0.31,Base5,0,171.1869,7.5645,58.45,14,57.14,true
0.31,Base5,1,805.1392,7.1958,11.73,11,63.64,true
0.31,Base5,2,235.6426,8.2654,25.05,12,83.33,true
0.31,Base5,3,34.3039,3.7797,47.43,15,53.33,true
0.31,Base5,4,168.4930,16.0259,9.34,11,72.73,true
0.31,Base5,5,-9.2711,0.0482,30.19,11,27.27,false
0.31,NoDOGE,0,171.1869,7.5645,58.45,14,57.14,true
0.31,NoDOGE,1,0.3064,0.9032,24.15,8,50.00,true
0.31,NoDOGE,2,264.2343,7.6916,25.05,13,69.23,true
0.31,NoDOGE,3,106.0708,6.7952,36.71,14,64.29,true
0.31,NoDOGE,4,168.4930,16.0259,9.34,11,72.73,true
0.31,NoDOGE,5,-15.5796,-0.7009,33.58,11,27.27,false
0.31,Legacy4,0,42.1911,5.0124,20.65,13,53.85,true
0.31,Legacy4,1,-3.3332,1.1032,36.22,12,41.67,false
0.31,Legacy4,2,186.4537,7.0089,25.05,11,72.73,true
0.31,Legacy4,3,90.4270,6.7382,27.27,14,50.00,true
0.31,Legacy4,4,27.1642,4.4728,19.85,11,54.55,true
0.31,Legacy4,5,-2.2412,1.1672,27.89,10,30.00,false
0.31,Legacy5BNB,0,119.3712,9.2207,20.65,13,61.54,true
0.31,Legacy5BNB,1,-3.3300,1.1729,28.92,10,30.00,false
0.31,Legacy5BNB,2,-1.5604,0.6310,30.66,12,58.33,false
0.31,Legacy5BNB,3,120.5437,8.7774,20.55,13,53.85,true
0.31,Legacy5BNB,4,99.2030,16.6405,8.11,8,75.00,true
0.31,Legacy5BNB,5,-28.3924,-2.9048,39.97,8,37.50,false
0.31,OldGuardNoBNB,0,89.2993,5.2903,42.60,14,50.00,true
0.31,OldGuardNoBNB,1,-54.2581,-9.0689,61.20,12,25.00,false
0.31,OldGuardNoBNB,2,186.4537,7.0089,25.05,11,72.73,true
0.31,OldGuardNoBNB,3,90.4270,6.7382,27.27,14,50.00,true
0.31,OldGuardNoBNB,4,27.1642,4.4728,19.85,11,54.55,true
0.31,OldGuardNoBNB,5,7.0500,2.1546,27.89,10,40.00,true
0.31,LargeCaps5,0,171.1869,7.5645,58.45,14,57.14,true
0.31,LargeCaps5,1,0.3064,0.9032,24.15,8,50.00,true
0.31,LargeCaps5,2,264.2343,7.6916,25.05,13,69.23,true
0.31,LargeCaps5,3,58.2604,5.0583,43.84,13,61.54,true
0.31,LargeCaps5,4,113.4543,11.7790,13.65,11,63.64,true
0.31,LargeCaps5,5,-15.5796,-0.7009,33.58,11,27.27,false
0.31,Legacy3,0,162.9731,10.3961,10.94,13,61.54,true
0.31,Legacy3,1,-0.1969,1.3289,31.45,12,41.67,false
0.31,Legacy3,2,36.4207,3.0973,25.05,14,35.71,true
0.31,Legacy3,3,133.0986,7.5937,38.72,13,61.54,true
0.31,Legacy3,4,-57.1330,-7.4971,57.13,11,18.18,false
0.31,Legacy3,5,-51.4960,-5.2369,52.02,13,30.77,false
0.31,LowVolume5,0,111.4560,5.6798,24.37,15,60.00,true
0.31,LowVolume5,1,-34.8540,-2.7731,52.06,13,30.77,false
0.31,LowVolume5,2,862.4645,15.2508,5.39,12,83.33,true
0.31,LowVolume5,3,296.0871,7.1934,65.29,13,53.85,true
0.31,LowVolume5,4,-66.4237,-9.1459,72.30,12,16.67,false
0.31,LowVolume5,5,-52.1251,-5.4874,66.73,15,26.67,false
0.31,OldGuard4,0,108.0177,5.9124,35.13,14,50.00,true
0.31,OldGuard4,1,-39.0504,-4.1881,46.56,12,33.33,false
0.31,OldGuard4,2,46.5365,3.5278,25.05,13,38.46,true
0.31,OldGuard4,3,133.0986,7.5937,38.72,13,61.54,true
0.31,OldGuard4,4,-61.3968,-8.1465,61.40,12,16.67,false
0.31,OldGuard4,5,-25.8791,-0.6352,53.99,15,40.00,false
0.32,Base5,0,171.1869,7.5645,58.45,14,57.14,true
0.32,Base5,1,687.9229,7.0614,21.47,11,63.64,true
0.32,Base5,2,235.6426,8.2654,25.05,12,83.33,true
0.32,Base5,3,34.3039,3.7797,47.43,15,53.33,true
0.32,Base5,4,168.4930,16.0259,9.34,11,72.73,true
0.32,Base5,5,-13.0166,-0.3776,33.08,11,27.27,false
0.32,NoDOGE,0,171.1869,7.5645,58.45,14,57.14,true
0.32,NoDOGE,1,0.3064,0.9032,24.15,8,50.00,true
0.32,NoDOGE,2,264.2343,7.6916,25.05,13,69.23,true
0.32,NoDOGE,3,106.0708,6.7952,36.71,14,64.29,true
0.32,NoDOGE,4,168.4930,16.0259,9.34,11,72.73,true
0.32,NoDOGE,5,-19.0647,-1.1021,36.33,11,27.27,false
0.32,Legacy4,0,42.1911,5.0124,20.65,13,53.85,true
0.32,Legacy4,1,-3.3332,1.1032,36.22,12,41.67,false
0.32,Legacy4,2,186.4537,7.0089,25.05,11,72.73,true
0.32,Legacy4,3,90.4270,6.7382,27.27,14,50.00,true
0.32,Legacy4,4,27.1642,4.4728,19.85,11,54.55,true
0.32,Legacy4,5,-6.2770,0.7384,30.87,10,30.00,false
0.32,Legacy5BNB,0,119.3712,9.2207,20.65,13,61.54,true
0.32,Legacy5BNB,1,-3.3300,1.1729,28.92,10,30.00,false
0.32,Legacy5BNB,2,-1.5604,0.6310,30.66,12,58.33,false
0.32,Legacy5BNB,3,120.5437,8.7774,20.55,13,53.85,true
0.32,Legacy5BNB,4,99.2030,16.6405,8.11,8,75.00,true
0.32,Legacy5BNB,5,-28.3924,-2.9048,39.97,8,37.50,false
0.32,OldGuardNoBNB,0,89.2993,5.2903,42.60,14,50.00,true
0.32,OldGuardNoBNB,1,-54.2581,-9.0689,61.20,12,25.00,false
0.32,OldGuardNoBNB,2,186.4537,7.0089,25.05,11,72.73,true
0.32,OldGuardNoBNB,3,90.4270,6.7382,27.27,14,50.00,true
0.32,OldGuardNoBNB,4,27.1642,4.4728,19.85,11,54.55,true
0.32,OldGuardNoBNB,5,2.6307,1.6842,30.87,10,40.00,true
0.32,LargeCaps5,0,171.1869,7.5645,58.45,14,57.14,true
0.32,LargeCaps5,1,0.3064,0.9032,24.15,8,50.00,true
0.32,LargeCaps5,2,264.2343,7.6916,25.05,13,69.23,true
0.32,LargeCaps5,3,58.2604,5.0583,43.84,13,61.54,true
0.32,LargeCaps5,4,113.4543,11.7790,13.65,11,63.64,true
0.32,LargeCaps5,5,-19.0647,-1.1021,36.33,11,27.27,false
0.32,Legacy3,0,162.9731,10.3961,10.94,13,61.54,true
0.32,Legacy3,1,-0.1969,1.3289,31.45,12,41.67,false
0.32,Legacy3,2,36.4207,3.0973,25.05,14,35.71,true
0.32,Legacy3,3,133.0986,7.5937,38.72,13,61.54,true
0.32,Legacy3,4,-57.1330,-7.4971,57.13,11,18.18,false
0.32,Legacy3,5,-47.4621,-4.6515,48.03,13,30.77,false
0.32,LowVolume5,0,111.4560,5.6798,24.37,15,60.00,true
0.32,LowVolume5,1,-34.8540,-2.7731,52.06,13,30.77,false
0.32,LowVolume5,2,862.4645,15.2508,5.39,12,83.33,true
0.32,LowVolume5,3,296.0871,7.1934,65.29,13,53.85,true
0.32,LowVolume5,4,-66.4237,-9.1459,72.30,12,16.67,false
0.32,LowVolume5,5,-42.4851,-3.9965,60.03,14,35.71,false
0.32,OldGuard4,0,108.0177,5.9124,35.13,14,50.00,true
0.32,OldGuard4,1,-39.0504,-4.1881,46.56,12,33.33,false
0.32,OldGuard4,2,46.5365,3.5278,25.05,13,38.46,true
0.32,OldGuard4,3,133.0986,7.5937,38.72,13,61.54,true
0.32,OldGuard4,4,-61.3968,-8.1465,61.40,12,16.67,false
0.32,OldGuard4,5,-19.7147,-0.1276,50.17,15,40.00,false
0.33,Base5,0,137.7123,6.8873,58.45,14,57.14,true
0.33,Base5,1,687.9229,7.0614,21.47,11,63.64,true
0.33,Base5,2,235.6426,8.2654,25.05,12,83.33,true
0.33,Base5,3,34.3039,3.7797,47.43,15,53.33,true
0.33,Base5,4,150.4528,14.4877,9.34,11,72.73,true
0.33,Base5,5,-13.0166,-0.3776,33.08,11,27.27,false
0.33,NoDOGE,0,137.7123,6.8873,58.45,14,57.14,true
0.33,NoDOGE,1,0.3064,0.9032,24.15,8,50.00,true
0.33,NoDOGE,2,264.2343,7.6916,25.05,13,69.23,true
0.33,NoDOGE,3,106.0708,6.7952,36.71,14,64.29,true
0.33,NoDOGE,4,150.4528,14.4877,9.34,11,72.73,true
0.33,NoDOGE,5,-19.0647,-1.1021,36.33,11,27.27,false
0.33,Legacy4,0,42.1911,5.0124,20.65,13,53.85,true
0.33,Legacy4,1,-4.0246,1.0372,36.67,12,41.67,false
0.33,Legacy4,2,186.4537,7.0089,25.05,11,72.73,true
0.33,Legacy4,3,90.4270,6.7382,27.27,14,50.00,true
0.33,Legacy4,4,27.1642,4.4728,19.85,11,54.55,true
0.33,Legacy4,5,-6.2770,0.7384,30.87,10,30.00,false
0.33,Legacy5BNB,0,92.2926,8.4332,20.65,13,61.54,true
0.33,Legacy5BNB,1,-3.3300,1.1729,28.92,10,30.00,false
0.33,Legacy5BNB,2,-1.5604,0.6310,30.66,12,58.33,false
0.33,Legacy5BNB,3,120.5437,8.7774,20.55,13,53.85,true
0.33,Legacy5BNB,4,99.2030,16.6405,8.11,8,75.00,true
0.33,Legacy5BNB,5,-28.3924,-2.9048,39.97,8,37.50,false
0.33,OldGuardNoBNB,0,89.2993,5.2903,42.60,14,50.00,true
0.33,OldGuardNoBNB,1,-54.2581,-9.0689,61.20,12,25.00,false
0.33,OldGuardNoBNB,2,186.4537,7.0089,25.05,11,72.73,true
0.33,OldGuardNoBNB,3,90.4270,6.7382,27.27,14,50.00,true
0.33,OldGuardNoBNB,4,27.1642,4.4728,19.85,11,54.55,true
0.33,OldGuardNoBNB,5,2.6307,1.6842,30.87,10,40.00,true
0.33,LargeCaps5,0,137.7123,6.8873,58.45,14,57.14,true
0.33,LargeCaps5,1,0.3064,0.9032,24.15,8,50.00,true
0.33,LargeCaps5,2,264.2343,7.6916,25.05,13,69.23,true
0.33,LargeCaps5,3,58.2604,5.0583,43.84,13,61.54,true
0.33,LargeCaps5,4,113.4543,11.7790,13.65,11,63.64,true
0.33,LargeCaps5,5,-19.0647,-1.1021,36.33,11,27.27,false
0.33,Legacy3,0,162.9731,10.3961,10.94,13,61.54,true
0.33,Legacy3,1,-0.1969,1.3289,31.45,12,41.67,false
0.33,Legacy3,2,42.7222,3.3043,25.05,14,35.71,true
0.33,Legacy3,3,133.0986,7.5937,38.72,13,61.54,true
0.33,Legacy3,4,-57.1330,-7.4971,57.13,11,18.18,false
0.33,Legacy3,5,-47.4621,-4.6515,48.03,13,30.77,false
0.33,LowVolume5,0,111.4560,5.6798,24.37,15,60.00,true
0.33,LowVolume5,1,-34.8540,-2.7731,52.06,13,30.77,false
0.33,LowVolume5,2,862.4645,15.2508,5.39,12,83.33,true
0.33,LowVolume5,3,296.0871,7.1934,65.29,13,53.85,true
0.33,LowVolume5,4,-66.4237,-9.1459,72.30,12,16.67,false
0.33,LowVolume5,5,-42.4851,-3.9965,60.03,14,35.71,false
0.33,OldGuard4,0,108.0177,5.9124,35.13,14,50.00,true
0.33,OldGuard4,1,-55.5991,-6.7844,55.60,12,25.00,false
0.33,OldGuard4,2,53.3052,3.7439,25.05,13,38.46,true
0.33,OldGuard4,3,133.0986,7.5937,38.72,13,61.54,true
0.33,OldGuard4,4,-61.3968,-8.1465,61.40,12,16.67,false
0.33,OldGuard4,5,-19.7147,-0.1276,50.17,15,40.00,false
0.34,Base5,0,137.7123,6.8873,58.45,14,57.14,true
0.34,Base5,1,687.9229,7.0614,21.47,11,63.64,true
0.34,Base5,2,235.6426,8.2654,25.05,12,83.33,true
0.34,Base5,3,34.3039,3.7797,47.43,15,53.33,true
0.34,Base5,4,150.4528,14.4877,9.34,11,72.73,true
0.34,Base5,5,-13.0166,-0.3776,33.08,11,27.27,false
0.34,NoDOGE,0,137.7123,6.8873,58.45,14,57.14,true
0.34,NoDOGE,1,0.3064,0.9032,24.15,8,50.00,true
0.34,NoDOGE,2,264.2343,7.6916,25.05,13,69.23,true
0.34,NoDOGE,3,106.0708,6.7952,36.71,14,64.29,true
0.34,NoDOGE,4,150.4528,14.4877,9.34,11,72.73,true
0.34,NoDOGE,5,-19.0647,-1.1021,36.33,11,27.27,false
0.34,Legacy4,0,42.1911,5.0124,20.65,13,53.85,true
0.34,Legacy4,1,-4.0246,1.0372,36.67,12,41.67,false
0.34,Legacy4,2,186.4537,7.0089,25.05,11,72.73,true
0.34,Legacy4,3,90.4270,6.7382,27.27,14,50.00,true
0.34,Legacy4,4,27.1642,4.4728,19.85,11,54.55,true
0.34,Legacy4,5,-6.2770,0.7384,30.87,10,30.00,false
0.34,Legacy5BNB,0,92.2926,8.4332,20.65,13,61.54,true
0.34,Legacy5BNB,1,-3.3300,1.1729,28.92,10,30.00,false
0.34,Legacy5BNB,2,-1.5604,0.6310,30.66,12,58.33,false
0.34,Legacy5BNB,3,120.5437,8.7774,20.55,13,53.85,true
0.34,Legacy5BNB,4,99.2030,16.6405,8.11,8,75.00,true
0.34,Legacy5BNB,5,-28.3924,-2.9048,39.97,8,37.50,false
0.34,OldGuardNoBNB,0,89.2993,5.2903,42.60,14,50.00,true
0.34,OldGuardNoBNB,1,-54.2581,-9.0689,61.20,12,25.00,false
0.34,OldGuardNoBNB,2,186.4537,7.0089,25.05,11,72.73,true
0.34,OldGuardNoBNB,3,90.4270,6.7382,27.27,14,50.00,true
0.34,OldGuardNoBNB,4,27.1642,4.4728,19.85,11,54.55,true
0.34,OldGuardNoBNB,5,2.6307,1.6842,30.87,10,40.00,true
0.34,LargeCaps5,0,137.7123,6.8873,58.45,14,57.14,true
0.34,LargeCaps5,1,0.3064,0.9032,24.15,8,50.00,true
0.34,LargeCaps5,2,264.2343,7.6916,25.05,13,69.23,true
0.34,LargeCaps5,3,58.2604,5.0583,43.84,13,61.54,true
0.34,LargeCaps5,4,113.4543,11.7790,13.65,11,63.64,true
0.34,LargeCaps5,5,-19.0647,-1.1021,36.33,11,27.27,false
0.34,Legacy3,0,162.9731,10.3961,10.94,13,61.54,true
0.34,Legacy3,1,-0.1969,1.3289,31.45,12,41.67,false
0.34,Legacy3,2,42.7222,3.3043,25.05,14,35.71,true
0.34,Legacy3,3,133.0986,7.5937,38.72,13,61.54,true
0.34,Legacy3,4,-57.1330,-7.4971,57.13,11,18.18,false
0.34,Legacy3,5,-47.4621,-4.6515,48.03,13,30.77,false
0.34,LowVolume5,0,111.4560,5.6798,24.37,15,60.00,true
0.34,LowVolume5,1,-34.8540,-2.7731,52.06,13,30.77,false
0.34,LowVolume5,2,862.4645,15.2508,5.39,12,83.33,true
0.34,LowVolume5,3,219.5589,6.6330,65.29,13,53.85,true
0.34,LowVolume5,4,-61.3682,-7.6828,68.13,12,25.00,false
0.34,LowVolume5,5,-42.4851,-3.9965,60.03,14,35.71,false
0.34,OldGuard4,0,108.0177,5.9124,35.13,14,50.00,true
0.34,OldGuard4,1,-55.5991,-6.7844,55.60,12,25.00,false
0.34,OldGuard4,2,53.3052,3.7439,25.05,13,38.46,true
0.34,OldGuard4,3,133.0986,7.5937,38.72,13,61.54,true
0.34,OldGuard4,4,-61.3968,-8.1465,61.40,12,16.67,false
0.34,OldGuard4,5,-19.7147,-0.1276,50.17,15,40.00,false
0.35,Base5,0,137.7123,6.8873,58.45,14,57.14,true
0.35,Base5,1,687.9229,7.0614,21.47,11,63.64,true
0.35,Base5,2,235.6426,8.2654,25.05,12,83.33,true
0.35,Base5,3,34.3039,3.7797,47.43,15,53.33,true
0.35,Base5,4,150.4528,14.4877,9.34,11,72.73,true
0.35,Base5,5,-13.0166,-0.3776,33.08,11,27.27,false
0.35,NoDOGE,0,137.7123,6.8873,58.45,14,57.14,true
0.35,NoDOGE,1,0.3064,0.9032,24.15,8,50.00,true
0.35,NoDOGE,2,264.2343,7.6916,25.05,13,69.23,true
0.35,NoDOGE,3,106.0708,6.7952,36.71,14,64.29,true
0.35,NoDOGE,4,150.4528,14.4877,9.34,11,72.73,true
0.35,NoDOGE,5,-19.0647,-1.1021,36.33,11,27.27,false
0.35,Legacy4,0,42.1911,5.0124,20.65,13,53.85,true
0.35,Legacy4,1,-4.0246,1.0372,36.67,12,41.67,false
0.35,Legacy4,2,186.4537,7.0089,25.05,11,72.73,true
0.35,Legacy4,3,90.4270,6.7382,27.27,14,50.00,true
0.35,Legacy4,4,27.1642,4.4728,19.85,11,54.55,true
0.35,Legacy4,5,-9.1242,0.3678,32.97,10,30.00,false
0.35,Legacy5BNB,0,92.2926,8.4332,20.65,13,61.54,true
0.35,Legacy5BNB,1,-3.3300,1.1729,28.92,10,30.00,false
0.35,Legacy5BNB,2,-1.5604,0.6310,30.66,12,58.33,false
0.35,Legacy5BNB,3,120.5437,8.7774,20.55,13,53.85,true
0.35,Legacy5BNB,4,99.2030,16.6405,8.11,8,75.00,true
0.35,Legacy5BNB,5,-30.5678,-3.3629,41.79,8,37.50,false
0.35,OldGuardNoBNB,0,89.2993,5.2903,42.60,14,50.00,true
0.35,OldGuardNoBNB,1,-54.2581,-9.0689,61.20,12,25.00,false
0.35,OldGuardNoBNB,2,186.4537,7.0089,25.05,11,72.73,true
0.35,OldGuardNoBNB,3,90.4270,6.7382,27.27,14,50.00,true
0.35,OldGuardNoBNB,4,27.1642,4.4728,19.85,11,54.55,true
0.35,OldGuardNoBNB,5,-0.4871,1.2956,32.97,10,40.00,false
0.35,LargeCaps5,0,137.7123,6.8873,58.45,14,57.14,true
0.35,LargeCaps5,1,0.3064,0.9032,24.15,8,50.00,true
0.35,LargeCaps5,2,264.2343,7.6916,25.05,13,69.23,true
0.35,LargeCaps5,3,58.2604,5.0583,43.84,13,61.54,true
0.35,LargeCaps5,4,113.4543,11.7790,13.65,11,63.64,true
0.35,LargeCaps5,5,-19.0647,-1.1021,36.33,11,27.27,false
0.35,Legacy3,0,162.9731,10.3961,10.94,13,61.54,true
0.35,Legacy3,1,-0.1969,1.3289,31.45,12,41.67,false
0.35,Legacy3,2,42.7222,3.3043,25.05,14,35.71,true
0.35,Legacy3,3,133.0986,7.5937,38.72,13,61.54,true
0.35,Legacy3,4,-57.1330,-7.4971,57.13,11,18.18,false
0.35,Legacy3,5,-55.1446,-5.3907,55.63,13,30.77,false
0.35,LowVolume5,0,111.4560,5.6798,24.37,15,60.00,true
0.35,LowVolume5,1,-34.8540,-2.7731,52.06,13,30.77,false
0.35,LowVolume5,2,862.4645,15.2508,5.39,12,83.33,true
0.35,LowVolume5,3,219.5589,6.6330,65.29,13,53.85,true
0.35,LowVolume5,4,-61.3682,-7.6828,68.13,12,25.00,false
0.35,LowVolume5,5,-54.1537,-6.7587,60.03,14,28.57,false
0.35,OldGuard4,0,108.0177,5.9124,35.13,14,50.00,true
0.35,OldGuard4,1,-55.5991,-6.7844,55.60,12,25.00,false
0.35,OldGuard4,2,53.3052,3.7439,25.05,13,38.46,true
0.35,OldGuard4,3,133.0986,7.5937,38.72,13,61.54,true
0.35,OldGuard4,4,-61.3968,-8.1465,61.40,12,16.67,false
0.35,OldGuard4,5,-31.4547,-1.0244,57.46,15,40.00,false
0.36,Base5,0,137.7123,6.8873,58.45,14,57.14,true
0.36,Base5,1,687.9229,7.0614,21.47,11,63.64,true
0.36,Base5,2,235.6426,8.2654,25.05,12,83.33,true
0.36,Base5,3,34.3039,3.7797,47.43,15,53.33,true
0.36,Base5,4,150.4528,14.4877,9.34,11,72.73,true
0.36,Base5,5,-13.0166,-0.3776,33.08,11,27.27,false
0.36,NoDOGE,0,137.7123,6.8873,58.45,14,57.14,true
0.36,NoDOGE,1,-6.6163,-0.7385,29.38,8,50.00,false
0.36,NoDOGE,2,264.2343,7.6916,25.05,13,69.23,true
0.36,NoDOGE,3,106.0708,6.7952,36.71,14,64.29,true
0.36,NoDOGE,4,150.4528,14.4877,9.34,11,72.73,true
0.36,NoDOGE,5,-19.0647,-1.1021,36.33,11,27.27,false
0.36,Legacy4,0,42.1911,5.0124,20.65,13,53.85,true
0.36,Legacy4,1,-10.6484,0.4262,36.67,12,41.67,false
0.36,Legacy4,2,186.4537,7.0089,25.05,11,72.73,true
0.36,Legacy4,3,90.4270,6.7382,27.27,14,50.00,true
0.36,Legacy4,4,27.1642,4.4728,19.85,11,54.55,true
0.36,Legacy4,5,-9.1242,0.3678,32.97,10,30.00,false
0.36,Legacy5BNB,0,92.2926,8.4332,20.65,13,61.54,true
0.36,Legacy5BNB,1,-10.0017,0.4191,28.92,10,30.00,false
0.36,Legacy5BNB,2,-1.5604,0.6310,30.66,12,58.33,false
0.36,Legacy5BNB,3,120.5437,8.7774,20.55,13,53.85,true
0.36,Legacy5BNB,4,99.2030,16.6405,8.11,8,75.00,true
0.36,Legacy5BNB,5,-30.5678,-3.3629,41.79,8,37.50,false
0.36,OldGuardNoBNB,0,89.2993,5.2903,42.60,14,50.00,true
0.36,OldGuardNoBNB,1,-61.1946,-9.9355,67.09,12,25.00,false
0.36,OldGuardNoBNB,2,186.4537,7.0089,25.05,11,72.73,true
0.36,OldGuardNoBNB,3,90.4270,6.7382,27.27,14,50.00,true
0.36,OldGuardNoBNB,4,27.1642,4.4728,19.85,11,54.55,true
0.36,OldGuardNoBNB,5,-0.4871,1.2956,32.97,10,40.00,false
0.36,LargeCaps5,0,137.7123,6.8873,58.45,14,57.14,true
0.36,LargeCaps5,1,-6.6163,-0.7385,29.38,8,50.00,false
0.36,LargeCaps5,2,264.2343,7.6916,25.05,13,69.23,true
0.36,LargeCaps5,3,58.2604,5.0583,43.84,13,61.54,true
0.36,LargeCaps5,4,113.4543,11.7790,13.65,11,63.64,true
0.36,LargeCaps5,5,-19.0647,-1.1021,36.33,11,27.27,false
0.36,Legacy3,0,162.9731,10.3961,10.94,13,61.54,true
0.36,Legacy3,1,-0.1969,1.3289,31.45,12,41.67,false
0.36,Legacy3,2,42.7222,3.3043,25.05,14,35.71,true
0.36,Legacy3,3,133.0986,7.5937,38.72,13,61.54,true
0.36,Legacy3,4,-57.1330,-7.4971,57.13,11,18.18,false
0.36,Legacy3,5,-45.8969,-4.6065,46.48,12,25.00,false
0.36,LowVolume5,0,111.4560,5.6798,24.37,15,60.00,true
0.36,LowVolume5,1,-34.8540,-2.7731,52.06,13,30.77,false
0.36,LowVolume5,2,862.4645,15.2508,5.39,12,83.33,true
0.36,LowVolume5,3,219.5589,6.6330,65.29,13,53.85,true
0.36,LowVolume5,4,-61.3682,-7.6828,68.13,12,25.00,false
0.36,LowVolume5,5,-54.1537,-6.7587,60.03,14,28.57,false
0.36,OldGuard4,0,108.0177,5.9124,35.13,14,50.00,true
0.36,OldGuard4,1,-62.3322,-7.8636,62.33,12,25.00,false
0.36,OldGuard4,2,53.3052,3.7439,25.05,13,38.46,true
0.36,OldGuard4,3,133.0986,7.5937,38.72,13,61.54,true
0.36,OldGuard4,4,-61.3968,-8.1465,61.40,12,16.67,false
0.36,OldGuard4,5,-38.0303,-1.6886,61.54,15,33.33,false
0.37,Base5,0,137.7123,6.8873,58.45,14,57.14,true
0.37,Base5,1,687.9229,7.0614,21.47,11,63.64,true
0.37,Base5,2,235.6426,8.2654,25.05,12,83.33,true
0.37,Base5,3,34.3039,3.7797,47.43,15,53.33,true
0.37,Base5,4,150.4528,14.4877,9.34,11,72.73,true
0.37,Base5,5,-13.0166,-0.3776,33.08,11,27.27,false
0.37,NoDOGE,0,137.7123,6.8873,58.45,14,57.14,true
0.37,NoDOGE,1,-6.6163,-0.7385,29.38,8,50.00,false
0.37,NoDOGE,2,264.2343,7.6916,25.05,13,69.23,true
0.37,NoDOGE,3,106.0708,6.7952,36.71,14,64.29,true
0.37,NoDOGE,4,150.4528,14.4877,9.34,11,72.73,true
0.37,NoDOGE,5,-19.0647,-1.1021,36.33,11,27.27,false
0.37,Legacy4,0,42.1911,5.0124,20.65,13,53.85,true
0.37,Legacy4,1,-10.6484,0.4262,36.67,12,41.67,false
0.37,Legacy4,2,186.4537,7.0089,25.05,11,72.73,true
0.37,Legacy4,3,90.4270,6.7382,27.27,14,50.00,true
0.37,Legacy4,4,30.6757,5.1199,19.85,10,60.00,true
0.37,Legacy4,5,-9.1242,0.3678,32.97,10,30.00,false
0.37,Legacy5BNB,0,92.2926,8.4332,20.65,13,61.54,true
0.37,Legacy5BNB,1,-10.0017,0.4191,28.92,10,30.00,false
0.37,Legacy5BNB,2,-1.5604,0.6310,30.66,12,58.33,false
0.37,Legacy5BNB,3,120.5437,8.7774,20.55,13,53.85,true
0.37,Legacy5BNB,4,99.2030,16.6405,8.11,8,75.00,true
0.37,Legacy5BNB,5,-30.5678,-3.3629,41.79,8,37.50,false
0.37,OldGuardNoBNB,0,89.2993,5.2903,42.60,14,50.00,true
0.37,OldGuardNoBNB,1,-61.1946,-9.9355,67.09,12,25.00,false
0.37,OldGuardNoBNB,2,186.4537,7.0089,25.05,11,72.73,true
0.37,OldGuardNoBNB,3,90.4270,6.7382,27.27,14,50.00,true
0.37,OldGuardNoBNB,4,30.6757,5.1199,19.85,10,60.00,true
0.37,OldGuardNoBNB,5,-0.4871,1.2956,32.97,10,40.00,false
0.37,LargeCaps5,0,137.7123,6.8873,58.45,14,57.14,true
0.37,LargeCaps5,1,-6.6163,-0.7385,29.38,8,50.00,false
0.37,LargeCaps5,2,264.2343,7.6916,25.05,13,69.23,true
0.37,LargeCaps5,3,58.2604,5.0583,43.84,13,61.54,true
0.37,LargeCaps5,4,113.4543,11.7790,13.65,11,63.64,true
0.37,LargeCaps5,5,-19.0647,-1.1021,36.33,11,27.27,false
0.37,Legacy3,0,162.9731,10.3961,10.94,13,61.54,true
0.37,Legacy3,1,-0.1969,1.3289,31.45,12,41.67,false
0.37,Legacy3,2,42.7222,3.3043,25.05,14,35.71,true
0.37,Legacy3,3,133.0986,7.5937,38.72,13,61.54,true
0.37,Legacy3,4,-55.9492,-7.6652,55.95,10,20.00,false
0.37,Legacy3,5,-45.8969,-4.6065,46.48,12,25.00,false
0.37,LowVolume5,0,111.4560,5.6798,24.37,15,60.00,true
0.37,LowVolume5,1,-34.8540,-2.7731,52.06,13,30.77,false
0.37,LowVolume5,2,862.4645,15.2508,5.39,12,83.33,true
0.37,LowVolume5,3,219.5589,6.6330,65.29,13,53.85,true
0.37,LowVolume5,4,-60.3014,-7.7948,67.25,11,27.27,false
0.37,LowVolume5,5,-54.1537,-6.7587,60.03,14,28.57,false
0.37,OldGuard4,0,108.0177,5.9124,35.13,14,50.00,true
0.37,OldGuard4,1,-62.3322,-7.8636,62.33,12,25.00,false
0.37,OldGuard4,2,53.3052,3.7439,25.05,13,38.46,true
0.37,OldGuard4,3,133.0986,7.5937,38.72,13,61.54,true
0.37,OldGuard4,4,-60.3308,-8.3239,60.33,11,18.18,false
0.37,OldGuard4,5,-38.0303,-1.6886,61.54,15,33.33,false
0.38,Base5,0,137.7123,6.8873,58.45,14,57.14,true
0.38,Base5,1,687.9229,7.0614,21.47,11,63.64,true
0.38,Base5,2,207.8623,7.6884,25.05,12,75.00,true
0.38,Base5,3,106.2053,6.9668,36.71,14,64.29,true
0.38,Base5,4,141.3935,14.3245,9.34,11,72.73,true
0.38,Base5,5,-14.6640,-0.5682,33.08,11,27.27,false
0.38,NoDOGE,0,137.7123,6.8873,58.45,14,57.14,true
