universe,window,atr_mult,vol_lb,vol_mult,vol_label,ret_pct,sharpe,max_dd,trades,win_rate,pass
Legacy5BNB,W0,1.00,20,1.00,SMA20_1.00,-8.12,-0.9476,8.31,4,50.0,false
Legacy5BNB,W0,1.00,20,1.25,SMA20_1.25,-8.12,-0.9476,8.31,4,50.0,false
Legacy5BNB,W0,1.00,10,1.00,SMA10_1.00,-8.12,-0.9476,8.31,4,50.0,false
Legacy5BNB,W0,1.50,0,0.00,none,4.28,1.2107,0.00,2,100.0,false
Legacy5BNB,W0,1.50,20,1.00,SMA20_1.00,4.28,1.2107,0.00,2,100.0,false
Legacy5BNB,W0,1.50,20,1.25,SMA20_1.25,4.28,1.2107,0.00,2,100.0,false
Legacy5BNB,W0,1.50,10,1.00,SMA10_1.00,4.28,1.2107,0.00,2,100.0,false
Legacy5BNB,W0,2.00,0,0.00,none,2.71,1.2107,0.00,1,100.0,false
Legacy5BNB,W0,2.00,20,1.00,SMA20_1.00,2.71,1.2107,0.00,1,100.0,false
Legacy5BNB,W0,2.00,20,1.25,SMA20_1.25,2.71,1.2107,0.00,1,100.0,false
Legacy5BNB,W0,2.00,10,1.00,SMA10_1.00,2.71,1.2107,0.00,1,100.0,false
Legacy5BNB,W0,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W0,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W0,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W0,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W1,0.00,0,0.00,none,38.96,1.5656,10.99,26,50.0,true
Legacy5BNB,W1,0.00,20,1.00,SMA20_1.00,28.02,1.2748,16.70,21,47.6,true
Legacy5BNB,W1,0.00,20,1.25,SMA20_1.25,41.65,1.8576,8.18,13,61.5,true
Legacy5BNB,W1,0.00,10,1.00,SMA10_1.00,17.22,0.8911,16.70,19,42.1,true
Legacy5BNB,W1,0.10,0,0.00,none,32.88,1.5172,10.99,23,52.2,true
Legacy5BNB,W1,0.10,20,1.00,SMA20_1.00,16.74,0.9318,16.70,19,47.4,true
Legacy5BNB,W1,0.10,20,1.25,SMA20_1.25,29.17,1.5871,8.18,11,63.6,true
Legacy5BNB,W1,0.10,10,1.00,SMA10_1.00,6.89,0.4865,16.70,17,41.2,true
Legacy5BNB,W1,0.20,0,0.00,none,16.59,0.9847,14.41,19,47.4,true
Legacy5BNB,W1,0.20,20,1.00,SMA20_1.00,3.61,0.3323,23.81,17,41.2,true
Legacy5BNB,W1,0.20,20,1.25,SMA20_1.25,14.65,1.0734,10.25,9,55.6,true
Legacy5BNB,W1,0.20,10,1.00,SMA10_1.00,-5.12,-0.2297,23.81,15,33.3,false
Legacy5BNB,W1,0.30,0,0.00,none,14.85,0.9756,14.41,14,42.9,true
Legacy5BNB,W1,0.30,20,1.00,SMA20_1.00,7.38,0.5798,18.62,13,38.5,true
Legacy5BNB,W1,0.30,20,1.25,SMA20_1.25,20.21,1.5179,4.14,7,57.1,true
Legacy5BNB,W1,0.30,10,1.00,SMA10_1.00,2.04,0.2411,18.62,12,33.3,true
Legacy5BNB,W1,0.50,0,0.00,none,13.43,0.9422,10.86,11,36.4,true
Legacy5BNB,W1,0.50,20,1.00,SMA20_1.00,6.06,0.5189,15.26,10,30.0,true
Legacy5BNB,W1,0.50,20,1.25,SMA20_1.25,19.96,1.5068,4.14,6,50.0,true
Legacy5BNB,W1,0.50,10,1.00,SMA10_1.00,6.06,0.5189,15.26,10,30.0,true
Legacy5BNB,W1,0.75,0,0.00,none,-0.17,0.0706,13.84,8,25.0,true
Legacy5BNB,W1,0.75,20,1.00,SMA20_1.00,-0.17,0.0706,13.84,8,25.0,true
Legacy5BNB,W1,0.75,20,1.25,SMA20_1.25,11.07,1.0279,4.14,5,40.0,true
Legacy5BNB,W1,0.75,10,1.00,SMA10_1.00,-0.17,0.0706,13.84,8,25.0,true
Legacy5BNB,W1,1.00,0,0.00,none,4.96,0.5244,6.59,4,25.0,true
Legacy5BNB,W1,1.00,20,1.00,SMA20_1.00,4.96,0.5244,6.59,4,25.0,true
Legacy5BNB,W1,1.00,20,1.25,SMA20_1.25,7.71,0.7778,4.14,3,33.3,true
Legacy5BNB,W1,1.00,10,1.00,SMA10_1.00,4.96,0.5244,6.59,4,25.0,true
Legacy5BNB,W1,1.50,0,0.00,none,9.83,0.9735,2.25,2,50.0,false
Legacy5BNB,W1,1.50,20,1.00,SMA20_1.00,9.83,0.9735,2.25,2,50.0,false
Legacy5BNB,W1,1.50,20,1.25,SMA20_1.25,9.83,0.9735,2.25,2,50.0,false
Legacy5BNB,W1,1.50,10,1.00,SMA10_1.00,9.83,0.9735,2.25,2,50.0,false
Legacy5BNB,W1,2.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W1,2.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W1,2.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W1,2.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W1,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W1,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W1,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W1,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W2,0.00,0,0.00,none,-20.08,-0.4700,42.70,33,36.4,false
Legacy5BNB,W2,0.00,20,1.00,SMA20_1.00,-32.30,-1.7392,38.27,22,27.3,false
Legacy5BNB,W2,0.00,20,1.25,SMA20_1.25,-30.83,-1.9617,33.62,13,23.1,false
Legacy5BNB,W2,0.00,10,1.00,SMA10_1.00,-33.61,-1.5395,41.31,22,31.8,false
Legacy5BNB,W2,0.10,0,0.00,none,-34.83,-1.5143,46.07,26,30.8,false
Legacy5BNB,W2,0.10,20,1.00,SMA20_1.00,-27.45,-1.4375,33.85,20,30.0,false
Legacy5BNB,W2,0.10,20,1.25,SMA20_1.25,-25.87,-1.6194,28.86,11,27.3,false
Legacy5BNB,W2,0.10,10,1.00,SMA10_1.00,-29.01,-1.2875,37.10,19,31.6,false
Legacy5BNB,W2,0.20,0,0.00,none,-29.36,-1.3756,35.59,19,36.8,false
Legacy5BNB,W2,0.20,20,1.00,SMA20_1.00,-20.48,-1.0372,27.50,16,37.5,false
Legacy5BNB,W2,0.20,20,1.25,SMA20_1.25,-25.87,-1.6194,28.86,11,27.3,false
Legacy5BNB,W2,0.20,10,1.00,SMA10_1.00,-32.91,-1.7113,34.51,16,31.2,false
Legacy5BNB,W2,0.30,0,0.00,none,-29.36,-1.3756,35.59,19,36.8,false
Legacy5BNB,W2,0.30,20,1.00,SMA20_1.00,-20.48,-1.0372,27.50,16,37.5,false
Legacy5BNB,W2,0.30,20,1.25,SMA20_1.25,-25.87,-1.6194,28.86,11,27.3,false
Legacy5BNB,W2,0.30,10,1.00,SMA10_1.00,-32.91,-1.7113,34.51,16,31.2,false
Legacy5BNB,W2,0.50,0,0.00,none,-35.51,-2.3208,37.05,13,30.8,false
Legacy5BNB,W2,0.50,20,1.00,SMA20_1.00,-32.38,-2.5202,33.99,11,27.3,false
Legacy5BNB,W2,0.50,20,1.25,SMA20_1.25,-30.33,-2.5897,30.33,8,25.0,false
Legacy5BNB,W2,0.50,10,1.00,SMA10_1.00,-34.43,-2.2947,35.99,11,27.3,false
Legacy5BNB,W2,0.75,0,0.00,none,-37.60,-2.5920,37.60,8,12.5,false
Legacy5BNB,W2,0.75,20,1.00,SMA20_1.00,-32.83,-2.6553,32.83,7,14.3,false
Legacy5BNB,W2,0.75,20,1.25,SMA20_1.25,-27.26,-2.3547,27.26,6,16.7,false
Legacy5BNB,W2,0.75,10,1.00,SMA10_1.00,-37.60,-2.5920,37.60,8,12.5,false
Legacy5BNB,W2,1.00,0,0.00,none,-24.00,-2.1146,24.00,5,20.0,false
Legacy5BNB,W2,1.00,20,1.00,SMA20_1.00,-24.00,-2.1146,24.00,5,20.0,false
Legacy5BNB,W2,1.00,20,1.25,SMA20_1.25,-17.70,-1.7347,17.70,4,25.0,false
Legacy5BNB,W2,1.00,10,1.00,SMA10_1.00,-24.00,-2.1146,24.00,5,20.0,false
Legacy5BNB,W2,1.50,0,0.00,none,-4.37,-0.6678,7.01,2,50.0,false
Legacy5BNB,W2,1.50,20,1.00,SMA20_1.00,-4.37,-0.6678,7.01,2,50.0,false
Legacy5BNB,W2,1.50,20,1.25,SMA20_1.25,-4.37,-0.6678,7.01,2,50.0,false
Legacy5BNB,W2,1.50,10,1.00,SMA10_1.00,-4.37,-0.6678,7.01,2,50.0,false
Legacy5BNB,W2,2.00,0,0.00,none,-4.37,-0.6678,7.01,2,50.0,false
Legacy5BNB,W2,2.00,20,1.00,SMA20_1.00,-4.37,-0.6678,7.01,2,50.0,false
Legacy5BNB,W2,2.00,20,1.25,SMA20_1.25,-4.37,-0.6678,7.01,2,50.0,false
Legacy5BNB,W2,2.00,10,1.00,SMA10_1.00,-4.37,-0.6678,7.01,2,50.0,false
Legacy5BNB,W2,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W2,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W2,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W2,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W3,0.00,0,0.00,none,1059.18,3.3310,17.83,43,67.4,true
Legacy5BNB,W3,0.00,20,1.00,SMA20_1.00,246.03,2.5204,8.78,20,65.0,true
Legacy5BNB,W3,0.00,20,1.25,SMA20_1.25,113.53,1.9749,8.21,12,66.7,true
Legacy5BNB,W3,0.00,10,1.00,SMA10_1.00,70.78,1.5929,16.27,16,56.2,true
Legacy5BNB,W3,0.10,0,0.00,none,441.35,2.6878,17.83,36,61.1,true
Legacy5BNB,W3,0.10,20,1.00,SMA20_1.00,105.80,1.8663,16.27,17,58.8,true
Legacy5BNB,W3,0.10,20,1.25,SMA20_1.25,113.53,1.9749,8.21,12,66.7,true
Legacy5BNB,W3,0.10,10,1.00,SMA10_1.00,55.14,1.3701,16.27,15,53.3,true
Legacy5BNB,W3,0.20,0,0.00,none,360.58,2.5007,17.83,26,65.4,true
Legacy5BNB,W3,0.20,20,1.00,SMA20_1.00,85.61,1.6628,16.27,13,61.5,true
Legacy5BNB,W3,0.20,20,1.25,SMA20_1.25,104.73,1.9032,8.21,9,77.8,true
Legacy5BNB,W3,0.20,10,1.00,SMA10_1.00,48.74,1.2800,16.27,12,58.3,true
Legacy5BNB,W3,0.30,0,0.00,none,180.69,2.0172,17.83,24,62.5,true
Legacy5BNB,W3,0.30,20,1.00,SMA20_1.00,85.61,1.6628,16.27,13,61.5,true
Legacy5BNB,W3,0.30,20,1.25,SMA20_1.25,104.73,1.9032,8.21,9,77.8,true
Legacy5BNB,W3,0.30,10,1.00,SMA10_1.00,48.74,1.2800,16.27,12,58.3,true
Legacy5BNB,W3,0.50,0,0.00,none,85.06,1.5806,11.97,15,60.0,true
Legacy5BNB,W3,0.50,20,1.00,SMA20_1.00,102.70,1.8803,8.21,10,70.0,true
Legacy5BNB,W3,0.50,20,1.25,SMA20_1.25,100.56,1.8567,8.21,8,75.0,true
Legacy5BNB,W3,0.50,10,1.00,SMA10_1.00,62.44,1.5198,11.97,9,66.7,true
Legacy5BNB,W3,0.75,0,0.00,none,0.86,0.2221,16.41,9,44.4,true
Legacy5BNB,W3,0.75,20,1.00,SMA20_1.00,35.97,1.4228,8.21,6,66.7,true
Legacy5BNB,W3,0.75,20,1.25,SMA20_1.25,35.97,1.4228,8.21,6,66.7,true
Legacy5BNB,W3,0.75,10,1.00,SMA10_1.00,19.70,0.8606,11.97,7,57.1,true
Legacy5BNB,W3,1.00,0,0.00,none,10.30,0.5567,12.73,6,50.0,true
Legacy5BNB,W3,1.00,20,1.00,SMA20_1.00,25.30,1.1192,8.21,5,60.0,true
Legacy5BNB,W3,1.00,20,1.25,SMA20_1.25,25.30,1.1192,8.21,5,60.0,true
Legacy5BNB,W3,1.00,10,1.00,SMA10_1.00,10.30,0.5567,12.73,6,50.0,true
Legacy5BNB,W3,1.50,0,0.00,none,10.19,1.2107,0.00,1,100.0,false
Legacy5BNB,W3,1.50,20,1.00,SMA20_1.00,10.19,1.2107,0.00,1,100.0,false
Legacy5BNB,W3,1.50,20,1.25,SMA20_1.25,10.19,1.2107,0.00,1,100.0,false
Legacy5BNB,W3,1.50,10,1.00,SMA10_1.00,10.19,1.2107,0.00,1,100.0,false
Legacy5BNB,W3,2.00,0,0.00,none,10.19,1.2107,0.00,1,100.0,false
Legacy5BNB,W3,2.00,20,1.00,SMA20_1.00,10.19,1.2107,0.00,1,100.0,false
Legacy5BNB,W3,2.00,20,1.25,SMA20_1.25,10.19,1.2107,0.00,1,100.0,false
Legacy5BNB,W3,2.00,10,1.00,SMA10_1.00,10.19,1.2107,0.00,1,100.0,false
Legacy5BNB,W3,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W3,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W3,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W3,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W4,0.00,0,0.00,none,-46.44,-2.0386,56.51,38,39.5,false
Legacy5BNB,W4,0.00,20,1.00,SMA20_1.00,-14.48,-0.7493,23.53,20,45.0,false
Legacy5BNB,W4,0.00,20,1.25,SMA20_1.25,-0.90,-0.0295,11.36,7,57.1,false
Legacy5BNB,W4,0.00,10,1.00,SMA10_1.00,-7.54,-0.3164,23.53,19,47.4,false
Legacy5BNB,W4,0.10,0,0.00,none,-37.66,-1.7286,46.42,29,41.4,false
Legacy5BNB,W4,0.10,20,1.00,SMA20_1.00,-3.85,-0.1106,18.68,17,52.9,false
Legacy5BNB,W4,0.10,20,1.25,SMA20_1.25,-0.55,0.0087,11.36,6,66.7,true
Legacy5BNB,W4,0.10,10,1.00,SMA10_1.00,3.95,0.3566,18.68,16,56.2,true
Legacy5BNB,W4,0.20,0,0.00,none,-34.54,-1.5537,43.74,28,42.9,false
Legacy5BNB,W4,0.20,20,1.00,SMA20_1.00,-3.85,-0.1106,18.68,17,52.9,false
Legacy5BNB,W4,0.20,20,1.25,SMA20_1.25,-0.55,0.0087,11.36,6,66.7,true
Legacy5BNB,W4,0.20,10,1.00,SMA10_1.00,3.95,0.3566,18.68,16,56.2,true
Legacy5BNB,W4,0.30,0,0.00,none,-38.54,-1.9138,42.57,25,40.0,false
Legacy5BNB,W4,0.30,20,1.00,SMA20_1.00,-9.72,-0.5626,16.99,14,50.0,false
Legacy5BNB,W4,0.30,20,1.25,SMA20_1.25,-5.45,-0.6218,11.36,5,60.0,false
Legacy5BNB,W4,0.30,10,1.00,SMA10_1.00,-2.40,-0.0533,16.99,13,53.8,false
Legacy5BNB,W4,0.50,0,0.00,none,-25.78,-1.2180,35.79,22,45.5,false
Legacy5BNB,W4,0.50,20,1.00,SMA20_1.00,-9.72,-0.5626,16.99,14,50.0,false
Legacy5BNB,W4,0.50,20,1.25,SMA20_1.25,-5.45,-0.6218,11.36,5,60.0,false
Legacy5BNB,W4,0.50,10,1.00,SMA10_1.00,-2.40,-0.0533,16.99,13,53.8,false
Legacy5BNB,W4,0.75,0,0.00,none,-14.91,-1.0241,23.12,11,45.5,false
Legacy5BNB,W4,0.75,20,1.00,SMA20_1.00,-3.88,-0.2749,11.94,8,50.0,false
Legacy5BNB,W4,0.75,20,1.25,SMA20_1.25,-5.45,-0.6218,11.36,5,60.0,false
Legacy5BNB,W4,0.75,10,1.00,SMA10_1.00,0.78,0.1504,11.94,7,57.1,true
Legacy5BNB,W4,1.00,0,0.00,none,1.44,0.2149,11.36,6,66.7,true
Legacy5BNB,W4,1.00,20,1.00,SMA20_1.00,1.44,0.2149,11.36,6,66.7,true
Legacy5BNB,W4,1.00,20,1.25,SMA20_1.25,-5.45,-0.6218,11.36,5,60.0,false
Legacy5BNB,W4,1.00,10,1.00,SMA10_1.00,1.44,0.2149,11.36,6,66.7,true
Legacy5BNB,W4,1.50,0,0.00,none,-11.36,-1.7157,11.36,2,0.0,false
Legacy5BNB,W4,1.50,20,1.00,SMA20_1.00,-11.36,-1.7157,11.36,2,0.0,false
Legacy5BNB,W4,1.50,20,1.25,SMA20_1.25,-11.36,-1.7157,11.36,2,0.0,false
Legacy5BNB,W4,1.50,10,1.00,SMA10_1.00,-11.36,-1.7157,11.36,2,0.0,false
Legacy5BNB,W4,2.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W4,2.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W4,2.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W4,2.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W4,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W4,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W4,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W4,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W5,0.00,0,0.00,none,-55.03,-2.7679,65.97,35,28.6,false
Legacy5BNB,W5,0.00,20,1.00,SMA20_1.00,-56.11,-3.4775,58.31,22,18.2,false
Legacy5BNB,W5,0.00,20,1.25,SMA20_1.25,-47.06,-3.5371,47.06,12,16.7,false
Legacy5BNB,W5,0.00,10,1.00,SMA10_1.00,-53.04,-3.2784,56.74,22,22.7,false
Legacy5BNB,W5,0.10,0,0.00,none,-53.43,-2.7338,63.81,31,29.0,false
Legacy5BNB,W5,0.10,20,1.00,SMA20_1.00,-54.23,-3.4245,56.52,20,20.0,false
Legacy5BNB,W5,0.10,20,1.25,SMA20_1.25,-47.06,-3.5371,47.06,12,16.7,false
Legacy5BNB,W5,0.10,10,1.00,SMA10_1.00,-52.81,-3.2543,56.52,21,23.8,false
Legacy5BNB,W5,0.20,0,0.00,none,-52.71,-2.8421,61.91,29,27.6,false
Legacy5BNB,W5,0.20,20,1.00,SMA20_1.00,-54.23,-3.4245,56.52,20,20.0,false
Legacy5BNB,W5,0.20,20,1.25,SMA20_1.25,-47.06,-3.5371,47.06,12,16.7,false
Legacy5BNB,W5,0.20,10,1.00,SMA10_1.00,-52.81,-3.2543,56.52,21,23.8,false
Legacy5BNB,W5,0.30,0,0.00,none,-51.81,-3.1396,57.73,22,22.7,false
Legacy5BNB,W5,0.30,20,1.00,SMA20_1.00,-51.68,-3.3856,54.11,16,18.8,false
Legacy5BNB,W5,0.30,20,1.25,SMA20_1.25,-44.21,-3.3334,44.21,11,18.2,false
Legacy5BNB,W5,0.30,10,1.00,SMA10_1.00,-50.18,-3.2043,54.11,17,23.5,false
Legacy5BNB,W5,0.50,0,0.00,none,-48.14,-3.6452,48.14,14,14.3,false
Legacy5BNB,W5,0.50,20,1.00,SMA20_1.00,-42.17,-3.1588,42.17,10,20.0,false
Legacy5BNB,W5,0.50,20,1.25,SMA20_1.25,-36.50,-2.9112,36.50,9,22.2,false
Legacy5BNB,W5,0.50,10,1.00,SMA10_1.00,-42.17,-3.1588,42.17,10,20.0,false
Legacy5BNB,W5,0.75,0,0.00,none,-24.97,-2.7036,24.97,8,12.5,false
Legacy5BNB,W5,0.75,20,1.00,SMA20_1.00,-20.26,-2.2498,20.26,5,20.0,false
Legacy5BNB,W5,0.75,20,1.25,SMA20_1.25,-20.26,-2.2498,20.26,5,20.0,false
Legacy5BNB,W5,0.75,10,1.00,SMA10_1.00,-20.26,-2.2498,20.26,5,20.0,false
Legacy5BNB,W5,1.00,0,0.00,none,-17.79,-2.2210,17.79,5,0.0,false
Legacy5BNB,W5,1.00,20,1.00,SMA20_1.00,-15.56,-1.9746,15.56,3,0.0,false
Legacy5BNB,W5,1.00,20,1.25,SMA20_1.25,-15.56,-1.9746,15.56,3,0.0,false
Legacy5BNB,W5,1.00,10,1.00,SMA10_1.00,-15.56,-1.9746,15.56,3,0.0,false
Legacy5BNB,W5,1.50,0,0.00,none,-7.50,-1.2107,7.50,1,0.0,false
Legacy5BNB,W5,1.50,20,1.00,SMA20_1.00,-7.50,-1.2107,7.50,1,0.0,false
Legacy5BNB,W5,1.50,20,1.25,SMA20_1.25,-7.50,-1.2107,7.50,1,0.0,false
Legacy5BNB,W5,1.50,10,1.00,SMA10_1.00,-7.50,-1.2107,7.50,1,0.0,false
Legacy5BNB,W5,2.00,0,0.00,none,-7.50,-1.2107,7.50,1,0.0,false
Legacy5BNB,W5,2.00,20,1.00,SMA20_1.00,-7.50,-1.2107,7.50,1,0.0,false
Legacy5BNB,W5,2.00,20,1.25,SMA20_1.25,-7.50,-1.2107,7.50,1,0.0,false
Legacy5BNB,W5,2.00,10,1.00,SMA10_1.00,-7.50,-1.2107,7.50,1,0.0,false
Legacy5BNB,W5,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W5,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W5,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W5,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W6,0.00,0,0.00,none,-66.61,-4.8577,68.02,46,19.6,false
Legacy5BNB,W6,0.00,20,1.00,SMA20_1.00,-42.03,-3.2268,44.91,25,20.0,false
Legacy5BNB,W6,0.00,20,1.25,SMA20_1.25,-36.18,-3.1716,38.88,19,15.8,false
Legacy5BNB,W6,0.00,10,1.00,SMA10_1.00,-35.64,-3.0189,38.36,23,21.7,false
Legacy5BNB,W6,0.10,0,0.00,none,-55.17,-4.0831,57.39,33,21.2,false
Legacy5BNB,W6,0.10,20,1.00,SMA20_1.00,-40.32,-3.3196,43.28,21,19.0,false
Legacy5BNB,W6,0.10,20,1.25,SMA20_1.25,-38.45,-3.5436,41.05,17,11.8,false
Legacy5BNB,W6,0.10,10,1.00,SMA10_1.00,-33.75,-3.1605,36.55,19,21.1,false
Legacy5BNB,W6,0.20,0,0.00,none,-49.58,-3.9497,51.71,25,16.0,false
Legacy5BNB,W6,0.20,20,1.00,SMA20_1.00,-41.53,-3.5569,44.00,18,11.1,false
Legacy5BNB,W6,0.20,20,1.25,SMA20_1.25,-37.15,-3.4116,39.80,16,12.5,false
Legacy5BNB,W6,0.20,10,1.00,SMA10_1.00,-35.94,-3.5299,38.65,18,16.7,false
Legacy5BNB,W6,0.30,0,0.00,none,-43.88,-3.6409,46.25,22,18.2,false
Legacy5BNB,W6,0.30,20,1.00,SMA20_1.00,-34.93,-3.2201,37.68,15,13.3,false
Legacy5BNB,W6,0.30,20,1.25,SMA20_1.25,-34.93,-3.2201,37.68,15,13.3,false
Legacy5BNB,W6,0.30,10,1.00,SMA10_1.00,-32.21,-3.1829,35.08,16,18.8,false
Legacy5BNB,W6,0.50,0,0.00,none,-44.08,-3.7014,45.68,19,10.5,false
Legacy5BNB,W6,0.50,20,1.00,SMA20_1.00,-34.61,-3.2211,36.48,13,7.7,false
Legacy5BNB,W6,0.50,20,1.25,SMA20_1.25,-34.61,-3.2211,36.48,13,7.7,false
Legacy5BNB,W6,0.50,10,1.00,SMA10_1.00,-31.89,-3.1873,33.83,14,14.3,false
Legacy5BNB,W6,0.75,0,0.00,none,-32.92,-2.8876,34.84,13,15.4,false
Legacy5BNB,W6,0.75,20,1.00,SMA20_1.00,-27.09,-2.5907,29.17,10,10.0,false
Legacy5BNB,W6,0.75,20,1.25,SMA20_1.25,-27.09,-2.5907,29.17,10,10.0,false
Legacy5BNB,W6,0.75,10,1.00,SMA10_1.00,-22.08,-2.2957,24.30,9,22.2,false
Legacy5BNB,W6,1.00,0,0.00,none,-18.76,-2.2375,18.76,8,12.5,false
Legacy5BNB,W6,1.00,20,1.00,SMA20_1.00,-14.17,-2.1991,14.17,6,0.0,false
Legacy5BNB,W6,1.00,20,1.25,SMA20_1.25,-14.17,-2.1991,14.17,6,0.0,false
Legacy5BNB,W6,1.00,10,1.00,SMA10_1.00,-8.27,-2.0665,8.27,5,20.0,false
Legacy5BNB,W6,1.50,0,0.00,none,-11.90,-1.8350,11.90,4,0.0,false
Legacy5BNB,W6,1.50,20,1.00,SMA20_1.00,-6.40,-2.0616,6.40,3,0.0,false
Legacy5BNB,W6,1.50,20,1.25,SMA20_1.25,-6.40,-2.0616,6.40,3,0.0,false
Legacy5BNB,W6,1.50,10,1.00,SMA10_1.00,-4.91,-1.7131,4.91,2,0.0,false
Legacy5BNB,W6,2.00,0,0.00,none,-4.14,-1.6628,4.14,2,0.0,false
Legacy5BNB,W6,2.00,20,1.00,SMA20_1.00,-4.14,-1.6628,4.14,2,0.0,false
Legacy5BNB,W6,2.00,20,1.25,SMA20_1.25,-4.14,-1.6628,4.14,2,0.0,false
Legacy5BNB,W6,2.00,10,1.00,SMA10_1.00,-2.62,-1.2107,2.62,1,0.0,false
Legacy5BNB,W6,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W6,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W6,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W6,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
OldGuardNoBNB,W0,0.00,0,0.00,none,-5.95,0.0782,43.64,33,45.5,true
OldGuardNoBNB,W0,0.00,20,1.00,SMA20_1.00,38.20,1.2823,23.18,20,55.0,true
OldGuardNoBNB,W0,0.00,20,1.25,SMA20_1.25,26.14,1.0397,22.56,16,56.2,true
OldGuardNoBNB,W0,0.00,10,1.00,SMA10_1.00,32.24,1.1390,22.56,16,50.0,true
OldGuardNoBNB,W0,0.10,0,0.00,none,1.36,0.2456,28.93,22,45.5,true
OldGuardNoBNB,W0,0.10,20,1.00,SMA20_1.00,12.74,0.6493,21.72,15,53.3,true
OldGuardNoBNB,W0,0.10,20,1.25,SMA20_1.25,2.08,0.2487,21.72,12,50.0,true
OldGuardNoBNB,W0,0.10,10,1.00,SMA10_1.00,9.45,0.5332,22.00,13,46.2,true
OldGuardNoBNB,W0,0.20,0,0.00,none,-8.79,-0.1487,30.72,20,40.0,false
OldGuardNoBNB,W0,0.20,20,1.00,SMA20_1.00,12.74,0.6493,21.72,15,53.3,true
OldGuardNoBNB,W0,0.20,20,1.25,SMA20_1.25,2.08,0.2487,21.72,12,50.0,true
OldGuardNoBNB,W0,0.20,10,1.00,SMA10_1.00,9.45,0.5332,22.00,13,46.2,true
OldGuardNoBNB,W0,0.30,0,0.00,none,-14.28,-0.6239,22.30,15,33.3,false
OldGuardNoBNB,W0,0.30,20,1.00,SMA20_1.00,-4.25,-0.0813,20.32,11,45.5,false
OldGuardNoBNB,W0,0.30,20,1.25,SMA20_1.25,-13.07,-0.8421,20.32,9,44.4,false
OldGuardNoBNB,W0,0.30,10,1.00,SMA10_1.00,-6.79,-0.2233,20.60,10,40.0,false
