ap,universe,window,equity,sharpe,dd,trades
79,OldGuardNoBNB,3,3.212035,15.2235,14.53,11
80,OldGuardNoBNB,3,3.370923,17.6283,14.53,10
1,OldGuardNoBNB,4,0.767970,-6.1069,23.20,9
2,OldGuardNoBNB,4,0.767970,-6.1069,23.20,9
3,OldGuardNoBNB,4,0.754422,-6.7108,24.56,9
4,OldGuardNoBNB,4,0.754422,-6.7108,24.56,9
5,OldGuardNoBNB,4,0.659726,-13.9165,34.03,9
6,OldGuardNoBNB,4,0.659089,-13.9596,34.09,9
7,OldGuardNoBNB,4,0.613788,-16.0913,38.62,9
8,OldGuardNoBNB,4,0.626723,-14.6398,37.33,9
9,OldGuardNoBNB,4,0.732604,-13.0793,28.40,8
10,OldGuardNoBNB,4,0.505420,-13.3496,49.46,9
11,OldGuardNoBNB,4,0.718374,-12.8974,29.79,8
12,OldGuardNoBNB,4,0.678864,-17.0327,32.26,8
13,OldGuardNoBNB,4,0.716181,-13.0952,30.01,8
14,OldGuardNoBNB,4,0.723595,-15.0513,29.28,8
15,OldGuardNoBNB,4,0.889389,-3.4953,22.39,8
16,OldGuardNoBNB,4,0.777752,-12.6845,23.99,8
17,OldGuardNoBNB,4,0.889389,-3.4953,22.39,8
18,OldGuardNoBNB,4,0.727954,-7.7651,27.20,9
19,OldGuardNoBNB,4,0.636580,-15.8233,36.34,9
20,OldGuardNoBNB,4,0.730411,-7.6485,26.96,9
21,OldGuardNoBNB,4,0.665707,-9.4956,33.43,9
22,OldGuardNoBNB,4,0.665707,-9.4956,33.43,9
23,OldGuardNoBNB,4,0.764123,-6.6804,23.59,8
24,OldGuardNoBNB,4,0.764123,-6.6804,23.59,8
25,OldGuardNoBNB,4,0.641374,-9.3618,35.86,8
26,OldGuardNoBNB,4,0.802453,-5.9487,19.75,7
27,OldGuardNoBNB,4,0.750879,-7.3252,24.91,8
28,OldGuardNoBNB,4,0.750879,-7.3252,24.91,8
29,OldGuardNoBNB,4,0.748352,-7.4469,25.16,8
30,OldGuardNoBNB,4,0.748352,-7.4469,25.16,8
31,OldGuardNoBNB,4,0.764123,-6.6804,23.59,8
32,OldGuardNoBNB,4,0.764123,-6.6804,23.59,8
33,OldGuardNoBNB,4,0.764123,-6.6804,23.59,8
34,OldGuardNoBNB,4,0.764123,-6.6804,23.59,8
35,OldGuardNoBNB,4,0.743295,-7.0278,25.67,9
36,OldGuardNoBNB,4,0.695774,-8.8948,30.42,8
37,OldGuardNoBNB,4,0.764123,-6.6804,23.59,8
38,OldGuardNoBNB,4,0.773631,-6.7887,22.64,7
39,OldGuardNoBNB,4,0.748352,-7.4469,25.16,8
40,OldGuardNoBNB,4,0.764123,-6.6804,23.59,8
41,OldGuardNoBNB,4,0.748352,-7.4469,25.16,8
42,OldGuardNoBNB,4,0.748352,-7.4469,25.16,8
43,OldGuardNoBNB,4,0.675312,-9.2970,32.47,9
44,OldGuardNoBNB,4,0.673040,-9.4177,32.70,9
45,OldGuardNoBNB,4,0.748352,-7.4469,25.16,8
46,OldGuardNoBNB,4,0.748352,-7.4469,25.16,8
47,OldGuardNoBNB,4,0.750879,-7.3252,24.91,8
48,OldGuardNoBNB,4,0.750879,-7.3252,24.91,8
49,OldGuardNoBNB,4,0.750879,-7.3252,24.91,8
50,OldGuardNoBNB,4,0.750879,-7.3252,24.91,8
51,OldGuardNoBNB,4,0.720573,-7.8087,27.94,8
52,OldGuardNoBNB,4,0.698573,-8.1638,30.14,9
53,OldGuardNoBNB,4,0.835841,-4.9482,17.45,8
54,OldGuardNoBNB,4,0.772788,-6.8604,22.72,8
55,OldGuardNoBNB,4,0.859263,-4.3593,17.45,7
56,OldGuardNoBNB,4,0.859263,-4.3593,17.45,7
57,OldGuardNoBNB,4,0.761797,-7.1065,23.82,8
58,OldGuardNoBNB,4,0.859263,-4.3593,17.45,7
59,OldGuardNoBNB,4,0.772788,-6.8604,22.72,8
60,OldGuardNoBNB,4,0.835841,-4.9482,17.45,8
61,OldGuardNoBNB,4,0.835841,-4.9482,17.45,8
62,OldGuardNoBNB,4,0.772788,-6.8604,22.72,8
63,OldGuardNoBNB,4,0.859263,-4.3593,17.45,7
64,OldGuardNoBNB,4,0.761797,-7.1065,23.82,8
65,OldGuardNoBNB,4,0.761797,-7.1065,23.82,8
66,OldGuardNoBNB,4,0.748579,-7.3681,25.14,8
67,OldGuardNoBNB,4,0.898464,-3.4624,20.22,7
68,OldGuardNoBNB,4,1.028151,2.0802,8.70,6
69,OldGuardNoBNB,4,1.028151,2.0802,8.70,6
70,OldGuardNoBNB,4,0.859263,-4.3593,17.45,7
71,OldGuardNoBNB,4,0.859263,-4.3593,17.45,7
72,OldGuardNoBNB,4,0.859263,-4.3593,17.45,7
73,OldGuardNoBNB,4,0.723140,-6.0582,30.30,7
74,OldGuardNoBNB,4,1.018142,1.5315,8.70,6
75,OldGuardNoBNB,4,0.869195,-3.7361,22.82,8
76,OldGuardNoBNB,4,0.677431,-13.9231,32.63,8
77,OldGuardNoBNB,4,0.807817,-11.6412,19.66,7
78,OldGuardNoBNB,4,1.036490,2.3460,8.70,7
79,OldGuardNoBNB,4,0.670545,-14.1523,33.09,8
80,OldGuardNoBNB,4,0.692266,-14.4385,30.92,8
1,OldGuardNoBNB,5,0.570937,-3.4801,48.71,13
2,OldGuardNoBNB,5,0.570937,-3.4801,48.71,13
3,OldGuardNoBNB,5,0.866747,-0.1988,44.37,13
4,OldGuardNoBNB,5,0.866747,-0.1988,44.37,13
5,OldGuardNoBNB,5,0.973601,0.8264,33.70,12
6,OldGuardNoBNB,5,0.973601,0.8264,33.70,12
7,OldGuardNoBNB,5,0.973601,0.8264,33.70,12
8,OldGuardNoBNB,5,0.853899,-1.0936,36.59,12
9,OldGuardNoBNB,5,0.876262,-0.7526,34.93,12
10,OldGuardNoBNB,5,0.513856,-4.8853,49.66,13
11,OldGuardNoBNB,5,0.570489,-3.4872,48.71,13
12,OldGuardNoBNB,5,0.672099,-1.5984,48.71,13
13,OldGuardNoBNB,5,0.672099,-1.5984,48.71,13
14,OldGuardNoBNB,5,0.623610,-2.3711,53.76,11
15,OldGuardNoBNB,5,0.607737,-3.8196,54.94,11
16,OldGuardNoBNB,5,0.738555,-1.2103,44.90,11
17,OldGuardNoBNB,5,0.614320,-2.4235,50.94,12
18,OldGuardNoBNB,5,0.614320,-2.4235,50.94,12
19,OldGuardNoBNB,5,0.605169,-2.7859,49.66,12
20,OldGuardNoBNB,5,0.514591,-4.4617,57.19,11
21,OldGuardNoBNB,5,0.722111,-2.2785,33.94,9
22,OldGuardNoBNB,5,0.598324,-4.8793,45.26,11
23,OldGuardNoBNB,5,0.658024,-3.4407,45.26,11
24,OldGuardNoBNB,5,0.558736,-6.6705,45.26,12
25,OldGuardNoBNB,5,0.398598,-8.9689,63.53,11
26,OldGuardNoBNB,5,0.536799,-4.8249,58.06,12
27,OldGuardNoBNB,5,0.448823,-7.9269,59.83,11
28,OldGuardNoBNB,5,0.405621,-8.1534,69.93,10
29,OldGuardNoBNB,5,0.420150,-9.3736,61.56,11
30,OldGuardNoBNB,5,0.487669,-6.3448,61.06,11
31,OldGuardNoBNB,5,0.493646,-7.3971,58.94,10
32,OldGuardNoBNB,5,0.604753,-4.6222,52.77,10
33,OldGuardNoBNB,5,0.926542,0.0179,35.01,10
34,OldGuardNoBNB,5,0.535607,-6.6066,57.25,10
35,OldGuardNoBNB,5,0.965757,0.8811,39.26,10
36,OldGuardNoBNB,5,0.717700,-4.4917,40.46,9
37,OldGuardNoBNB,5,0.804583,-1.1647,45.36,12
38,OldGuardNoBNB,5,0.903774,-0.2319,35.37,11
39,OldGuardNoBNB,5,0.728002,-3.9212,43.50,9
40,OldGuardNoBNB,5,0.661953,-6.0229,43.50,9
41,OldGuardNoBNB,5,0.969344,0.5191,28.42,10
42,OldGuardNoBNB,5,1.291293,5.8684,13.95,8
43,OldGuardNoBNB,5,0.937332,-0.1828,27.25,10
44,OldGuardNoBNB,5,0.623238,-5.3221,50.39,10
45,OldGuardNoBNB,5,0.724722,-4.4184,39.71,9
46,OldGuardNoBNB,5,0.663755,-5.9926,44.79,8
47,OldGuardNoBNB,5,0.607919,-6.3772,49.43,9
48,OldGuardNoBNB,5,0.691885,-3.2506,50.05,9
49,OldGuardNoBNB,5,0.834322,-2.1932,28.34,8
50,OldGuardNoBNB,5,0.731964,-3.4705,33.04,9
51,OldGuardNoBNB,5,0.550906,-6.2085,49.60,10
52,OldGuardNoBNB,5,0.580278,-5.2191,51.73,10
53,OldGuardNoBNB,5,0.631556,-4.3208,47.46,9
54,OldGuardNoBNB,5,0.391617,-10.6538,64.17,9
55,OldGuardNoBNB,5,0.365214,-11.9429,66.59,9
56,OldGuardNoBNB,5,0.423138,-8.7354,62.14,10
57,OldGuardNoBNB,5,0.400165,-9.8317,61.20,11
58,OldGuardNoBNB,5,0.450730,-11.4760,56.30,9
59,OldGuardNoBNB,5,0.474981,-10.7112,53.95,9
60,OldGuardNoBNB,5,0.414600,-14.6482,58.54,7
61,OldGuardNoBNB,5,0.550056,-8.2020,47.03,8
62,OldGuardNoBNB,5,0.485823,-10.4240,51.42,9
63,OldGuardNoBNB,5,0.659948,-7.3352,34.01,8
64,OldGuardNoBNB,5,0.688819,-5.8831,34.24,8
65,OldGuardNoBNB,5,0.434355,-15.3788,56.56,8
66,OldGuardNoBNB,5,0.550220,-6.5337,50.77,9
67,OldGuardNoBNB,5,0.529468,-6.9864,53.42,9
68,OldGuardNoBNB,5,0.476875,-10.6888,56.37,7
69,OldGuardNoBNB,5,0.453747,-11.5081,58.49,7
70,OldGuardNoBNB,5,0.625980,-7.5949,42.73,6
71,OldGuardNoBNB,5,0.454927,-11.7367,58.38,6
72,OldGuardNoBNB,5,0.538276,-8.6249,50.76,7
73,OldGuardNoBNB,5,0.432318,-11.5483,60.45,8
74,OldGuardNoBNB,5,0.441129,-12.0059,58.60,7
75,OldGuardNoBNB,5,0.554380,-7.4363,53.54,7
76,OldGuardNoBNB,5,0.417588,-11.6820,61.30,8
77,OldGuardNoBNB,5,0.417588,-11.6820,61.30,8
78,OldGuardNoBNB,5,0.689716,-6.8165,36.08,6
79,OldGuardNoBNB,5,0.733935,-3.6987,35.83,8
80,OldGuardNoBNB,5,0.749015,-3.5945,31.94,7
1,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
2,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
3,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
4,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
5,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
6,OldGuardNoBNB,6,1.610239,7.9170,22.02,11
7,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
8,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
9,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
10,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
11,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
12,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
13,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
14,OldGuardNoBNB,6,1.327287,4.9380,22.02,12
15,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
16,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
17,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
18,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
19,OldGuardNoBNB,6,1.758188,10.1604,14.86,10
20,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
21,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
22,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
23,OldGuardNoBNB,6,1.758188,10.1604,14.86,10
24,OldGuardNoBNB,6,1.758188,10.1604,14.86,10
25,OldGuardNoBNB,6,1.536314,9.1321,14.86,10
26,OldGuardNoBNB,6,1.422137,7.7677,14.86,10
27,OldGuardNoBNB,6,1.422137,7.7677,14.86,10
28,OldGuardNoBNB,6,1.610239,7.9170,22.02,11
29,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
30,OldGuardNoBNB,6,1.449238,6.6243,16.34,11
31,OldGuardNoBNB,6,1.758188,10.1604,14.86,10
32,OldGuardNoBNB,6,1.422137,7.7677,14.86,10
33,OldGuardNoBNB,6,1.422137,7.7677,14.86,10
34,OldGuardNoBNB,6,1.302466,5.4984,22.02,11
35,OldGuardNoBNB,6,2.005754,14.8473,6.87,9
36,OldGuardNoBNB,6,1.653302,9.8410,16.34,10
37,OldGuardNoBNB,6,1.622384,12.7444,7.92,9
38,OldGuardNoBNB,6,1.752638,14.5568,6.87,9
39,OldGuardNoBNB,6,1.301045,5.9838,21.22,10
40,OldGuardNoBNB,6,1.622384,12.7444,7.92,9
41,OldGuardNoBNB,6,1.384805,7.6690,16.15,10
42,OldGuardNoBNB,6,1.485863,9.0534,11.04,10
43,OldGuardNoBNB,6,1.500722,6.9128,25.66,11
44,OldGuardNoBNB,6,1.638609,8.9929,18.83,10
45,OldGuardNoBNB,6,1.213881,4.3261,26.50,11
46,OldGuardNoBNB,6,1.240067,4.6439,22.02,11
47,OldGuardNoBNB,6,1.302466,5.4984,22.02,11
48,OldGuardNoBNB,6,1.302466,5.4984,22.02,11
49,OldGuardNoBNB,6,1.213881,4.3261,26.50,11
50,OldGuardNoBNB,6,1.302466,5.4984,22.02,11
51,OldGuardNoBNB,6,1.302466,5.4984,22.02,11
52,OldGuardNoBNB,6,1.610239,7.9170,22.02,11
53,OldGuardNoBNB,6,1.213881,4.3261,26.50,11
54,OldGuardNoBNB,6,1.325413,6.4587,19.74,10
55,OldGuardNoBNB,6,1.216155,4.6787,26.36,10
56,OldGuardNoBNB,6,1.519086,7.5520,22.02,11
57,OldGuardNoBNB,6,1.758188,10.1604,14.86,10
58,OldGuardNoBNB,6,1.758188,10.1604,14.86,10
59,OldGuardNoBNB,6,1.758188,10.1604,14.86,10
60,OldGuardNoBNB,6,1.405059,7.4728,14.92,10
61,OldGuardNoBNB,6,1.758188,10.1604,14.86,10
62,OldGuardNoBNB,6,1.411484,7.5754,14.86,10
63,OldGuardNoBNB,6,1.411484,7.5754,14.86,10
64,OldGuardNoBNB,6,1.397672,7.3415,15.37,10
65,OldGuardNoBNB,6,1.431835,6.4137,17.34,11
66,OldGuardNoBNB,6,1.816872,11.6396,14.86,9
67,OldGuardNoBNB,6,1.737075,9.8956,14.86,10
68,OldGuardNoBNB,6,1.508708,9.8976,14.86,9
69,OldGuardNoBNB,6,1.737075,9.8956,14.86,10
70,OldGuardNoBNB,6,1.508708,9.8976,14.86,9
71,OldGuardNoBNB,6,1.347359,6.5820,18.41,10
72,OldGuardNoBNB,6,1.394535,7.2857,15.56,10
73,OldGuardNoBNB,6,1.759629,12.2718,14.86,9
74,OldGuardNoBNB,6,1.449012,6.6215,16.35,11
75,OldGuardNoBNB,6,1.421914,7.7639,14.86,10
76,OldGuardNoBNB,6,1.292508,5.3436,22.02,11
77,OldGuardNoBNB,6,1.375810,5.7287,22.02,11
78,OldGuardNoBNB,6,1.488450,7.4557,22.02,10
79,OldGuardNoBNB,6,1.311348,4.7585,22.02,12
80,OldGuardNoBNB,6,1.444271,6.2691,25.66,11
1,LargeCaps5,0,2.872096,8.2791,42.71,12
2,LargeCaps5,0,4.410666,10.8045,45.36,11
3,LargeCaps5,0,2.879360,10.0294,45.36,11
4,LargeCaps5,0,2.879360,10.0294,45.36,11
5,LargeCaps5,0,2.879360,10.0294,45.36,11
6,LargeCaps5,0,3.525409,12.9752,33.10,10
7,LargeCaps5,0,3.286243,12.1139,37.64,10
8,LargeCaps5,0,3.303316,12.1548,37.64,10
9,LargeCaps5,0,3.525409,12.9752,33.10,10
10,LargeCaps5,0,3.286243,12.1139,37.64,10
11,LargeCaps5,0,3.303316,12.1548,37.64,10
12,LargeCaps5,0,3.303316,12.1548,37.64,10
13,LargeCaps5,0,2.780284,10.5726,37.64,10
14,LargeCaps5,0,3.286243,12.1139,37.64,10
15,LargeCaps5,0,3.303316,12.1548,37.64,10
16,LargeCaps5,0,3.389016,12.4864,35.69,10
17,LargeCaps5,0,3.406623,12.5278,35.69,10
18,LargeCaps5,0,2.874681,8.3065,50.59,11
19,LargeCaps5,0,4.172504,12.4141,28.29,9
20,LargeCaps5,0,2.982628,11.3589,33.10,10
21,LargeCaps5,0,2.982628,11.3589,33.10,10
22,LargeCaps5,0,2.982628,11.3589,33.10,10
23,LargeCaps5,0,2.982628,11.3589,33.10,10
24,LargeCaps5,0,2.683823,7.7816,33.10,10
25,LargeCaps5,0,2.683823,7.7816,33.10,10
26,LargeCaps5,0,2.683823,7.7816,33.10,10
27,LargeCaps5,0,4.592225,10.6462,33.10,10
28,LargeCaps5,0,2.683823,7.7816,33.10,10
29,LargeCaps5,0,2.683823,7.7816,33.10,10
30,LargeCaps5,0,2.683823,7.7816,33.10,10
31,LargeCaps5,0,2.683823,7.7816,33.10,10
32,LargeCaps5,0,2.683823,7.7816,33.10,10
33,LargeCaps5,0,4.592225,10.6462,33.10,10
34,LargeCaps5,0,4.592225,10.6462,33.10,10
35,LargeCaps5,0,2.754240,9.0083,33.10,10
36,LargeCaps5,0,4.195161,12.8441,33.10,9
37,LargeCaps5,0,3.642855,12.6159,33.10,9
38,LargeCaps5,0,3.642855,12.6159,33.10,9
39,LargeCaps5,0,2.670924,10.9903,33.10,9
40,LargeCaps5,0,2.683823,7.7816,33.10,10
41,LargeCaps5,0,4.592225,10.6462,33.10,10
42,LargeCaps5,0,2.754240,9.0083,33.10,10
43,LargeCaps5,0,4.592225,10.6462,33.10,10
44,LargeCaps5,0,2.069364,9.1567,33.10,9
45,LargeCaps5,0,3.079621,9.1744,33.10,9
46,LargeCaps5,0,5.296844,12.4113,33.10,9
47,LargeCaps5,0,5.296844,12.4113,33.10,9
48,LargeCaps5,0,3.299949,11.4510,33.10,9
49,LargeCaps5,0,1.997711,7.6172,33.10,9
50,LargeCaps5,0,1.643803,6.0467,33.10,9
51,LargeCaps5,0,3.156981,12.7034,33.10,9
52,LargeCaps5,0,2.724100,11.8024,33.10,9
53,LargeCaps5,0,2.204236,10.3287,33.10,8
54,LargeCaps5,0,2.215688,10.3782,33.10,8
55,LargeCaps5,0,2.215688,10.3782,33.10,8
56,LargeCaps5,0,2.775587,10.4156,33.10,8
57,LargeCaps5,0,0.957974,1.5369,33.10,8
58,LargeCaps5,0,0.814348,0.2580,35.06,8
59,LargeCaps5,0,2.672980,8.8571,33.10,8
60,LargeCaps5,0,2.672980,8.8571,33.10,8
61,LargeCaps5,0,1.254069,4.9133,33.10,7
62,LargeCaps5,0,1.864866,8.5054,33.10,8
63,LargeCaps5,0,2.204236,10.3287,33.10,8
64,LargeCaps5,0,1.452358,6.3177,33.10,8
65,LargeCaps5,0,2.091616,8.8451,33.10,8
66,LargeCaps5,0,2.091616,8.8451,33.10,8
67,LargeCaps5,0,2.249639,8.9202,33.10,8
68,LargeCaps5,0,1.864866,8.5054,33.10,8
69,LargeCaps5,0,2.151878,8.8848,33.10,8
70,LargeCaps5,0,1.864866,8.5054,33.10,8
71,LargeCaps5,0,1.864866,8.5054,33.10,8
72,LargeCaps5,0,1.864866,8.5054,33.10,8
73,LargeCaps5,0,1.864866,8.5054,33.10,8
74,LargeCaps5,0,1.864866,8.5054,33.10,8
75,LargeCaps5,0,1.864866,8.5054,33.10,8
76,LargeCaps5,0,1.254069,4.9133,33.10,7
77,LargeCaps5,0,1.254069,4.9133,33.10,7
78,LargeCaps5,0,1.254069,4.9133,33.10,7
79,LargeCaps5,0,1.254069,4.9133,33.10,7
80,LargeCaps5,0,1.254069,4.9133,33.10,7
1,LargeCaps5,1,1.471290,8.5926,18.30,10
2,LargeCaps5,1,1.457522,7.5105,18.30,10
3,LargeCaps5,1,1.471290,8.5926,18.30,10
4,LargeCaps5,1,1.471290,8.5926,18.30,10
5,LargeCaps5,1,1.471290,8.5926,18.30,10
6,LargeCaps5,1,1.471290,8.5926,18.30,10
7,LargeCaps5,1,1.471290,8.5926,18.30,10
8,LargeCaps5,1,1.457522,7.5105,18.30,10
9,LargeCaps5,1,1.471290,8.5926,18.30,10
10,LargeCaps5,1,1.457522,7.5105,18.30,10
11,LargeCaps5,1,1.457522,7.5105,18.30,10
12,LargeCaps5,1,1.457522,7.5105,18.30,10
13,LargeCaps5,1,1.457522,7.5105,18.30,10
14,LargeCaps5,1,1.457522,7.5105,18.30,10
15,LargeCaps5,1,1.457522,7.5105,18.30,10
16,LargeCaps5,1,1.457522,7.5105,18.30,10
17,LargeCaps5,1,1.378754,6.6405,18.30,10
18,LargeCaps5,1,1.332348,6.0325,18.30,10
19,LargeCaps5,1,0.616286,-0.7329,61.03,10
20,LargeCaps5,1,0.452032,-3.1315,65.51,10
21,LargeCaps5,1,0.452032,-3.1315,65.51,10
22,LargeCaps5,1,0.452032,-3.1315,65.51,10
23,LargeCaps5,1,1.457522,7.5105,18.30,10
24,LargeCaps5,1,0.452032,-3.1315,65.51,10
25,LargeCaps5,1,1.457522,7.5105,18.30,10
26,LargeCaps5,1,1.457522,7.5105,18.30,10
27,LargeCaps5,1,0.452032,-3.1315,65.51,10
28,LargeCaps5,1,0.452032,-3.1315,65.51,10
29,LargeCaps5,1,1.313400,6.1328,18.30,10
30,LargeCaps5,1,1.242421,5.1793,18.30,10
31,LargeCaps5,1,1.242421,5.1793,18.30,10
32,LargeCaps5,1,1.391778,7.6480,18.30,10
33,LargeCaps5,1,1.344934,6.9436,18.30,10
34,LargeCaps5,1,1.471290,8.5926,18.30,10
35,LargeCaps5,1,1.391778,7.6480,18.30,10
36,LargeCaps5,1,1.391778,7.6480,18.30,10
37,LargeCaps5,1,1.344934,6.9436,18.30,10
38,LargeCaps5,1,1.397453,7.6907,18.30,10
39,LargeCaps5,1,1.384838,7.5236,18.30,10
40,LargeCaps5,1,1.268470,6.1138,18.30,9
41,LargeCaps5,1,1.384838,7.5236,18.30,10
42,LargeCaps5,1,1.269025,5.5662,18.74,10
43,LargeCaps5,1,1.269025,5.5662,18.74,10
44,LargeCaps5,1,0.517029,-2.4487,61.56,10
45,LargeCaps5,1,0.539040,-2.3187,61.03,10
46,LargeCaps5,1,0.624864,-0.1242,64.28,10
47,LargeCaps5,1,0.520321,-2.7930,61.03,9
48,LargeCaps5,1,0.520321,-2.7930,61.03,9
49,LargeCaps5,1,0.573230,-1.7028,61.03,10
50,LargeCaps5,1,0.482494,-2.6279,65.36,9
51,LargeCaps5,1,1.344362,7.6878,18.74,8
52,LargeCaps5,1,1.471290,8.5926,18.30,10
53,LargeCaps5,1,1.633229,10.4164,22.06,10
54,LargeCaps5,1,1.621099,11.4493,18.74,9
55,LargeCaps5,1,1.504449,10.0863,18.74,9
56,LargeCaps5,1,1.453813,9.2721,18.74,9
57,LargeCaps5,1,1.504449,10.0863,18.74,9
58,LargeCaps5,1,1.590399,11.1398,18.74,9
59,LargeCaps5,1,1.504449,10.0863,18.74,9
60,LargeCaps5,1,1.295060,4.9834,41.44,10
61,LargeCaps5,1,1.711996,11.8296,18.30,10
62,LargeCaps5,1,1.524552,10.1500,18.30,9
63,LargeCaps5,1,1.619661,10.8668,18.29,10
64,LargeCaps5,1,1.482150,9.3203,20.57,9
65,LargeCaps5,1,1.393028,8.1091,21.08,9
66,LargeCaps5,1,1.442161,9.1074,18.30,9
67,LargeCaps5,1,1.393781,8.3172,18.29,9
68,LargeCaps5,1,1.221895,5.6494,21.08,8
69,LargeCaps5,1,1.042351,1.8391,26.79,9
70,LargeCaps5,1,1.221895,5.6494,21.08,8
71,LargeCaps5,1,1.408340,9.1548,18.74,8
72,LargeCaps5,1,1.301300,7.2596,18.74,8
73,LargeCaps5,1,1.301300,7.2596,18.74,8
74,LargeCaps5,1,1.149782,3.9664,28.20,8
75,LargeCaps5,1,1.038165,1.9914,35.20,8
76,LargeCaps5,1,1.059135,2.2216,35.20,9
77,LargeCaps5,1,1.059135,2.2216,35.20,9
78,LargeCaps5,1,1.192175,4.5680,18.30,9
79,LargeCaps5,1,1.192175,4.5680,18.30,9
80,LargeCaps5,1,1.192175,4.5680,18.30,9
1,LargeCaps5,2,2.054080,8.1977,20.30,13
2,LargeCaps5,2,2.054080,8.1977,20.30,13
3,LargeCaps5,2,2.054080,8.1977,20.30,13
4,LargeCaps5,2,2.054080,8.1977,20.30,13
5,LargeCaps5,2,2.054080,8.1977,20.30,13
6,LargeCaps5,2,2.054080,8.1977,20.30,13
7,LargeCaps5,2,2.054080,8.1977,20.30,13
8,LargeCaps5,2,2.054080,8.1977,20.30,13
9,LargeCaps5,2,2.459096,9.9379,20.30,12
10,LargeCaps5,2,2.069589,8.6860,20.30,12
11,LargeCaps5,2,2.069589,8.6860,20.30,12
12,LargeCaps5,2,1.631820,5.9715,36.51,12
13,LargeCaps5,2,1.631820,5.9715,36.51,12
14,LargeCaps5,2,1.956725,8.0114,22.10,12
15,LargeCaps5,2,1.811402,7.3416,22.10,12
16,LargeCaps5,2,1.524635,5.4005,36.51,12
17,LargeCaps5,2,1.919159,7.6349,20.30,13
18,LargeCaps5,2,2.044328,8.7899,20.30,12
19,LargeCaps5,2,2.059765,9.3692,20.30,11
20,LargeCaps5,2,1.631820,5.9715,36.51,12
21,LargeCaps5,2,2.069589,8.6860,20.30,12
22,LargeCaps5,2,2.069589,8.6860,20.30,12
23,LargeCaps5,2,1.524635,5.4005,36.51,12
24,LargeCaps5,2,2.146899,7.8799,22.10,13
25,LargeCaps5,2,1.828199,7.4167,22.10,12
26,LargeCaps5,2,1.811402,7.3416,22.10,12
27,LargeCaps5,2,1.938747,7.9379,22.10,12
28,LargeCaps5,2,1.733843,6.8966,24.74,12
29,LargeCaps5,2,1.733843,6.8966,24.74,12
30,LargeCaps5,2,1.619957,6.2857,24.74,12
31,LargeCaps5,2,1.933650,8.0871,20.30,12
32,LargeCaps5,2,1.913550,8.4590,20.30,11
33,LargeCaps5,2,2.140625,8.7180,22.10,11
34,LargeCaps5,2,1.508787,5.5752,36.51,11
35,LargeCaps5,2,1.792573,7.6544,22.10,11
36,LargeCaps5,2,1.792573,7.6544,22.10,11
37,LargeCaps5,2,1.792573,7.6544,22.10,11
38,LargeCaps5,2,1.874514,8.2509,22.10,11
39,LargeCaps5,2,1.733843,6.8966,24.74,12
40,LargeCaps5,2,1.733843,6.8966,24.74,12
41,LargeCaps5,2,1.733843,6.8966,24.74,12
42,LargeCaps5,2,1.938747,7.9379,22.10,12
43,LargeCaps5,2,1.653097,6.4728,24.74,12
44,LargeCaps5,2,1.619957,6.2857,24.74,12
45,LargeCaps5,2,1.619957,6.2857,24.74,12
46,LargeCaps5,2,1.811402,7.3416,22.10,12
47,LargeCaps5,2,1.640247,6.4017,24.74,12
48,LargeCaps5,2,1.834090,7.4550,22.10,12
49,LargeCaps5,2,1.640247,6.4017,24.74,12
50,LargeCaps5,2,1.640247,6.4017,24.74,12
51,LargeCaps5,2,1.372585,4.4008,32.55,12
52,LargeCaps5,2,1.372585,4.4008,32.55,12
53,LargeCaps5,2,1.603118,6.5219,24.74,11
54,LargeCaps5,2,1.338981,4.4935,37.14,11
55,LargeCaps5,2,1.448167,5.0050,37.14,12
56,LargeCaps5,2,1.733843,6.8966,24.74,12
57,LargeCaps5,2,1.733843,6.8966,24.74,12
58,LargeCaps5,2,1.619957,6.2857,24.74,12
59,LargeCaps5,2,1.733843,6.8966,24.74,12
60,LargeCaps5,2,1.733843,6.8966,24.74,12
61,LargeCaps5,2,1.733843,6.8966,24.74,12
62,LargeCaps5,2,1.733843,6.8966,24.74,12
63,LargeCaps5,2,1.733843,6.8966,24.74,12
64,LargeCaps5,2,1.733843,6.8966,24.74,12
65,LargeCaps5,2,1.733843,6.8966,24.74,12
