hedge_threshold,size_mult,hedge_atr_p,pass_count,total_windows,pass_rate,avg_sharpe,avg_return,avg_dd,total_trades
90,0.85,40,63,63,100.00,8.1102,158.83,28.23,787
65,0.65,60,63,63,100.00,8.1100,134.14,26.14,787
25,0.80,40,63,63,100.00,8.1097,136.41,25.64,787
85,0.85,55,63,63,100.00,8.1096,157.99,28.08,787
80,0.80,20,63,63,100.00,8.1095,154.50,27.46,787
80,0.85,40,63,63,100.00,8.1089,157.50,27.95,787
0,0.85,45,63,63,100.00,8.1088,139.30,25.23,787
5,0.75,40,63,63,100.00,8.1087,124.17,23.35,787
85,0.55,20,63,63,100.00,8.1087,139.33,26.30,787
90,0.85,45,63,63,100.00,8.1084,158.48,28.09,787
90,0.85,50,63,63,100.00,8.1078,158.96,28.15,787
85,0.85,45,63,63,100.00,8.1070,158.76,28.06,787
15,0.65,30,63,63,100.00,8.1066,116.74,22.94,787
85,0.75,35,63,63,100.00,8.1056,150.32,27.54,787
10,0.50,35,63,63,100.00,8.1053,83.59,18.00,787
85,0.65,20,63,63,100.00,8.1049,147.49,26.98,787
90,0.75,35,63,63,100.00,8.1049,152.96,27.74,787
75,0.85,60,63,63,100.00,8.1047,156.54,27.90,787
20,0.80,20,63,63,100.00,8.1046,136.18,24.90,787
35,0.85,15,63,63,100.00,8.1036,147.29,26.24,787
80,0.50,35,63,63,100.00,8.1034,122.44,25.47,787
85,0.50,35,63,63,100.00,8.1034,129.75,26.08,787
80,0.80,35,63,63,100.00,8.1029,151.33,27.57,787
35,0.85,5,63,63,100.00,8.1026,144.81,26.02,787
65,0.75,60,63,63,100.00,8.1016,140.13,26.63,787
0,0.85,30,63,63,100.00,8.1013,139.79,25.27,787
10,0.65,35,63,63,100.00,8.1012,115.44,22.54,787
0,0.55,55,63,63,100.00,8.1011,92.63,18.62,787
95,0.80,5,63,63,100.00,8.1007,155.54,28.88,787
30,0.85,5,63,63,100.00,8.1004,144.19,25.90,787
30,0.85,40,63,63,100.00,8.0997,146.21,26.51,787
80,0.85,25,63,63,100.00,8.0993,158.84,27.90,787
95,0.85,45,63,63,100.00,8.0993,159.13,28.33,787
0,0.65,55,63,63,100.00,8.0991,110.53,21.27,787
15,0.75,30,63,63,100.00,8.0988,125.32,24.00,787
85,0.75,20,63,63,100.00,8.0983,151.66,27.33,787
75,0.85,30,63,63,100.00,8.0978,156.51,27.74,787
95,0.55,20,63,63,100.00,8.0977,150.95,27.33,787
95,0.50,20,63,63,100.00,8.0966,145.35,26.97,787
10,0.85,40,63,63,100.00,8.0966,142.85,25.80,787
5,0.80,40,63,63,100.00,8.0964,133.29,24.53,787
75,0.90,5,63,63,100.00,8.0960,168.34,28.65,787
85,0.80,35,63,63,100.00,8.0955,154.73,27.86,787
75,0.85,20,63,63,100.00,8.0954,153.95,27.82,787
70,0.65,30,63,63,100.00,8.0954,140.01,26.42,787
85,0.50,20,63,63,100.00,8.0953,131.40,25.69,787
85,0.85,40,63,63,100.00,8.0952,158.53,28.20,787
15,0.85,25,63,63,100.00,8.0950,143.46,25.91,787
95,0.55,25,63,63,100.00,8.0949,147.44,27.28,787
20,0.85,25,63,63,100.00,8.0943,145.58,26.16,787
85,0.65,10,63,63,100.00,8.0941,148.60,27.33,787
90,0.80,35,63,63,100.00,8.0939,156.85,28.02,787
80,0.85,20,63,63,100.00,8.0939,159.11,27.87,787
80,0.85,50,63,63,100.00,8.0938,157.09,28.02,787
10,0.75,35,63,63,100.00,8.0931,124.22,23.66,787
0,0.75,55,63,63,100.00,8.0928,120.03,22.61,787
95,0.55,35,63,63,100.00,8.0927,142.56,27.09,787
25,0.85,40,63,63,100.00,8.0927,145.20,26.50,787
50,0.90,15,63,63,100.00,8.0922,165.68,28.34,787
80,0.90,10,63,63,100.00,8.0921,166.92,28.70,787
70,0.55,25,63,63,100.00,8.0918,123.73,25.55,787
70,0.75,30,63,63,100.00,8.0917,145.27,26.86,787
95,0.65,35,63,63,100.00,8.0916,149.88,27.59,787
65,0.80,60,63,63,100.00,8.0913,146.33,27.11,787
85,0.75,10,63,63,100.00,8.0906,152.49,27.60,787
70,0.65,25,63,63,100.00,8.0905,134.87,26.42,787
70,0.55,30,63,63,100.00,8.0905,129.87,25.55,787
95,0.55,30,63,63,100.00,8.0897,145.48,27.20,787
95,0.65,25,63,63,100.00,8.0896,153.71,27.72,787
10,0.55,30,63,63,100.00,8.0896,98.13,20.11,787
85,0.55,10,63,63,100.00,8.0895,141.09,26.80,787
80,0.65,15,63,63,100.00,8.0894,140.98,26.97,787
70,0.90,5,63,63,100.00,8.0892,167.00,28.54,787
80,0.85,35,63,63,100.00,8.0892,156.63,27.93,787
85,0.80,20,63,63,100.00,8.0892,155.88,27.67,787
80,0.90,5,63,63,100.00,8.0892,168.89,28.68,787
15,0.80,30,63,63,100.00,8.0889,134.23,25.04,787
95,0.65,20,63,63,100.00,8.0888,156.55,27.76,787
45,0.90,45,63,63,100.00,8.0887,165.00,28.33,787
80,0.65,30,63,63,100.00,8.0886,140.75,26.85,787
60,0.90,40,63,63,100.00,8.0886,165.12,28.54,787
65,0.90,5,63,63,100.00,8.0884,166.17,28.42,787
20,0.85,20,63,63,100.00,8.0882,145.07,25.97,787
45,0.90,10,63,63,100.00,8.0880,165.04,28.30,787
55,0.90,15,63,63,100.00,8.0880,165.86,28.37,787
0,0.80,35,63,63,100.00,8.0878,127.44,23.92,787
95,0.50,25,63,63,100.00,8.0876,141.33,26.90,787
15,0.80,15,63,63,100.00,8.0874,131.09,24.72,787
80,0.75,30,63,63,100.00,8.0874,145.83,27.21,787
55,0.90,20,63,63,100.00,8.0870,165.58,28.48,787
95,0.75,35,63,63,100.00,8.0868,153.63,27.85,787
80,0.75,15,63,63,100.00,8.0866,146.01,27.31,787
40,0.90,10,63,63,100.00,8.0862,164.74,28.27,787
65,0.90,50,63,63,100.00,8.0862,165.69,28.57,787
95,0.65,30,63,63,100.00,8.0858,152.08,27.65,787
70,0.75,25,63,63,100.00,8.0856,140.75,26.86,787
20,0.65,10,63,63,100.00,8.0856,117.91,22.82,787
60,0.90,5,63,63,100.00,8.0855,166.05,28.40,787
30,0.90,20,63,63,100.00,8.0853,164.58,28.12,787
75,0.90,15,63,63,100.00,8.0852,166.04,28.69,787
70,0.90,35,63,63,100.00,8.0851,166.69,28.66,787
95,0.85,5,63,63,100.00,8.0850,159.92,28.94,787
10,0.80,25,63,63,100.00,8.0849,131.51,24.59,787
70,0.80,30,63,63,100.00,8.0849,150.65,27.29,787
65,0.90,40,63,63,100.00,8.0849,165.08,28.62,787
10,0.65,30,63,63,100.00,8.0845,114.83,22.42,787
65,0.90,10,63,63,100.00,8.0843,166.76,28.54,787
20,0.75,10,63,63,100.00,8.0842,126.47,23.90,787
85,0.80,10,63,63,100.00,8.0840,156.48,27.87,787
0,0.80,55,63,63,100.00,8.0840,129.92,23.94,787
65,0.90,35,63,63,100.00,8.0840,166.16,28.57,787
50,0.90,5,63,63,100.00,8.0838,164.95,28.29,787
10,0.50,30,63,63,100.00,8.0836,82.72,17.78,787
95,0.75,25,63,63,100.00,8.0836,156.90,27.96,787
10,0.80,35,63,63,100.00,8.0834,133.34,24.78,787
80,0.55,15,63,63,100.00,8.0834,131.37,26.31,787
85,0.85,35,63,63,100.00,8.0831,159.23,28.17,787
20,0.90,5,63,63,100.00,8.0829,162.72,27.92,787
55,0.90,40,63,63,100.00,8.0828,164.73,28.48,787
5,0.85,40,63,63,100.00,8.0827,142.77,25.70,787
45,0.90,40,63,63,100.00,8.0825,164.57,28.30,787
60,0.90,35,63,63,100.00,8.0824,165.06,28.54,787
80,0.80,30,63,63,100.00,8.0824,151.05,27.57,787
70,0.90,20,63,63,100.00,8.0823,166.04,28.65,787
95,0.75,20,63,63,100.00,8.0819,159.35,27.99,787
60,0.90,45,63,63,100.00,8.0819,165.29,28.56,787
90,0.65,30,63,63,100.00,8.0817,149.03,27.49,787
15,0.80,20,63,63,100.00,8.0813,132.47,24.75,787
90,0.85,35,63,63,100.00,8.0813,160.84,28.29,787
80,0.80,15,63,63,100.00,8.0809,151.18,27.65,787
65,0.90,45,63,63,100.00,8.0808,165.28,28.60,787
95,0.50,30,63,63,100.00,8.0807,139.13,26.80,787
95,0.75,30,63,63,100.00,8.0805,155.48,27.90,787
55,0.90,5,63,63,100.00,8.0804,165.51,28.36,787
75,0.90,40,63,63,100.00,8.0803,166.93,28.72,787
90,0.55,30,63,63,100.00,8.0800,141.64,26.95,787
0,0.50,55,63,63,100.00,8.0799,76.16,15.97,787
70,0.90,15,63,63,100.00,8.0798,166.09,28.63,787
95,0.80,35,63,63,100.00,8.0798,157.45,28.10,787
55,0.90,10,63,63,100.00,8.0797,166.24,28.40,787
10,0.80,15,63,63,100.00,8.0795,129.99,24.63,787
65,0.85,60,63,63,100.00,8.0793,152.75,27.59,787
40,0.90,45,63,63,100.00,8.0793,164.72,28.27,787
50,0.90,30,63,63,100.00,8.0791,164.97,28.41,787
10,0.75,30,63,63,100.00,8.0791,123.69,23.57,787
20,0.80,10,63,63,100.00,8.0791,135.30,24.96,787
40,0.90,25,63,63,100.00,8.0790,164.98,28.36,787
40,0.90,15,63,63,100.00,8.0790,165.09,28.24,787
75,0.90,35,63,63,100.00,8.0787,166.71,28.72,787
70,0.80,25,63,63,100.00,8.0786,146.84,27.29,787
90,0.75,30,63,63,100.00,8.0784,152.86,27.76,787
95,0.50,35,63,63,100.00,8.0782,135.50,26.67,787
85,0.85,20,63,63,100.00,8.0781,160.17,28.03,787
40,0.90,50,63,63,100.00,8.0781,164.84,28.28,787
45,0.90,30,63,63,100.00,8.0777,164.85,28.36,787
0,0.85,25,63,63,100.00,8.0774,139.86,25.25,787
80,0.55,30,63,63,100.00,8.0774,131.00,26.14,787
50,0.90,50,63,63,100.00,8.0774,165.26,28.41,787
15,0.85,30,63,63,100.00,8.0773,143.49,26.07,787
60,0.90,50,63,63,100.00,8.0773,165.42,28.57,787
55,0.90,25,63,63,100.00,8.0772,165.36,28.49,787
65,0.90,20,63,63,100.00,8.0771,165.68,28.60,787
35,0.90,10,63,63,100.00,8.0770,164.66,28.25,787
35,0.90,45,63,63,100.00,8.0767,164.55,28.27,787
85,0.75,30,63,63,100.00,8.0761,149.46,27.47,787
95,0.80,25,63,63,100.00,8.0760,160.13,28.20,787
35,0.90,50,63,63,100.00,8.0759,164.64,28.27,787
45,0.90,35,63,63,100.00,8.0759,164.29,28.30,787
50,0.90,35,63,63,100.00,8.0758,164.37,28.37,787
85,0.65,30,63,63,100.00,8.0757,144.98,27.14,787
70,0.90,45,63,63,100.00,8.0755,165.22,28.66,787
70,0.85,30,63,63,100.00,8.0755,156.15,27.73,787
85,0.90,60,63,63,100.00,8.0752,168.51,28.74,787
50,0.90,10,63,63,100.00,8.0751,165.34,28.35,787
50,0.90,40,63,63,100.00,8.0750,164.66,28.38,787
85,0.85,10,63,63,100.00,8.0749,160.56,28.18,787
0,0.85,35,63,63,100.00,8.0749,138.28,25.24,787
15,0.85,15,63,63,100.00,8.0748,141.12,25.83,787
50,0.90,45,63,63,100.00,8.0745,164.81,28.42,787
90,0.90,60,63,63,100.00,8.0744,169.10,28.75,787
60,0.90,20,63,63,100.00,8.0744,165.43,28.55,787
25,0.90,5,63,63,100.00,8.0744,163.39,28.05,787
80,0.85,30,63,63,100.00,8.0743,156.41,27.94,787
70,0.90,50,63,63,100.00,8.0743,165.22,28.68,787
20,0.90,15,63,63,100.00,8.0742,163.88,28.05,787
75,0.90,45,63,63,100.00,8.0740,166.50,28.72,787
95,0.80,20,63,63,100.00,8.0739,162.16,28.22,787
60,0.90,10,63,63,100.00,8.0739,166.23,28.44,787
95,0.80,30,63,63,100.00,8.0737,158.93,28.15,787
75,0.90,10,63,63,100.00,8.0736,165.97,28.70,787
50,0.90,20,63,63,100.00,8.0735,164.98,28.45,787
0,0.85,55,63,63,100.00,8.0735,140.20,25.26,787
95,0.65,40,63,63,100.00,8.0734,145.87,27.57,787
10,0.90,5,63,63,100.00,8.0733,162.41,27.87,787
85,0.80,30,63,63,100.00,8.0731,154.04,27.80,787
20,0.55,10,63,63,100.00,8.0730,101.58,20.67,787
90,0.80,30,63,63,100.00,8.0730,156.77,28.04,787
10,0.85,25,63,63,100.00,8.0729,141.42,25.75,787
55,0.90,30,63,63,100.00,8.0727,165.30,28.52,787
10,0.85,35,63,63,100.00,8.0726,142.81,25.88,787
80,0.85,15,63,63,100.00,8.0725,156.51,28.01,787
85,0.90,5,63,63,100.00,8.0724,168.56,28.84,787
10,0.80,30,63,63,100.00,8.0723,132.90,24.70,787
65,0.90,15,63,63,100.00,8.0721,166.15,28.60,787
95,0.75,40,63,63,100.00,8.0720,150.19,27.83,787
35,0.90,20,63,63,100.00,8.0718,165.23,28.26,787
50,0.90,55,63,63,100.00,8.0718,165.39,28.47,787
15,0.90,35,63,63,100.00,8.0717,163.26,28.08,787
40,0.75,5,63,63,100.00,8.0715,127.88,24.71,787
30,0.90,10,63,63,100.00,8.0714,164.63,28.18,787
70,0.90,40,63,63,100.00,8.0713,166.05,28.68,787
65,0.90,30,63,63,100.00,8.0712,165.56,28.62,787
95,0.90,60,63,63,100.00,8.0712,168.78,28.82,787
20,0.85,10,63,63,100.00,8.0711,144.41,26.02,787
95,0.85,35,63,63,100.00,8.0708,161.34,28.35,787
40,0.65,5,63,63,100.00,8.0707,119.63,23.85,787
15,0.85,20,63,63,100.00,8.0706,142.18,25.86,787
5,0.65,35,63,63,100.00,8.0703,113.16,22.20,787
95,0.90,55,63,63,100.00,8.0702,169.04,28.84,787
25,0.90,10,63,63,100.00,8.0701,163.72,28.12,787
70,0.85,25,63,63,100.00,8.0699,153.15,27.73,787
60,0.90,15,63,63,100.00,8.0698,165.40,28.53,787
85,0.65,15,63,63,100.00,8.0696,142.97,27.23,787
70,0.90,60,63,63,100.00,8.0696,166.81,28.66,787
35,0.90,55,63,63,100.00,8.0696,164.29,28.27,787
0,0.90,60,63,63,100.00,8.0694,162.29,27.83,787
25,0.65,35,63,63,100.00,8.0693,120.47,23.94,787
55,0.90,35,63,63,100.00,8.0691,164.44,28.49,787
40,0.80,5,63,63,100.00,8.0690,136.41,25.56,787
70,0.90,55,63,63,100.00,8.0689,166.89,28.66,787
65,0.90,25,63,63,100.00,8.0689,165.66,28.63,787
5,0.75,35,63,63,100.00,8.0688,122.29,23.39,787
55,0.90,45,63,63,100.00,8.0686,165.02,28.47,787
50,0.90,25,63,63,100.00,8.0686,165.17,28.47,787
25,0.90,20,63,63,100.00,8.0685,164.29,28.11,787
95,0.90,50,63,63,100.00,8.0685,169.31,28.81,787
40,0.90,35,63,63,100.00,8.0684,164.31,28.29,787
85,0.75,15,63,63,100.00,8.0684,147.66,27.52,787
10,0.85,15,63,63,100.00,8.0683,140.26,25.77,787
40,0.90,40,63,63,100.00,8.0683,164.40,28.30,787
50,0.90,60,63,63,100.00,8.0683,165.40,28.48,787
55,0.90,50,63,63,100.00,8.0682,165.37,28.49,787
95,0.80,40,63,63,100.00,8.0682,154.62,28.08,787
40,0.90,20,63,63,100.00,8.0681,164.81,28.36,787
35,0.90,40,63,63,100.00,8.0679,164.27,28.28,787
25,0.55,35,63,63,100.00,8.0677,105.07,22.23,787
15,0.90,5,63,63,100.00,8.0677,162.34,27.90,787
45,0.90,15,63,63,100.00,8.0676,165.09,28.33,787
5,0.90,10,63,63,100.00,8.0672,162.15,27.84,787
95,0.85,25,63,63,100.00,8.0672,163.40,28.43,787
85,0.85,30,63,63,100.00,8.0672,158.72,28.13,787
95,0.55,40,63,63,100.00,8.0672,137.55,27.06,787
45,0.90,5,63,63,100.00,8.0671,164.47,28.27,787
25,0.75,25,63,63,100.00,8.0668,130.48,24.43,787
60,0.90,30,63,63,100.00,8.0668,165.13,28.60,787
25,0.75,35,63,63,100.00,8.0668,128.58,24.79,787
75,0.90,25,63,63,100.00,8.0667,168.04,28.66,787
45,0.90,55,63,63,100.00,8.0666,165.44,28.40,787
25,0.80,25,63,63,100.00,8.0657,138.55,25.35,787
90,0.85,30,63,63,100.00,8.0657,160.78,28.31,787
0,0.65,15,63,63,100.00,8.0655,106.09,21.08,787
95,0.85,30,63,63,100.00,8.0655,162.45,28.40,787
95,0.85,20,63,63,100.00,8.0651,164.96,28.45,787
5,0.80,35,63,63,100.00,8.0650,131.78,24.56,787
85,0.80,15,63,63,100.00,8.0650,152.50,27.82,787
65,0.90,55,63,63,100.00,8.0649,166.49,28.57,787
40,0.90,60,63,63,100.00,8.0648,165.12,28.38,787
90,0.90,55,63,63,100.00,8.0646,168.33,28.80,787
60,0.90,25,63,63,100.00,8.0645,165.34,28.60,787
10,0.85,30,63,63,100.00,8.0644,142.47,25.83,787
90,0.90,5,63,63,100.00,8.0643,168.71,28.91,787
25,0.65,25,63,63,100.00,8.0643,122.65,23.50,787
5,0.55,35,63,63,100.00,8.0643,95.92,19.83,787
30,0.90,15,63,63,100.00,8.0642,164.40,28.16,787
70,0.90,10,63,63,100.00,8.0642,165.77,28.70,787
85,0.50,10,63,63,100.00,8.0641,133.94,26.26,787
0,0.90,50,63,63,100.00,8.0640,162.10,27.85,787
45,0.90,25,63,63,100.00,8.0640,164.73,28.42,787
45,0.90,60,63,63,100.00,8.0639,165.38,28.42,787
45,0.90,50,63,63,100.00,8.0639,164.81,28.38,787
75,0.90,50,63,63,100.00,8.0639,167.94,28.74,787
45,0.90,20,63,63,100.00,8.0638,164.70,28.42,787
40,0.85,5,63,63,100.00,8.0638,145.23,26.44,787
0,0.75,15,63,63,100.00,8.0632,116.20,22.46,787
85,0.55,15,63,63,100.00,8.0630,134.04,26.64,787
5,0.65,5,63,63,100.00,8.0630,107.56,21.45,787
80,0.90,55,63,63,100.00,8.0630,168.04,28.75,787
90,0.50,30,63,63,100.00,8.0629,134.57,26.48,787
0,0.55,15,63,63,100.00,8.0629,87.11,18.32,787
80,0.90,45,63,63,100.00,8.0628,168.00,28.75,787
40,0.90,30,63,63,100.00,8.0628,164.36,28.33,787
25,0.80,35,63,63,100.00,8.0627,136.97,25.64,787
95,0.85,40,63,63,100.00,8.0624,159.15,28.34,787
85,0.55,30,63,63,100.00,8.0622,136.29,26.48,787
80,0.90,60,63,63,100.00,8.0620,167.80,28.72,787
75,0.90,55,63,63,100.00,8.0619,167.68,28.74,787
25,0.85,25,63,63,100.00,8.0615,146.88,26.29,787
40,0.90,55,63,63,100.00,8.0615,164.30,28.35,787
25,0.90,15,63,63,100.00,8.0614,164.13,28.14,787
80,0.90,40,63,63,100.00,8.0614,167.96,28.74,787
85,0.90,50,63,63,100.00,8.0613,168.30,28.78,787
55,0.90,55,63,63,100.00,8.0613,165.33,28.53,787
90,0.90,40,63,63,100.00,8.0612,168.40,28.83,787
85,0.90,55,63,63,100.00,8.0612,168.12,28.78,787
90,0.90,45,63,63,100.00,8.0610,168.28,28.78,787
5,0.75,5,63,63,100.00,8.0609,117.51,22.76,787
85,0.90,45,63,63,100.00,8.0606,168.38,28.77,787
90,0.90,50,63,63,100.00,8.0605,168.44,28.81,787
35,0.75,30,63,63,100.00,8.0601,129.96,25.09,787
30,0.90,45,63,63,100.00,8.0600,163.97,28.26,787
75,0.90,60,63,63,100.00,8.0599,167.61,28.72,787
85,0.85,15,63,63,100.00,8.0597,157.50,28.14,787
5,0.85,35,63,63,100.00,8.0595,141.62,25.72,787
0,0.80,15,63,63,100.00,8.0594,126.75,23.82,787
0,0.65,5,63,63,100.00,8.0594,106.28,21.07,787
35,0.90,5,63,63,100.00,8.0594,163.58,28.10,787
35,0.80,30,63,63,100.00,8.0593,138.07,25.87,787
0,0.90,45,63,63,100.00,8.0593,161.63,27.84,787
35,0.90,25,63,63,100.00,8.0593,164.46,28.33,787
35,0.90,15,63,63,100.00,8.0589,164.43,28.18,787
80,0.90,25,63,63,100.00,8.0587,168.44,28.72,787
30,0.90,5,63,63,100.00,8.0587,163.37,28.06,787
35,0.65,30,63,63,100.00,8.0580,122.13,24.30,787
75,0.90,30,63,63,100.00,8.0579,167.65,28.67,787
95,0.90,45,63,63,100.00,8.0577,168.53,28.86,787
0,0.75,5,63,63,100.00,8.0576,116.36,22.45,787
0,0.55,5,63,63,100.00,8.0574,87.37,18.30,787
25,0.85,35,63,63,100.00,8.0574,145.64,26.50,787
5,0.80,5,63,63,100.00,8.0574,127.87,24.06,787
35,0.90,35,63,63,100.00,8.0574,164.10,28.28,787
30,0.90,40,63,63,100.00,8.0570,164.05,28.26,787
0,0.90,30,63,63,100.00,8.0568,161.80,27.86,787
80,0.90,20,63,63,100.00,8.0566,168.56,28.71,787
85,0.90,40,63,63,100.00,8.0566,168.30,28.82,787
75,0.90,20,63,63,100.00,8.0564,166.70,28.70,787
35,0.85,30,63,63,100.00,8.0562,146.47,26.67,787
20,0.90,25,63,63,100.00,8.0562,163.84,28.15,787
80,0.90,50,63,63,100.00,8.0561,167.81,28.76,787
40,0.55,5,63,63,100.00,8.0561,103.94,22.16,787
80,0.50,15,63,63,100.00,8.0558,122.34,25.72,787
10,0.90,40,63,63,100.00,8.0557,162.84,28.03,787
25,0.90,40,63,63,100.00,8.0554,163.69,28.26,787
80,0.90,35,63,63,100.00,8.0552,167.66,28.73,787
15,0.90,25,63,63,100.00,8.0550,163.07,28.07,787
0,0.80,5,63,63,100.00,8.0546,126.88,23.81,787
0,0.85,15,63,63,100.00,8.0545,137.74,25.17,787
20,0.90,20,63,63,100.00,8.0535,163.68,28.09,787
10,0.80,10,63,63,100.00,8.0530,131.23,24.63,787
85,0.90,35,63,63,100.00,8.0529,168.56,28.81,787
5,0.85,5,63,63,100.00,8.0528,138.63,25.34,787
10,0.80,20,63,63,100.00,8.0526,129.58,24.63,787
95,0.90,5,63,63,100.00,8.0523,168.85,29.06,787
5,0.90,40,63,63,100.00,8.0521,162.81,28.00,787
90,0.90,35,63,63,100.00,8.0519,169.11,28.85,787
90,0.80,20,63,63,100.00,8.0513,156.50,28.04,787
65,0.90,60,63,63,100.00,8.0512,166.29,28.62,787
90,0.80,25,63,63,100.00,8.0512,155.12,28.08,787
85,0.90,20,63,63,100.00,8.0510,168.93,28.77,787
0,0.85,5,63,63,100.00,8.0507,137.83,25.16,787
80,0.90,30,63,63,100.00,8.0506,167.59,28.73,787
70,0.90,30,63,63,100.00,8.0505,167.53,28.66,787
15,0.90,30,63,63,100.00,8.0504,163.07,28.12,787
85,0.90,10,63,63,100.00,8.0504,169.02,28.81,787
90,0.75,25,63,63,100.00,8.0503,150.79,27.81,787
90,0.75,20,63,63,100.00,8.0502,152.49,27.79,787
10,0.85,10,63,63,100.00,8.0500,141.21,25.77,787
90,0.85,20,63,63,100.00,8.0500,160.59,28.31,787
90,0.85,25,63,63,100.00,8.0498,159.55,28.34,787
0,0.90,25,63,63,100.00,8.0497,161.81,27.85,787
80,0.90,15,63,63,100.00,8.0496,167.62,28.76,787
30,0.90,60,63,63,100.00,8.0492,163.85,28.28,787
30,0.90,50,63,63,100.00,8.0492,163.87,28.26,787
0,0.90,55,63,63,100.00,8.0490,161.93,27.85,787
20,0.90,10,63,63,100.00,8.0489,163.46,28.10,787
10,0.85,20,63,63,100.00,8.0488,139.94,25.77,787
15,0.90,15,63,63,100.00,8.0488,162.28,28.04,787
0,0.90,35,63,63,100.00,8.0486,161.25,27.85,787
95,0.90,35,63,63,100.00,8.0485,169.31,28.87,787
10,0.90,35,63,63,100.00,8.0485,162.83,28.06,787
10,0.90,25,63,63,100.00,8.0482,162.36,28.01,787
70,0.90,25,63,63,100.00,8.0482,166.43,28.66,787
85,0.90,30,63,63,100.00,8.0481,168.40,28.80,787
15,0.90,20,63,63,100.00,8.0476,162.64,28.05,787
90,0.65,25,63,63,100.00,8.0469,146.55,27.54,787
40,0.90,5,63,63,100.00,8.0468,163.72,28.24,787
95,0.90,25,63,63,100.00,8.0468,170.04,28.90,787
90,0.90,30,63,63,100.00,8.0468,169.09,28.86,787
60,0.80,55,63,63,100.00,8.0467,145.87,26.91,787
30,0.90,25,63,63,100.00,8.0465,164.18,28.32,787
90,0.65,20,63,63,100.00,8.0464,148.56,27.54,787
10,0.90,15,63,63,100.00,8.0463,161.96,28.02,787
95,0.90,30,63,63,100.00,8.0462,169.69,28.89,787
25,0.90,25,63,63,100.00,8.0461,164.30,28.19,787
85,0.85,25,63,63,100.00,8.0461,159.22,28.24,787
60,0.85,55,63,63,100.00,8.0461,152.40,27.45,787
10,0.90,30,63,63,100.00,8.0458,162.71,28.04,787
95,0.90,40,63,63,100.00,8.0458,168.54,28.87,787
5,0.85,45,63,63,100.00,8.0458,142.70,25.77,787
95,0.90,20,63,63,100.00,8.0458,170.59,28.91,787
30,0.90,55,63,63,100.00,8.0456,163.63,28.27,787
5,0.80,45,63,63,100.00,8.0455,133.19,24.63,787
85,0.80,25,63,63,100.00,8.0454,154.71,27.94,787
60,0.75,55,63,63,100.00,8.0454,139.56,26.38,787
85,0.90,15,63,63,100.00,8.0448,167.95,28.80,787
25,0.55,25,63,63,100.00,8.0447,107.71,21.61,787
5,0.90,35,63,63,100.00,8.0445,162.43,28.01,787
95,0.50,40,63,63,100.00,8.0445,129.66,26.62,787
35,0.90,30,63,63,100.00,8.0440,164.13,28.32,787
25,0.90,35,63,63,100.00,8.0437,163.85,28.26,787
0,0.50,5,63,63,100.00,8.0431,70.08,15.52,787
5,0.75,45,63,63,100.00,8.0427,124.04,23.48,787
35,0.55,30,63,63,100.00,8.0425,107.29,22.75,787
0,0.90,15,63,63,100.00,8.0423,161.06,27.82,787
85,0.75,25,63,63,100.00,8.0421,150.29,27.64,787
90,0.90,20,63,63,100.00,8.0419,169.04,28.86,787
60,0.65,55,63,63,100.00,8.0419,133.48,25.85,787
90,0.90,25,63,63,100.00,8.0418,168.68,28.87,787
5,0.90,5,63,63,100.00,8.0417,161.39,27.88,787
80,0.50,30,63,63,100.00,8.0415,121.78,25.50,787
10,0.90,10,63,63,100.00,8.0411,162.29,28.02,787
0,0.90,5,63,63,100.00,8.0410,161.09,27.82,787
85,0.90,25,63,63,100.00,8.0409,168.57,28.84,787
35,0.90,60,63,63,100.00,8.0408,164.02,28.34,787
30,0.85,35,63,63,100.00,8.0408,145.54,26.56,787
5,0.90,45,63,63,100.00,8.0405,162.80,28.02,787
60,0.90,55,63,63,100.00,8.0404,166.17,28.57,787
10,0.90,20,63,63,100.00,8.0403,161.85,28.02,787
5,0.50,35,63,63,100.00,8.0402,80.01,17.47,787
30,0.80,35,63,63,100.00,8.0392,136.85,25.72,787
30,0.90,35,63,63,100.00,8.0388,163.82,28.28,787
85,0.50,15,63,63,100.00,8.0386,125.68,26.14,787
95,0.90,10,63,63,100.00,8.0379,169.70,29.01,787
95,0.85,10,63,63,100.00,8.0371,162.43,28.78,787
5,0.90,15,63,63,100.00,8.0368,161.86,27.99,787
5,0.85,20,63,63,100.00,8.0368,139.89,25.77,787
25,0.90,30,63,63,100.00,8.0367,163.78,28.29,787
5,0.85,15,63,63,100.00,8.0365,139.97,25.66,787
5,0.90,20,63,63,100.00,8.0365,161.83,28.02,787
55,0.90,60,63,63,100.00,8.0363,166.17,28.55,787
60,0.90,60,63,63,100.00,8.0362,166.13,28.57,787
0,0.90,40,63,63,100.00,8.0361,161.66,27.86,787
5,0.80,20,63,63,100.00,8.0360,129.50,24.63,787
85,0.65,25,63,63,100.00,8.0358,145.96,27.34,787
10,0.90,45,63,63,100.00,8.0358,162.81,28.12,787
30,0.75,35,63,63,100.00,8.0357,128.44,24.90,787
15,0.90,45,63,63,100.00,8.0357,162.90,28.13,787
5,0.90,30,63,63,100.00,8.0356,161.87,28.01,787
5,0.90,25,63,63,100.00,8.0356,161.87,28.01,787
20,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
