hedge_threshold,size_mult,hedge_atr_p,pass_count,total_windows,pass_rate,avg_sharpe,avg_return,avg_dd,total_trades
20,0.85,50,63,63,100.00,7.9907,141.90,26.49,787
95,0.55,10,63,63,100.00,7.9903,145.04,28.28,787
10,0.65,45,63,63,100.00,7.9901,115.44,22.94,787
0,0.75,20,63,63,100.00,7.9897,115.62,22.45,787
15,0.65,10,63,63,100.00,7.9887,113.66,22.83,787
25,0.80,60,63,63,100.00,7.9853,133.18,25.64,787
0,0.75,10,63,63,100.00,7.9825,115.60,22.46,787
90,0.75,15,63,63,100.00,7.9825,153.02,28.18,787
25,0.80,55,63,63,100.00,7.9823,131.42,25.63,787
20,0.85,30,63,63,100.00,7.9795,143.09,26.52,787
90,0.75,10,63,63,100.00,7.9792,152.96,28.18,787
20,0.65,40,63,63,100.00,7.9787,113.77,23.74,787
15,0.85,40,63,63,100.00,7.9770,140.72,26.39,787
20,0.85,55,63,63,100.00,7.9770,140.78,26.52,787
10,0.85,60,63,63,100.00,7.9765,142.29,26.16,787
0,0.65,20,63,63,100.00,7.9757,105.39,21.07,787
20,0.75,35,63,63,100.00,7.9747,124.69,24.71,787
25,0.55,50,63,63,100.00,7.9741,102.38,22.11,787
20,0.80,50,63,63,100.00,7.9705,132.20,25.60,787
10,0.85,50,63,63,100.00,7.9690,142.09,26.09,787
5,0.85,50,63,63,100.00,7.9684,141.94,26.02,787
25,0.55,45,63,63,100.00,7.9680,102.74,22.10,787
85,0.50,25,63,63,100.00,7.9673,129.56,26.23,787
95,0.55,15,63,63,100.00,7.9673,144.31,28.19,787
0,0.65,10,63,63,100.00,7.9663,105.36,21.08,787
5,0.85,55,63,63,100.00,7.9657,141.88,26.07,787
25,0.75,60,63,63,100.00,7.9656,124.10,24.76,787
30,0.55,30,63,63,100.00,7.9654,105.51,22.67,787
20,0.85,60,63,63,100.00,7.9654,140.83,26.52,787
90,0.65,15,63,63,100.00,7.9640,149.10,28.01,787
10,0.85,55,63,63,100.00,7.9632,142.15,26.12,787
25,0.75,55,63,63,100.00,7.9619,121.93,24.76,787
90,0.65,10,63,63,100.00,7.9595,149.03,28.01,787
55,0.50,60,63,63,100.00,7.9571,111.17,23.52,787
20,0.55,45,63,63,100.00,7.9559,98.16,21.90,787
20,0.80,30,63,63,100.00,7.9541,133.65,25.63,787
20,0.65,35,63,63,100.00,7.9535,116.04,23.80,787
60,0.50,60,63,63,100.00,7.9533,110.78,23.73,787
20,0.80,55,63,63,100.00,7.9524,130.75,25.63,787
15,0.80,40,63,63,100.00,7.9520,130.67,25.47,787
10,0.80,60,63,63,100.00,7.9497,132.67,25.16,787
20,0.75,50,63,63,100.00,7.9472,122.87,24.70,787
95,0.50,10,63,63,100.00,7.9459,138.39,28.08,787
25,0.65,60,63,63,100.00,7.9426,115.38,23.86,787
0,0.55,20,63,63,100.00,7.9396,86.17,18.30,787
10,0.80,50,63,63,100.00,7.9387,132.41,25.06,787
5,0.80,50,63,63,100.00,7.9378,132.21,24.97,787
25,0.65,55,63,63,100.00,7.9377,112.83,23.88,787
15,0.55,45,63,63,100.00,7.9367,99.63,20.94,787
10,0.55,45,63,63,100.00,7.9350,98.93,20.82,787
20,0.80,60,63,63,100.00,7.9349,130.81,25.63,787
5,0.80,55,63,63,100.00,7.9340,132.12,25.03,787
10,0.80,55,63,63,100.00,7.9307,132.48,25.11,787
20,0.55,40,63,63,100.00,7.9304,96.95,21.92,787
15,0.85,50,63,63,100.00,7.9303,140.76,26.49,787
15,0.85,60,63,63,100.00,7.9291,140.23,26.51,787
15,0.85,55,63,63,100.00,7.9254,140.06,26.48,787
20,0.75,55,63,63,100.00,7.9249,121.11,24.74,787
20,0.75,30,63,63,100.00,7.9245,124.53,24.76,787
0,0.55,10,63,63,100.00,7.9244,86.14,18.32,787
15,0.75,40,63,63,100.00,7.9235,121.03,24.53,787
95,0.50,15,63,63,100.00,7.9211,137.80,27.97,787
20,0.65,50,63,63,100.00,7.9201,113.92,23.79,787
10,0.75,60,63,63,100.00,7.9184,123.42,24.14,787
90,0.55,15,63,63,100.00,7.9153,141.43,27.66,787
90,0.55,10,63,63,100.00,7.9085,141.34,27.65,787
10,0.75,50,63,63,100.00,7.9032,123.08,24.02,787
5,0.75,50,63,63,100.00,7.9019,122.84,23.90,787
20,0.75,60,63,63,100.00,7.8999,121.20,24.74,787
20,0.55,35,63,63,100.00,7.8985,99.76,21.98,787
5,0.75,55,63,63,100.00,7.8969,122.73,23.98,787
20,0.65,55,63,63,100.00,7.8941,111.86,23.84,787
10,0.75,55,63,63,100.00,7.8927,123.18,24.08,787
15,0.65,40,63,63,100.00,7.8913,111.78,23.58,787
20,0.65,30,63,63,100.00,7.8900,115.73,23.87,787
0,0.50,20,63,63,100.00,7.8879,68.57,15.52,787
15,0.80,50,63,63,100.00,7.8871,130.70,25.60,787
25,0.55,60,63,63,100.00,7.8855,99.01,22.11,787
15,0.80,60,63,63,100.00,7.8852,130.03,25.63,787
10,0.65,60,63,63,100.00,7.8816,114.53,23.13,787
15,0.80,55,63,63,100.00,7.8809,129.80,25.58,787
25,0.55,55,63,63,100.00,7.8752,95.73,22.17,787
0,0.50,10,63,63,100.00,7.8641,68.52,15.54,787
20,0.65,60,63,63,100.00,7.8600,111.98,23.84,787
5,0.65,50,63,63,100.00,7.8598,113.83,22.83,787
5,0.65,55,63,63,100.00,7.8536,113.70,22.92,787
20,0.55,50,63,63,100.00,7.8523,97.10,21.97,787
90,0.50,15,63,63,100.00,7.8455,133.94,27.31,787
15,0.75,50,63,63,100.00,7.8390,121.03,24.70,787
90,0.50,10,63,63,100.00,7.8378,133.90,27.31,787
15,0.75,60,63,63,100.00,7.8362,120.24,24.74,787
15,0.75,55,63,63,100.00,7.8317,119.95,24.68,787
20,0.55,55,63,63,100.00,7.8209,94.51,22.09,787
15,0.55,40,63,63,100.00,7.8128,94.43,21.69,787
20,0.55,30,63,63,100.00,7.8020,99.05,22.09,787
15,0.65,50,63,63,100.00,7.7853,111.74,23.79,787
15,0.65,60,63,63,100.00,7.7814,110.85,23.84,787
15,0.65,55,63,63,100.00,7.7772,110.50,23.77,787
20,0.55,60,63,63,100.00,7.7614,94.69,22.09,787
5,0.55,50,63,63,100.00,7.7522,96.82,20.72,787
5,0.55,55,63,63,100.00,7.7431,96.66,20.84,787
20,0.50,15,62,63,98.41,8.4381,90.32,18.09,787
85,0.50,5,62,63,98.41,8.3680,127.37,26.60,787
20,0.55,15,62,63,98.41,8.3642,104.85,20.30,787
20,0.65,15,62,63,98.41,8.2806,120.39,22.52,787
25,0.55,20,62,63,98.41,8.2776,108.02,21.01,787
30,0.50,15,62,63,98.41,8.2670,95.24,19.30,787
15,0.50,25,62,63,98.41,8.2384,85.16,18.22,787
20,0.75,15,62,63,98.41,8.2381,128.55,23.64,787
30,0.55,15,62,63,98.41,8.2381,108.86,21.28,787
30,0.50,40,62,63,98.41,8.2329,92.40,20.63,787
25,0.65,20,62,63,98.41,8.2253,122.79,23.02,787
0,0.55,30,62,63,98.41,8.2152,91.40,18.60,787
15,0.55,25,62,63,98.41,8.1999,100.27,20.43,787
30,0.65,15,62,63,98.41,8.1960,123.44,23.24,787
25,0.75,20,62,63,98.41,8.1960,130.56,24.02,787
35,0.55,15,62,63,98.41,8.1953,108.96,21.62,787
25,0.50,15,62,63,98.41,8.1947,92.96,19.13,787
25,0.55,15,62,63,98.41,8.1947,106.95,21.11,787
30,0.75,15,62,63,98.41,8.1720,131.11,24.22,787
0,0.65,30,62,63,98.41,8.1709,109.64,21.29,787
25,0.65,15,62,63,98.41,8.1708,121.95,23.10,787
35,0.65,15,62,63,98.41,8.1637,123.54,23.43,787
25,0.50,40,62,63,98.41,8.1615,89.73,20.51,787
15,0.65,25,62,63,98.41,8.1577,116.58,22.62,787
25,0.75,15,62,63,98.41,8.1531,129.84,24.11,787
20,0.55,20,62,63,98.41,8.1526,103.26,20.65,787
20,0.50,20,62,63,98.41,8.1512,88.33,18.51,787
0,0.75,30,62,63,98.41,8.1476,119.31,22.63,787
35,0.75,15,62,63,98.41,8.1449,131.20,24.37,787
10,0.50,25,62,63,98.41,8.1424,79.52,17.62,787
15,0.75,25,62,63,98.41,8.1366,125.21,23.72,787
20,0.65,20,62,63,98.41,8.1335,119.20,22.77,787
0,0.55,25,62,63,98.41,8.1313,91.86,18.52,787
10,0.50,15,62,63,98.41,8.1312,76.07,17.72,787
10,0.55,25,62,63,98.41,8.1276,95.49,19.94,787
15,0.55,15,62,63,98.41,8.1249,94.48,20.22,787
0,0.80,30,62,63,98.41,8.1243,129.36,23.96,787
10,0.55,15,62,63,98.41,8.1211,92.62,20.02,787
20,0.75,20,62,63,98.41,8.1198,127.56,23.83,787
0,0.65,25,62,63,98.41,8.1147,109.91,21.24,787
0,0.65,35,62,63,98.41,8.1120,107.03,21.24,787
15,0.65,15,62,63,98.41,8.1099,112.09,22.46,787
15,0.55,20,62,63,98.41,8.1098,96.99,20.36,787
10,0.65,25,62,63,98.41,8.1077,112.80,22.26,787
15,0.50,20,62,63,98.41,8.1043,81.16,18.18,787
0,0.75,25,62,63,98.41,8.1033,119.50,22.59,787
10,0.65,15,62,63,98.41,8.1016,110.57,22.32,787
0,0.75,35,62,63,98.41,8.1003,117.03,22.58,787
15,0.65,20,62,63,98.41,8.0994,114.07,22.54,787
15,0.75,15,62,63,98.41,8.0992,121.42,23.59,787
10,0.75,25,62,63,98.41,8.0966,121.98,23.43,787
15,0.75,20,62,63,98.41,8.0910,123.10,23.65,787
0,0.80,25,62,63,98.41,8.0907,129.49,23.93,787
10,0.75,15,62,63,98.41,8.0907,120.10,23.48,787
5,0.55,5,62,63,98.41,8.0594,88.84,18.81,787
10,0.55,20,62,63,98.41,8.0588,91.92,20.02,787
10,0.65,20,62,63,98.41,8.0581,110.01,22.32,787
10,0.75,20,62,63,98.41,8.0557,119.60,23.48,787
10,0.75,10,62,63,98.41,8.0547,121.60,23.48,787
10,0.65,10,62,63,98.41,8.0547,112.34,22.32,787
25,0.50,35,62,63,98.41,8.0514,90.71,20.51,787
10,0.50,20,62,63,98.41,8.0489,75.27,17.72,787
10,0.55,10,62,63,98.41,8.0469,94.84,20.02,787
5,0.65,45,62,63,98.41,8.0367,115.22,22.32,787
5,0.50,5,62,63,98.41,8.0364,71.62,16.18,787
5,0.75,20,62,63,98.41,8.0342,119.50,23.48,787
5,0.65,20,62,63,98.41,8.0314,109.87,22.32,787
0,0.75,40,62,63,98.41,8.0280,118.72,22.62,787
5,0.75,25,62,63,98.41,8.0251,119.69,23.39,787
5,0.75,30,62,63,98.41,8.0251,119.69,23.39,787
0,0.65,40,62,63,98.41,8.0220,108.97,21.27,787
10,0.50,10,62,63,98.41,8.0217,78.68,17.72,787
5,0.55,20,62,63,98.41,8.0209,91.73,20.02,787
5,0.65,30,62,63,98.41,8.0187,110.10,22.21,787
5,0.65,25,62,63,98.41,8.0187,110.10,22.21,787
5,0.55,45,62,63,98.41,8.0126,98.58,20.02,787
35,0.50,30,62,63,98.41,8.0047,93.51,21.17,787
0,0.55,40,62,63,98.41,8.0016,90.62,18.57,787
5,0.50,20,62,63,98.41,7.9986,75.01,17.72,787
5,0.55,25,62,63,98.41,7.9985,92.03,19.87,787
5,0.55,30,62,63,98.41,7.9985,92.03,19.87,787
25,0.50,25,62,63,98.41,7.9969,93.71,19.69,787
5,0.65,60,62,63,98.41,7.9967,114.44,22.47,787
5,0.50,15,62,63,98.41,7.9708,75.24,17.36,787
30,0.50,35,62,63,98.41,7.9676,90.52,20.75,787
0,0.50,40,62,63,98.41,7.9628,73.74,15.87,787
5,0.50,30,62,63,98.41,7.9620,75.38,17.53,787
5,0.50,25,62,63,98.41,7.9620,75.38,17.53,787
5,0.55,60,62,63,98.41,7.9609,97.59,20.21,787
25,0.50,30,62,63,98.41,7.9498,90.06,20.85,787
15,0.55,10,62,63,98.41,7.9399,96.49,20.71,787
25,0.50,50,62,63,98.41,7.9321,87.52,20.35,787
25,0.50,45,62,63,98.41,7.9185,87.96,20.42,787
30,0.50,30,62,63,98.41,7.9067,91.40,21.07,787
20,0.50,45,62,63,98.41,7.8857,82.89,20.07,787
10,0.65,50,62,63,98.41,7.8616,114.11,22.98,787
15,0.50,10,62,63,98.41,7.8594,80.61,18.60,787
10,0.65,55,62,63,98.41,7.8482,114.22,23.05,787
15,0.50,45,62,63,98.41,7.8454,84.57,18.87,787
10,0.50,45,62,63,98.41,7.8427,83.71,18.71,787
20,0.50,35,62,63,98.41,7.8212,84.76,20.14,787
25,0.50,60,62,63,98.41,7.8109,83.99,20.35,787
10,0.55,60,62,63,98.41,7.7873,97.76,21.11,787
25,0.50,55,62,63,98.41,7.7872,80.04,20.45,787
20,0.50,50,62,63,98.41,7.7596,81.64,20.17,787
10,0.55,50,62,63,98.41,7.7557,97.19,20.91,787
20,0.50,55,62,63,98.41,7.7285,78.59,20.33,787
15,0.50,40,62,63,98.41,7.7099,78.54,19.80,787
20,0.50,30,62,63,98.41,7.6783,83.56,20.30,787
15,0.55,60,62,63,98.41,7.6502,93.24,22.03,787
20,0.50,60,62,63,98.41,7.6301,78.84,20.33,787
15,0.50,60,62,63,98.41,7.4812,77.10,20.21,787
35,0.50,15,61,63,96.83,8.2137,95.35,19.81,787
5,0.50,45,61,63,96.83,7.9651,83.21,17.72,787
10,0.55,55,61,63,96.83,7.7345,97.34,21.02,787
15,0.55,50,61,63,96.83,7.6571,94.27,22.00,787
15,0.55,55,61,63,96.83,7.6499,92.76,21.97,787
5,0.50,50,61,63,96.83,7.6024,81.12,18.61,787
5,0.50,60,60,63,95.24,7.9052,82.02,17.97,787
10,0.50,60,60,63,95.24,7.6551,82.30,19.08,787
10,0.50,50,60,63,95.24,7.6091,81.57,18.86,787
5,0.50,55,60,63,95.24,7.5902,80.92,18.77,787
10,0.50,55,60,63,95.24,7.5756,81.76,19.00,787
15,0.50,50,60,63,95.24,7.4930,78.20,20.18,787
15,0.50,55,60,63,95.24,7.4911,76.48,20.19,787
