hold_max,global_pass,global_total,pass_rate_pct,avg_sharpe,avg_return_pct,avg_max_dd_pct,total_trades,avg_win_rate_pct
70,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
71,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
72,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
73,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
74,69,69, 100,1.5446315497610048,37.58174931374186,71.52399630891678,2373,45.0063211125158
75,69,69, 100,1.544631549761004,37.58174931374185,71.52399630891678,2373,45.0063211125158
76,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
77,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
78,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
79,69,69, 100,1.544631549761004,37.58174931374185,71.52399630891678,2373,45.0063211125158
80,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
81,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
82,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
83,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
84,69,69, 100,1.544631549761004,37.58174931374186,71.52399630891678,2373,45.0063211125158
85,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
86,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
87,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
88,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
89,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
90,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
91,69,69, 100,1.544631549761004,37.58174931374186,71.52399630891678,2373,45.0063211125158
92,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
93,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
94,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
95,69,69, 100,1.544631549761004,37.58174931374186,71.52399630891678,2373,45.0063211125158
96,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
97,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
98,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
99,69,69, 100,1.5446315497610048,37.58174931374185,71.52399630891678,2373,45.0063211125158
100,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
