step,vl_2,vl_7,vl_8,vl_9
3066,11233866.38863911,4041874.29859301,4976289.29833577,5056888.93841450
3067,11233866.38863911,4041874.29859301,4976289.29833577,5056888.93841450
3068,11233866.38863911,5052109.26945466,4976289.29833577,5056888.93841450
3069,11233866.38863911,4759100.84084613,4976289.29833577,5056888.93841450
3070,11233866.38863911,5139693.88619085,4976289.29833577,5056888.93841450
3071,11233866.38863911,4658527.62461708,6220074.01377171,5056888.93841450
3072,11233866.38863911,4658527.62461708,5859326.84552988,5056888.93841450
3073,11233866.38863911,4658527.62461708,6327906.75639680,5056888.93841450
3074,11233866.38863911,4658527.62461708,5735502.75238725,5056888.93841450
3075,11233866.38863911,4658527.62461708,5735502.75238725,5056888.93841450
3076,11233866.38863911,4658527.62461708,5735502.75238725,5056888.93841450
3077,10298481.98299256,4658527.62461708,5735502.75238725,5056888.93841450
3078,10298481.98299256,4658527.62461708,5735502.75238725,5056888.93841450
3079,10298481.98299256,4658527.62461708,5735502.75238725,5056888.93841450
3080,10298481.98299256,4658527.62461708,5735502.75238725,5056888.93841450
3081,10298481.98299256,4658527.62461708,5735502.75238725,4743557.05744931
3082,10298481.98299256,4658527.62461708,5735502.75238725,4743557.05744931
3083,10298481.98299256,4658527.62461708,5735502.75238725,4743557.05744931
3084,10298481.98299256,4658527.62461708,5735502.75238725,4743557.05744931
3085,10298481.98299256,4658527.62461708,5735502.75238725,5975870.30236668
3086,10298481.98299256,4658527.62461708,5735502.75238725,5975870.30236668
3087,10298481.98299256,4658527.62461708,5735502.75238725,6122368.48337088
3088,10298481.98299256,4658527.62461708,5735502.75238725,6402951.18818902
3089,10298481.98299256,4658527.62461708,5735502.75238725,5453036.85211044
3090,10298481.98299256,4658527.62461708,5735502.75238725,5453036.85211044
3091,10298481.98299256,4658527.62461708,5735502.75238725,5453036.85211044
3092,10298481.98299256,4658527.62461708,5735502.75238725,5453036.85211044
3093,12003298.25720417,4658527.62461708,5735502.75238725,5453036.85211044
3094,12003298.25720417,4658527.62461708,5735502.75238725,5453036.85211044
3095,12003298.25720417,4658527.62461708,5735502.75238725,5453036.85211044
3096,12003298.25720417,4658527.62461708,5735502.75238725,5453036.85211044
3097,12003298.25720417,4658527.62461708,5735502.75238725,5453036.85211044
3098,11050361.11528589,4658527.62461708,5735502.75238725,5453036.85211044
3099,11692896.35194488,4658527.62461708,5735502.75238725,5453036.85211044
3100,11692896.35194488,4658527.62461708,5735502.75238725,5453036.85211044
3101,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3102,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3103,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3104,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3105,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3106,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3107,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3108,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3109,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3110,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3111,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3112,10587201.91285717,4658527.62461708,5735502.75238725,5453036.85211044
3113,10587201.91285717,4658527.62461708,5735502.75238725,6815980.90193330
3114,10587201.91285717,4658527.62461708,5735502.75238725,6420672.77477617
3115,10587201.91285717,4658527.62461708,5735502.75238725,6934144.43386369
3116,10587201.91285717,4658527.62461708,5735502.75238725,6284985.85976668
3117,10587201.91285717,4658527.62461708,5735502.75238725,6284985.85976668
3118,10587201.91285717,4658527.62461708,5735502.75238725,6284985.85976668
3119,10587201.91285717,4658527.62461708,5735502.75238725,6284985.85976668
3120,10587201.91285717,4658527.62461708,5735502.75238725,6284985.85976668
3121,10587201.91285717,4658527.62461708,5735502.75238725,6284985.85976668
3122,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3123,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3124,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3125,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3126,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3127,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3128,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3129,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3130,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3131,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3132,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3133,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3134,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3135,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3136,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3137,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3138,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3139,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3140,9074630.06533491,4658527.62461708,5735502.75238725,6284985.85976668
3141,8504473.39219658,4658527.62461708,5735502.75238725,6284985.85976668
3142,8504473.39219658,4658527.62461708,5735502.75238725,6284985.85976668
3143,8504473.39219658,4658527.62461708,5735502.75238725,6284985.85976668
3144,8504473.39219658,4658527.62461708,5735502.75238725,6284985.85976668
3145,8504473.39219658,4658527.62461708,5735502.75238725,6284985.85976668
3146,8504473.39219658,4658527.62461708,5735502.75238725,6284985.85976668
3147,8504473.39219658,4453507.15265397,5735502.75238725,6284985.85976668
3148,9302908.39414636,4453507.15265397,5735502.75238725,6284985.85976668
3149,9302908.39414636,4453507.15265397,5735502.75238725,6284985.85976668
3150,9302908.39414636,4453507.15265397,5483084.91224687,6284985.85976668
3151,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3152,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3153,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3154,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3155,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3156,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3157,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3158,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3159,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3160,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3161,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3162,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3163,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3164,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3165,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3166,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3167,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3168,8169078.23178490,4453507.15265397,5483084.91224687,6284985.85976668
3169,7985909.38775758,4453507.15265397,5483084.91224687,6284985.85976668
3170,7985909.38775758,4453507.15265397,5483084.91224687,6284985.85976668
3171,7985909.38775758,4453507.15265397,5483084.91224687,6284985.85976668
3172,7985909.38775758,4453507.15265397,5483084.91224687,6284985.85976668
3173,7985909.38775758,4453507.15265397,5483084.91224687,6284985.85976668
3174,11159266.08484366,4453507.15265397,5483084.91224687,6284985.85976668
3175,11159266.08484366,4453507.15265397,5483084.91224687,6284985.85976668
3176,9135876.89626788,4453507.15265397,5483084.91224687,6284985.85976668
3177,9135876.89626788,4453507.15265397,5483084.91224687,6284985.85976668
3178,9135876.89626788,4453507.15265397,5483084.91224687,6284985.85976668
3179,9135876.89626788,4453507.15265397,5483084.91224687,6284985.85976668
3180,9135876.89626788,5278120.72297169,5483084.91224687,6284985.85976668
3181,9135876.89626788,5350475.91325774,5483084.91224687,6284985.85976668
3182,9135876.89626788,5350475.91325774,5483084.91224687,6284985.85976668
3183,9135876.89626788,5350475.91325774,6498335.60588248,6284985.85976668
3184,9135876.89626788,5350475.91325774,6587418.12861825,6284985.85976668
3185,9135876.89626788,5350475.91325774,6587418.12861825,6284985.85976668
3186,9135876.89626788,5350475.91325774,6587418.12861825,6284985.85976668
3187,9135876.89626788,5350475.91325774,6587418.12861825,6284985.85976668
3188,8829399.07282348,5350475.91325774,6587418.12861825,6284985.85976668
3189,8829399.07282348,5350475.91325774,6587418.12861825,6284985.85976668
3190,10832125.15726354,5350475.91325774,6587418.12861825,6284985.85976668
3191,12253598.64552165,5350475.91325774,6587418.12861825,6284985.85976668
3192,11300929.42129778,5350475.91325774,6587418.12861825,6008385.42480484
3193,11300929.42129778,5350475.91325774,6587418.12861825,6008385.42480484
3194,11300929.42129778,5350475.91325774,6587418.12861825,6008385.42480484
3195,13183887.99332223,5350475.91325774,6587418.12861825,6008385.42480484
3196,13183887.99332223,5350475.91325774,6587418.12861825,6008385.42480484
3197,11914527.82268864,5350475.91325774,6587418.12861825,6008385.42480484
3198,13088410.55965369,5350475.91325774,6587418.12861825,6008385.42480484
3199,13088410.55965369,5350475.91325774,6587418.12861825,6008385.42480484
3200,11333716.84837456,5350475.91325774,6587418.12861825,6008385.42480484
3201,11333716.84837456,5350475.91325774,6587418.12861825,6008385.42480484
3202,11333716.84837456,5350475.91325774,6587418.12861825,6008385.42480484
3203,11333716.84837456,5350475.91325774,6587418.12861825,6008385.42480484
3204,11333716.84837456,5350475.91325774,6587418.12861825,6008385.42480484
3205,18848583.40407398,5350475.91325774,6587418.12861825,6008385.42480484
3206,18848583.40407398,5350475.91325774,6587418.12861825,6008385.42480484
3207,18848583.40407398,5350475.91325774,6587418.12861825,6008385.42480484
3208,18848583.40407398,5350475.91325774,6587418.12861825,6008385.42480484
3209,18848583.40407398,5350475.91325774,6587418.12861825,6008385.42480484
3210,15646271.12383270,5350475.91325774,6587418.12861825,6008385.42480484
3211,15646271.12383270,5350475.91325774,6587418.12861825,6008385.42480484
3212,14255940.42295920,5350475.91325774,6587418.12861825,6008385.42480484
3213,11238863.97518192,5350475.91325774,6587418.12861825,6008385.42480484
3214,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3215,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3216,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3217,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3218,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3219,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3220,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3221,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3222,8047103.98223008,5350475.91325774,6587418.12861825,6008385.42480484
3223,8234829.47067107,5350475.91325774,6587418.12861825,6008385.42480484
3224,7459083.20156975,5350475.91325774,6587418.12861825,6008385.42480484
3225,7459083.20156975,5350475.91325774,6587418.12861825,7120901.01918099
3226,7459083.20156975,5350475.91325774,6587418.12861825,7218517.98841940
3227,7459083.20156975,5350475.91325774,6587418.12861825,7218517.98841940
3228,7459083.20156975,4904970.19341848,6587418.12861825,7218517.98841940
3229,7459083.20156975,4904970.19341848,6587418.12861825,7218517.98841940
3230,8657419.33411566,4904970.19341848,6587418.12861825,7218517.98841940
3231,7712312.88498884,4904970.19341848,6038918.79830626,7218517.98841940
3232,7712312.88498884,4904970.19341848,6038918.79830626,7218517.98841940
3233,7712312.88498884,4904970.19341848,6038918.79830626,7218517.98841940
3234,7712312.88498884,4904970.19341848,6038918.79830626,7218517.98841940
3235,8082854.28407832,4904970.19341848,6038918.79830626,7218517.98841940
3236,7896370.15964704,4904970.19341848,6038918.79830626,7218517.98841940
3237,7896370.15964704,4904970.19341848,6038918.79830626,7218517.98841940
3238,7896370.15964704,4904970.19341848,6038918.79830626,7218517.98841940
3239,7896370.15964704,4904970.19341848,6038918.79830626,7218517.98841940
3240,7896370.15964704,4904970.19341848,6038918.79830626,7218517.98841940
3241,7896370.15964704,4904970.19341848,6038918.79830626,7218517.98841940
3242,7896370.15964704,4904970.19341848,6038918.79830626,7218517.98841940
3243,7014779.86351695,4904970.19341848,6038918.79830626,7218517.98841940
3244,7014779.86351695,4904970.19341848,6038918.79830626,7218517.98841940
3245,7014779.86351695,5313717.70953669,6038918.79830626,7218517.98841940
3246,7014779.86351695,5313717.70953669,6038918.79830626,7218517.98841940
3247,7014779.86351695,5313717.70953669,6038918.79830626,7218517.98841940
3248,7014779.86351695,5313717.70953669,6038918.79830626,7218517.98841940
3249,7014779.86351695,5313717.70953669,6038918.79830626,7218517.98841940
3250,7014779.86351695,4891863.74418618,5570660.38881193,7218517.98841940
3251,7014779.86351695,5176306.46925027,5570660.38881193,7218517.98841940
3252,7014779.86351695,5176306.46925027,5570660.38881193,7218517.98841940
3253,7014779.86351695,4686828.66103282,5570660.38881193,7218517.98841940
3254,7014779.86351695,4686828.66103282,5570660.38881193,7218517.98841940
3255,7014779.86351695,4686828.66103282,5128407.84490586,7218517.98841940
3256,7014779.86351695,4686828.66103282,5426604.68335598,7218517.98841940
3257,7014779.86351695,4686828.66103282,5426604.68335598,7218517.98841940
3258,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3259,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3260,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3261,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3262,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3263,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3264,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3265,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3266,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3267,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3268,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3269,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3270,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3271,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3272,7014779.86351695,4686828.66103282,4913458.37290262,7218517.98841940
3273,7014779.86351695,4686828.66103282,4913458.37290262,6617470.32373692
3274,7014779.86351695,4017231.05203383,4913458.37290262,6617470.32373692
3275,7014779.86351695,4017231.05203383,4913458.37290262,6617470.32373692
3276,7014779.86351695,4017231.05203383,4913458.37290262,6617470.32373692
3277,9935058.96247744,4017231.05203383,4913458.37290262,6617470.32373692
3278,9935058.96247744,4017231.05203383,4913458.37290262,6617470.32373692
3279,9935058.96247744,4017231.05203383,4211482.64126010,6617470.32373692
3280,9935058.96247744,4017231.05203383,4211482.64126010,6617470.32373692
3281,9935058.96247744,4017231.05203383,4211482.64126010,6617470.32373692
3282,9935058.96247744,4017231.05203383,4211482.64126010,6617470.32373692
3283,9935058.96247744,4017231.05203383,4211482.64126010,6617470.32373692
3284,9935058.96247744,4017231.05203383,4211482.64126010,6617470.32373692
3285,11501830.25229149,4017231.05203383,4211482.64126010,6617470.32373692
3286,11798660.05118438,4017231.05203383,4211482.64126010,6617470.32373692
3287,14727511.87140578,4017231.05203383,4211482.64126010,6617470.32373692
3288,12367706.01619658,4017231.05203383,4211482.64126010,6617470.32373692
3289,12367706.01619658,4017231.05203383,4211482.64126010,6617470.32373692
3290,12367706.01619658,4017231.05203383,4211482.64126010,6617470.32373692
3291,12367706.01619658,4017231.05203383,4211482.64126010,6617470.32373692
3292,12367706.01619658,4017231.05203383,4211482.64126010,6104350.96708352
3293,12367706.01619658,3764829.45820962,4211482.64126010,6104350.96708352
3294,12367706.01619658,3764829.45820962,4211482.64126010,6104350.96708352
3295,12367706.01619658,3764829.45820962,4211482.64126010,6104350.96708352
3296,10491027.74782949,3764829.45820962,4211482.64126010,6104350.96708352
3297,10694088.51666561,3764829.45820962,4211482.64126010,5619728.93743868
3298,10694088.51666561,3764829.45820962,3946876.27004357,5946494.17389613
3299,10694088.51666561,3764829.45820962,3946876.27004357,5946494.17389613
3300,10694088.51666561,4118287.15949003,3946876.27004357,5384186.48363333
3301,9096693.25661458,4118287.15949003,3946876.27004357,5384186.48363333
3302,9143805.38407825,4118287.15949003,3946876.27004357,5384186.48363333
3303,7979476.18325413,4118287.15949003,3946876.27004357,5384186.48363333
3304,7979476.18325413,3611733.54698619,3946876.27004357,5384186.48363333
3305,7979476.18325413,2722550.41486015,4317425.27608307,5384186.48363333
3306,7979476.18325413,2722550.41486015,4317425.27608307,5384186.48363333
3307,7340849.82081027,2722550.41486015,4317425.27608307,5384186.48363333
3308,7340849.82081027,2722550.41486015,4317425.27608307,5384186.48363333
3309,6419286.93213149,2722550.41486015,3786377.46770583,5384186.48363333
3310,6419286.93213149,2722550.41486015,2854198.24342292,5384186.48363333
3311,6419286.93213149,2722550.41486015,2854198.24342292,5384186.48363333
3312,6241292.11550217,2722550.41486015,2854198.24342292,5384186.48363333
3313,6241292.11550217,2722550.41486015,2854198.24342292,5384186.48363333
3314,6241292.11550217,2722550.41486015,2854198.24342292,5384186.48363333
3315,5964682.33316723,2722550.41486015,2854198.24342292,5384186.48363333
3316,5964682.33316723,2722550.41486015,2854198.24342292,5384186.48363333
3317,5964682.33316723,2722550.41486015,2854198.24342292,5384186.48363333
3318,5964682.33316723,2722550.41486015,2854198.24342292,5384186.48363333
3319,5964682.33316723,2722550.41486015,2854198.24342292,5384186.48363333
3320,5964682.33316723,2722550.41486015,2854198.24342292,5384186.48363333
3321,5964682.33316723,2722550.41486015,2854198.24342292,4614958.79118103
3322,5964682.33316723,2722550.41486015,2854198.24342292,4614958.79118103
3323,6579969.83977670,2661504.79892325,2854198.24342292,4614958.79118103
3324,6579969.83977670,2661504.79892325,2854198.24342292,4614958.79118103
3325,6579969.83977670,2661504.79892325,2854198.24342292,4614958.79118103
3326,6579969.83977670,2661504.79892325,2854198.24342292,4614958.79118103
3327,9009821.31970664,2661504.79892325,2854198.24342292,4614958.79118103
3328,9290439.35799102,2661504.79892325,2790200.79131891,4614958.79118103
3329,9290439.35799102,3688255.31537055,2790200.79131891,4614958.79118103
3330,9290439.35799102,3019503.81566720,2790200.79131891,4614958.79118103
3331,8137492.85850857,3019503.81566720,2790200.79131891,4614958.79118103
3332,8154834.34568707,3019503.81566720,2790200.79131891,4614958.79118103
3333,8154834.34568707,3019503.81566720,2790200.79131891,4614958.79118103
3334,8154834.34568707,3019503.81566720,2790200.79131891,4614958.79118103
3335,8154834.34568707,3019503.81566720,4171592.42036727,4614958.79118103
3336,8154834.34568707,3019503.81566720,4171592.42036727,4614958.79118103
3337,8154834.34568707,3019503.81566720,4171592.42036727,4614958.79118103
3338,8154834.34568707,3019503.81566720,4171592.42036727,4614958.79118103
3339,8154834.34568707,3019503.81566720,4171592.42036727,4614958.79118103
3340,8154834.34568707,3019503.81566720,4171592.42036727,4325002.11723334
3341,8154834.34568707,3019503.81566720,4171592.42036727,4325002.11723334
3342,8154834.34568707,2918209.65772098,4171592.42036727,4325002.11723334
3343,8154834.34568707,2918209.65772098,4171592.42036727,4325002.11723334
3344,8154834.34568707,3580131.78324496,4171592.42036727,4325002.11723334
3345,8154834.34568707,4049943.78601160,4171592.42036727,4325002.11723334
3346,8154834.34568707,3735076.54444579,4171592.42036727,4325002.11723334
3347,8154834.34568707,4622415.17102684,4171592.42036727,4731051.13575041
3348,8154834.34568707,4622415.17102684,4171592.42036727,4731051.13575041
3349,8154834.34568707,4426039.04627594,4171592.42036727,4731051.13575041
3350,8154834.34568707,4862115.98586415,4171592.42036727,4731051.13575041
3351,8154834.34568707,4862115.98586415,4171592.42036727,4149126.91557254
3352,8154834.34568707,4210277.91087246,4171592.42036727,3127641.35513971
3353,8154834.34568707,4210277.91087246,4171592.42036727,3127641.35513971
3354,8154834.34568707,4210277.91087246,4031649.57965171,3127641.35513971
3355,8154834.34568707,4210277.91087246,4031649.57965171,3127641.35513971
3356,8154834.34568707,4210277.91087246,4946127.41782562,3127641.35513971
3357,8154834.34568707,7001919.61905163,5595195.71161939,3127641.35513971
3358,8154834.34568707,7001919.61905163,5160191.19481018,3127641.35513971
3359,8154834.34568707,7001919.61905163,5160191.19481018,3127641.35513971
3360,7534455.54761385,7001919.61905163,5160191.19481018,3127641.35513971
3361,7534455.54761385,7001919.61905163,6019981.20688134,3127641.35513971
3362,8120947.79574599,5812316.52259267,6019981.20688134,3127641.35513971
3363,6897400.98860633,5812316.52259267,5440370.36857261,3127641.35513971
3364,6897400.98860633,5295832.94381551,5976384.63228536,3127641.35513971
3365,6897400.98860633,5295832.94381551,5976384.63228536,3127641.35513971
3366,6897400.98860633,5295832.94381551,5175162.47603801,3127641.35513971
3367,6897400.98860633,5295832.94381551,5175162.47603801,3127641.35513971
3368,13917756.77482828,5295832.94381551,5175162.47603801,3127641.35513971
3369,13917756.77482828,6475201.20718689,5175162.47603801,3127641.35513971
3370,13917756.77482828,6475201.20718689,5175162.47603801,3057512.70227359
3371,13917756.77482828,6475201.20718689,8606574.77720787,3057512.70227359
3372,13917756.77482828,6475201.20718689,8606574.77720787,3057512.70227359
3373,13917756.77482828,6475201.20718689,8606574.77720787,3057512.70227359
3374,13917756.77482828,6475201.20718689,8606574.77720787,3057512.70227359
3375,13917756.77482828,6475201.20718689,8606574.77720787,3057512.70227359
3376,13917756.77482828,6475201.20718689,7144346.05110050,3057512.70227359
3377,13917756.77482828,6475201.20718689,7144346.05110050,4571246.93450900
3378,13917756.77482828,6475201.20718689,6509498.06886279,4571246.93450900
3379,19295178.86317502,6626256.83068288,6509498.06886279,4571246.93450900
3380,19295178.86317502,6002043.05275137,6509498.06886279,4571246.93450900
3381,19295178.86317502,6002043.05275137,6509498.06886279,4571246.93450900
3382,19295178.86317502,6002043.05275137,6509498.06886279,4571246.93450900
3383,19295178.86317502,6002043.05275137,7959146.40829151,4571246.93450900
3384,19295178.86317502,6002043.05275137,7959146.40829151,4571246.93450900
3385,19295178.86317502,6002043.05275137,7959146.40829151,4571246.93450900
3386,19295178.86317502,6966298.96260560,7959146.40829151,4571246.93450900
3387,19295178.86317502,6205807.43250732,7959146.40829151,4571246.93450900
3388,19295178.86317502,6205807.43250732,7959146.40829151,4571246.93450900
3389,19295178.86317502,6205807.43250732,7959146.40829151,4571246.93450900
3390,19295178.86317502,6205807.43250732,7959146.40829151,4571246.93450900
3391,16632493.71838515,6503968.12733558,7959146.40829151,4571246.93450900
3392,16632493.71838515,6353911.38266009,7959146.40829151,4571246.93450900
3393,25192546.41245181,6353911.38266009,8144819.99351785,4571246.93450900
3394,25192546.41245181,6353911.38266009,7377552.89406225,4571246.93450900
3395,25192546.41245181,6353911.38266009,7377552.89406225,4571246.93450900
3396,25192546.41245181,6353911.38266009,7377552.89406225,4417897.03423970
3397,25192546.41245181,6353911.38266009,7377552.89406225,4417897.03423970
3398,25192546.41245181,6353911.38266009,7377552.89406225,5419985.34804982
3399,25192546.41245181,5644528.90638645,7377552.89406225,6131236.86768666
3400,21067218.67800498,5644528.90638645,8562790.80652620,5654557.25386509
3401,20875594.75059249,5644528.90638645,7628014.69121418,5654557.25386509
3402,20875594.75059249,5644528.90638645,7628014.69121418,5654557.25386509
3403,20875594.75059249,5644528.90638645,7628014.69121418,6596718.43859936
3404,20875594.75059249,5644528.90638645,7628014.69121418,6596718.43859936
3405,20875594.75059249,5644528.90638645,7994505.94722366,5961578.66442322
3406,20875594.75059249,5644528.90638645,7810060.15747766,6548945.14535912
3407,19695808.41655476,5644528.90638645,7810060.15747766,6548945.14535912
3408,33239376.68726166,5644528.90638645,7810060.15747766,5670962.84111380
3409,33239376.68726166,5644528.90638645,7810060.15747766,5670962.84111380
3410,41209946.32951442,5644528.90638645,7810060.15747766,5670962.84111380
3411,41209946.32951442,5644528.90638645,7810060.15747766,5670962.84111380
3412,77217189.03508691,5644528.90638645,7810060.15747766,5670962.84111380
3413,56508032.05253004,5644528.90638645,6938105.94208253,9431117.56912009
3414,56508032.05253004,5644528.90638645,6938105.94208253,9431117.56912009
3415,56508032.05253004,5644528.90638645,6938105.94208253,9431117.56912009
3416,56508032.05253004,5644528.90638645,6938105.94208253,9431117.56912009
3417,56508032.05253004,5644528.90638645,6938105.94208253,9431117.56912009
3418,56508032.05253004,5644528.90638645,6938105.94208253,7828801.73664938
3419,56508032.05253004,5644528.90638645,6938105.94208253,7828801.73664938
3420,51161559.62810681,5644528.90638645,6938105.94208253,7133132.88882175
3421,58724866.94433418,5644528.90638645,6938105.94208253,7133132.88882175
3422,63968539.27402790,5644528.90638645,6938105.94208253,7133132.88882175
3423,63968539.27402790,5644528.90638645,6938105.94208253,7133132.88882175
3424,63968539.27402790,5644528.90638645,6938105.94208253,7133132.88882175
3425,63968539.27402790,5644528.90638645,6938105.94208253,8721663.08543817
3426,63968539.27402790,5644528.90638645,6938105.94208253,8721663.08543817
3427,63968539.27402790,5644528.90638645,6938105.94208253,8721663.08543817
3428,63968539.27402790,5644528.90638645,6938105.94208253,8721663.08543817
3429,63968539.27402790,5644528.90638645,6938105.94208253,8721663.08543817
3430,63968539.27402790,5644528.90638645,6938105.94208253,8721663.08543817
3431,63968539.27402790,5644528.90638645,6938105.94208253,8721663.08543817
3432,63968539.27402790,5644528.90638645,6938105.94208253,8721663.08543817
3433,63968539.27402790,7994367.40588491,6938105.94208253,8721663.08543817
3434,63968539.27402790,7994367.40588491,6938105.94208253,8721663.08543817
3435,63968539.27402790,7994367.40588491,6938105.94208253,8925124.91050556
3436,63968539.27402790,7994367.40588491,6938105.94208253,8084350.68740271
3437,63968539.27402790,7994367.40588491,6938105.94208253,8084350.68740271
3438,63968539.27402790,7994367.40588491,6938105.94208253,8084350.68740271
3439,63968539.27402790,7994367.40588491,6938105.94208253,8084350.68740271
3440,63968539.27402790,7994367.40588491,6938105.94208253,8084350.68740271
3441,63968539.27402790,9255089.19717686,6938105.94208253,8084350.68740271
3442,63968539.27402790,9493936.94617633,6938105.94208253,9383138.92653218
3443,63968539.27402790,9493936.94617633,6938105.94208253,8358807.68297410
3444,63968539.27402790,9493936.94617633,6938105.94208253,8358807.68297410
3445,63968539.27402790,9493936.94617633,6938105.94208253,8358807.68297410
3446,63968539.27402790,11626317.63515931,6938105.94208253,8358807.68297410
3447,63968539.27402790,11626317.63515931,6938105.94208253,8760410.20348357
3448,63968539.27402790,11626317.63515931,8790068.62058200,8558293.80140101
3449,63968539.27402790,11626317.63515931,8790068.62058200,8558293.80140101
3450,78952681.48793691,11626317.63515931,8790068.62058200,8558293.80140101
3451,78952681.48793691,11626317.63515931,8790068.62058200,8558293.80140101
3452,78952681.48793691,11626317.63515931,8790068.62058200,8558293.80140101
3453,78952681.48793691,11626317.63515931,8790068.62058200,8558293.80140101
3454,78952681.48793691,11626317.63515931,8790068.62058200,8558293.80140101
3455,78952681.48793691,11626317.63515931,10176273.49387337,7602803.03612479
3456,78952681.48793691,11626317.63515931,10438894.41144983,7602803.03612479
3457,78952681.48793691,11626317.63515931,10438894.41144983,7602803.03612479
3458,78952681.48793691,11626317.63515931,10438894.41144983,7602803.03612479
3459,78952681.48793691,11626317.63515931,10438894.41144983,7602803.03612479
3460,78952681.48793691,11626317.63515931,12783516.77238441,7602803.03612479
3461,91710969.31129126,11626317.63515931,12783516.77238441,7602803.03612479
3462,103037568.98476890,11626317.63515931,12783516.77238441,7602803.03612479
3463,103037568.98476890,11626317.63515931,12783516.77238441,7602803.03612479
3464,189017511.25595215,11626317.63515931,12783516.77238441,7602803.03612479
